gene	Estimate	Std. Error	z value	Pr(>|z|)	entrezgene_id	ensembl_gene_id	wikigene_name	entrezgene_description	external_gene_name	gene_gff	description	gene_name	gene.y	FDR_tol	gene.z	logFC	logCPM	F	PValue	FDR_inf
LOC103814687	4.0511651356102805	4.138115348536963	0.9789879678058216	0.3275859246813806	103814687	ENSSCAG00000015692	LOC103814687	inner centromere protein-like	NA	LOC103814687	calponin homology domain-containing protein DDB_G0272472-like	LOC103814687	103814687	0.3958959757740262	103814687	0.16211676767877364	0.03013208242380923	1.8827111980603302	0.17304506131056793	0.3874841892703907
LOC103814692	2.115103427879013	4.5404466777917	0.46583598002030024	0.6413329087958444	103814692	ENSSCAG00000015877	METTL8	methyltransferase like 8	METTL8	METTL8	methyltransferase 8, methylcytidine	METTL8	103814692	0.7018469236029949	103814692	0.03428966824938561	-0.42109818481513916	0.042326575546796835	0.8374097465451392	0.9172836743113054
LOC103814694	-0.2630576537633096	1.7035597664669302	-0.1544164513281936	0.8772813829467967	103814694	NA	NA	NA	NA	SP3	Sp3 transcription factor	SP3	103814694	0.9031441471609513	103814694	-0.11389004615539565	7.743756538556165	6.146774211749573	0.014808840364344367	0.09823733087882314
LOC103814695	-0.8007643260846437	0.8328032650805967	-0.9615288023722477	0.33628635065197054	103814695	NA	NA	NA	NA	WIPF1	WAS/WASL interacting protein family member 1	WIPF1	103814695	0.40497206771211286	103814695	0.3094333026646105	4.45791753419798	6.686188040000451	0.011132704763308677	0.08501925966345468
LOC103814702	5.751570491343596	3.9950806605890716	1.4396631707795184	0.14996271788105145	103814702	ENSSCAG00000008702	TRAPPC9	trafficking protein particle complex 9	TRAPPC9	TRAPPC9	trafficking protein particle complex subunit 9	TRAPPC9	103814702	0.20282674249250782	103814702	-0.09699332223059898	2.8596786963191176	2.653894112415429	0.10639013061363446	0.2978598719139677
LOC103814703	6.857076609095643	4.967831231981673	1.3802958049282097	0.16749558609437315	103814703	ENSSCAG00000016236	LOC103814703	tetratricopeptide repeat protein 30B-like	NA	LOC103814703	tetratricopeptide repeat protein 30B-like	LOC103814703	103814703	0.22164385039354856	103814703	-0.08001306912720713	0.6270293154274221	0.6100631681778367	0.43657827092720836	0.6490532015911977
LOC103814705	0.1266852888261224	1.335425653613038	0.09486510048939915	0.9244219772394188	103814705	ENSSCAG00000016272	RBM45	RNA binding motif protein 45	RBM45	RBM45	RNA binding motif protein 45	RBM45	103814705	0.9411452511459317	103814705	-0.11054603615280417	3.63898337194047	3.843783017781261	0.05266600878266479	0.1972509692234636
LOC103814709	-0.9191473992027269	0.8489210162363463	-1.0827242836768562	0.2789308220113788	103814709	NA	NA	NA	NA	CWC22	CWC22 spliceosome associated protein homolog	CWC22	103814709	0.343960133267647	103814709	0.16328540403896794	4.029861104429094	1.784393938423905	0.18459212392201085	0.40181123291201204
LOC103814710	-0.06836654787812639	0.48312163087160664	-0.14151001219876105	0.8874670510451012	103814710	NA	NA	NA	NA	ITGA4	integrin subunit alpha 4	ITGA4	103814710	0.9113272555541554	103814710	0.34921124934240744	5.841109832816627	6.639194484513315	0.011411265817221367	0.08556504702756308
LOC103814713	0.16732150204260168	1.133967909946238	0.14755400093335486	0.8826947595486497	103814713	NA	NA	NA	NA	CHRAC1	chromatin accessibility complex subunit 1	CHRAC1	103814713	0.9073584108994623	103814713	-0.1270812000346893	7.612995182891031	5.00663995260865	0.027431552096289138	0.13641494232321033
LOC103814714	10.262880266115243	14.213720291528588	0.7220403986866087	0.4702696401537743	103814714	ENSSCAG00000001645	LOC103814714	uncharacterized LOC103814714	NA	LOC103814714	uncharacterized LOC103814714	LOC103814714	103814714	0.5407281576681029	103814714	-0.10204996446960964	-0.6430604637914434	0.3126918480942456	0.5772622902664983	0.7539483660732272
LOC103814715	4.41155527789755	11.767675092550528	0.3748875834182629	0.7077440737737526	103814715	NA	NA	NA	NA	RAPH1	Ras association (RalGDS/AF-6) and pleckstrin homology domains 1	RAPH1	103814715	0.7611391375112868	103814715	0.20903804689436117	0.4936451526140556	2.2032038375078766	0.140816838839635	0.3454471960829583
LOC103814716	4.278400494439423	6.186520311938253	0.6915681641234261	0.4892085602018877	103814716	NA	NA	NA	NA	PARD3B	par-3 family cell polarity regulator beta	PARD3B	103814716	0.5587471874385593	103814716	0.09377711923231564	1.2700572750987564	0.3802074750883183	0.5388699747215361	0.7254399365973438
LOC103814717	-1.8718492489480165	6.019471569715215	-0.3109657097419558	0.755826689794417	103814717	ENSSCAG00000002055	NRP2	neuropilin 2	NRP2	NRP2	neuropilin 2	NRP2	103814717	0.8021315569453533	103814717	0.18590527987340888	0.3550268369262828	1.2283412170908292	0.27034385801225347	0.5013119416950081
LOC103814720	4.883855348756458	2.4240922866014754	2.0147151062484987	0.04393450846901264	103814720	ENSSCAG00000002424	FASTKD2	FAST kinase domains 2	FASTKD2	FASTKD2	FAST kinase domains 2	FASTKD2	103814720	0.1091335174616046	103814720	-0.11901640774895487	1.9479611942220496	2.3650461736364665	0.12718556091603775	0.32872207943524795
LOC103814721	-3.2766970985253328	1.1853216145035803	-2.7643949611917207	0.0057028464677139155	103814721	ENSSCAG00000002462	CCNYL1	cyclin Y like 1	NA	CCNYL1	cyclin Y like 1	CCNYL1	103814721	0.02329916193113877	103814721	0.10817260314775798	4.8543083097233275	2.4221657583505833	0.1227357500656671	0.3222948796186054
LOC103814722	-4.595493585018907	9.5762094331831	-0.479886495495262	0.6313081043180473	103814722	NA	NA	NA	NA	FZD5	frizzled class receptor 5	FZD5	103814722	0.693352662245667	103814722	0.1990237507269673	-0.4522184776398827	2.0143002103499534	0.15888060368552473	0.36894377043292637
LOC103814723	0.4741581892352524	4.121002384154321	0.11505894562411309	0.9083984003711835	103814723	ENSSCAG00000002493	CARF	calcium responsive transcription factor	CARF	CARF	calcium responsive transcription factor	CARF	103814723	0.9285749678375609	103814723	0.06331194320442227	2.6511767695566433	0.6967186321179799	0.40584479710764876	0.6266673895997862
LOC103814724	-0.8353075720059905	0.8662353581303611	-0.9642963245103229	0.33489738309473266	103814724	ENSSCAG00000008805	AGO2	argonaute RISC catalytic component 2	AGO2	AGO2	argonaute RISC catalytic component 2	AGO2	103814724	0.40344663388917523	103814724	-0.0639346712260771	9.634703002059323	0.8346298234626762	0.36309779934594166	0.5910190847157334
LOC103814728	-0.5929206558138713	2.4792507584641728	-0.23915316100625872	0.8109868209728147	103814728	ENSSCAG00000002715	ORC2	origin recognition complex subunit 2	ORC2	ORC2	origin recognition complex subunit 2	ORC2	103814728	0.8485512823907927	103814728	-0.013819486478657522	1.6049984944176499	0.014243004135276394	0.9052381918197303	0.9550757826603715
LOC103814732	-4.013557427752124	3.2889541518096492	-1.220314191836266	0.22234579189639453	103814732	ENSSCAG00000002800	TYW5	tRNA-yW synthesizing protein 5	TYW5	TYW5	tRNA-yW synthesizing protein 5	TYW5	103814732	0.28194786091995927	103814732	-0.005318964359200872	1.6600823464133325	0.0049368858528334525	0.9441223172360995	0.9747307590281
LOC103814733	-3.7998520233585533	1.359839463772837	-2.7943386881977736	0.005200597966239489	103814733	ENSSCAG00000002869	SF3B1	splicing factor 3b subunit 1	SF3B1	SF3B1	splicing factor 3b subunit 1	SF3B1	103814733	0.023213298146954685	103814733	1.6845944172650814e-4	10.296177243408028	1.2482915769784154e-5	0.9971879069675664	0.9984485742623267
LOC103814734	1.5955886969192044	1.0597629112501468	1.5056091131147173	0.13216754766633276	103814734	NA	NA	NA	NA	ANKRD44	ankyrin repeat domain 44	ANKRD44	103814734	0.18431249068398026	103814734	0.06858710754794135	3.8564942261115336	0.4556745569413338	0.5011841464229074	0.6997957020301465
LOC103814735	-1.4949470922106278	1.7127344671489282	-0.8728423003591234	0.38274903970811924	103814735	NA	NA	NA	NA	PGAP1	post-GPI attachment to proteins inositol deacylase 1	PGAP1	103814735	0.45322651547612397	103814735	0.0011939566095064084	4.576206789764198	3.206069520850769e-4	0.9857493192639951	0.9937899836773848
LOC103814738	0.1555657657275459	3.711632392064501	0.04191303159767296	0.9665680278148421	103814738	ENSSCAG00000003836	NEMP2	nuclear envelope integral membrane protein 2	NEMP2	NEMP2	nuclear envelope integral membrane protein 2	NEMP2	103814738	0.974571325671111	103814738	0.2716864886115744	1.4323464804192383	6.782977552023619	0.010581097109729432	0.0827307369873673
LOC103814739	-1.277768726610391	0.6532517762070036	-1.956012632724154	0.05046366597599923	103814739	ENSSCAG00000003901	SLC40A1	solute carrier family 40 member 1	SLC40A1	SLC40A1	solute carrier family 40 member 1	SLC40A1	103814739	0.1213776222454792	103814739	0.041550020664494765	7.749484880037573	0.19013660120126855	0.6637270840871491	0.8150254437328243
LOC103814740	-1.9947711694269301	1.5882037945788263	-1.2559919427443005	0.2091188913560295	103814740	NA	NA	NA	NA	ZC3H15	zinc finger CCCH-type containing 15	ZC3H15	103814740	0.26747765173445637	103814740	-0.022446344550490924	6.9765871622819535	0.1967564872200832	0.6582939344263081	0.8117974527678687
LOC103814742	1.6091047279547903	0.6419174366138063	2.506716029467927	0.012185856755521494	103814742	ENSSCAG00000008813	RPLP1	ribosomal protein lateral stalk subunit P1	RPLP1	RPLP1	ribosomal protein lateral stalk subunit P1	RPLP1	103814742	0.03713333484353873	103814742	-0.24533066211066556	10.599887699891122	5.56794402485713	0.020201287506188808	0.11424892677021947
LOC103814746	1.7964014676673592	1.698807616055305	1.0574484424779487	0.2903069729698045	103814746	NA	NA	NA	NA	NEDD9	neural precursor cell expressed, developmentally down-regulated 9	NEDD9	103814746	0.3565230213986658	103814746	0.1475339587143872	2.8470024555383233	1.6141059614681164	0.20681410702463304	0.4287424607821589
LOC103814748	0.38381247704557725	3.5954152395462655	0.1067505285130887	0.9149868956395993	103814748	ENSSCAG00000004141	PCNT	pericentrin	NA	PCNT	pericentrin	PCNT	103814748	0.933602360896258	103814748	-0.06559890696927947	3.6741519094825863	0.7314096271503406	0.39443680643856505	0.6171673370013904
LOC103814749	-0.5566967028391269	2.8123748258777557	-0.197945415282751	0.843087770864968	103814749	NA	NA	NA	NA	DIP2A	disco interacting protein 2 homolog A	DIP2A	103814749	0.8748473818798801	103814749	0.03439815069981939	3.2783290002806065	0.26772918188883943	0.6059826710825843	0.7749026028296556
LOC103814750	-3.4740533181056863	3.4470917188176693	-1.0078215497257685	0.3135401385601369	103814750	NA	NA	NA	NA	LSS	lanosterol synthase	LSS	103814750	0.3806918787477287	103814750	0.45438309537301225	-0.20871600199245935	7.130436701128552	0.008824593691741756	0.07469173736444268
LOC103814754	9.175451494490936	9.060981251555793	1.0126333163878347	0.31123534009226483	103814754	ENSSCAG00000004510	BARD1	BRCA1 associated RING domain 1	BARD1	BARD1	BRCA1 associated RING domain 1	BARD1	103814754	0.37838071850297444	103814754	-0.005942694749351988	-0.543723528959427	0.0017913136654276584	0.966323458950584	0.9844998896292076
LOC103814758	3.7592887635865853	3.126780511453088	1.2022873846810425	0.22925220289456646	103814758	ENSSCAG00000008799	RAMP1	receptor activity modifying protein 1	RAMP1	RAMP1	receptor activity modifying protein 1	RAMP1	103814758	0.289437703555004	103814758	0.1719242569978773	-1.2991821279828986	0.4651568856185445	0.49677395640064015	0.696854851042785
LOC103814759	-0.10292814642122004	2.056136687393145	-0.05005899999368067	0.9600753720158041	103814759	NA	NA	NA	NA	RBM44	RNA binding motif protein 44	RBM44	103814759	0.9694170270032904	103814759	0.14941953835228897	0.05578176663935006	0.17253475519974326	0.67874383269159	0.8249013545030924
LOC103814760	0.3358571844732983	0.8233858329227595	0.4078976963704992	0.6833487840729688	103814760	NA	NA	NA	NA	LRRFIP1	LRR binding FLII interacting protein 1	LRRFIP1	103814760	0.739724778560209	103814760	0.10351420002822369	5.289514612513894	1.335059086074169	0.25061439960590404	0.4789364829160779
LOC103814761	-0.5148278467052178	0.8066604719093851	-0.6382212400796182	0.5233296727145497	103814761	ENSSCAG00000008819	PTK2	protein tyrosine kinase 2	PTK2	PTK2	protein tyrosine kinase 2	PTK2	103814761	0.5917179195360837	103814761	0.12598993731995517	4.08773047056835	1.9989072354005963	0.1604662595987438	0.37105925070132056
LOC103814762	6.22921462434334	6.103137957672681	1.020657679302851	0.30741665181171346	103814762	ENSSCAG00000008987	ACKR3	atypical chemokine receptor 3	ACKR3	ACKR3	atypical chemokine receptor 3	ACKR3	103814762	0.374497010217673	103814762	-0.03537414851478117	-0.9259821510549064	0.03055739810101343	0.8615789981030987	0.9315952318563804
LOC103814765	-5.687879311631206	3.4945808026811003	-1.6276285004677444	0.10360368211788669	103814765	NA	NA	NA	NA	AGAP1	ArfGAP with GTPase domain, ankyrin repeat and PH domain 1	AGAP1	103814765	0.15995702769206796	103814765	0.4504316804944583	0.8011648388998298	9.164187665496053	0.003126999017231166	0.045204525791589706
LOC103814768	2.0550865167980854	1.3850441631105466	1.4837696670861027	0.1378700368090279	103814768	ENSSCAG00000009071	POFUT2	protein O-fucosyltransferase 2	POFUT2	POFUT2	protein O-fucosyltransferase 2	POFUT2	103814768	0.19007817574774066	103814768	-0.005352798032706024	2.666587136521788	0.00213957012718223	0.9631973176562942	0.9832833568589698
LOC103814769	2.4302947380769266	1.518276386336402	1.6006932334245303	0.10944488060856454	103814769	NA	NA	NA	NA	MCM3AP	minichromosome maintenance complex component 3 associated protein	MCM3AP	103814769	0.16369112853891543	103814769	-0.06735160558968614	4.91056173267251	1.1297480830609996	0.2903462436055682	0.5222054741107341
LOC103814773	2.439358131823571	1.6994305362893474	1.4353973756113811	0.15117389343083656	103814773	NA	NA	NA	NA	NDUFA10	NADH:ubiquinone oxidoreductase subunit A10	NDUFA10	103814773	0.20407176974628188	103814773	-0.26391415791300293	6.455506041528329	14.157260114692969	2.8137200578871765e-4	0.013466248850976805
LOC103814774	-11.640597688698117	14.804681374115631	-0.7862781639495755	0.43170454225461874	103814774	ENSSCAG00000009401	ASB1	ankyrin repeat and SOCS box containing 1	ASB1	ASB1	ankyrin repeat and SOCS box containing 1	ASB1	103814774	0.5025486769578954	103814774	0.13667982517681684	-1.3765353479087905	0.38227417003166725	0.5377707747030487	0.7244034437586989
LOC103814785	-1.117752213281796	0.7767184574440472	-1.4390699777625873	0.15013069712667834	103814785	NA	NA	NA	NA	LOC103814785	torsin-1A-interacting protein 1-like	LOC103814785	103814785	0.20301233425587548	103814785	0.095540903891650375	6.627898294089269	1.8186454468792188	0.18046986359202533	0.3964786298207067
LOC103814788	0.281473598726943	2.1307163457025515	0.1321028016209891	0.894902979962265	103814788	ENSSCAG00000009792	SOAT1	sterol O-acyltransferase 1	SOAT1	SOAT1	sterol O-acyltransferase 1	SOAT1	103814788	0.9177065984696937	103814788	0.17794803979059712	2.108548043653909	1.832787856015298	0.1787993287178815	0.3946213113757417
LOC103814789	-3.037009615520595	1.3418702447997959	-2.26326623404166	0.02361928244113683	103814789	ENSSCAG00000008873	SLC45A4	solute carrier family 45 member 4	SLC45A4	SLC45A4	solute carrier family 45 member 4	SLC45A4	103814789	0.06526849108671205	103814789	-0.037161396579298504	9.12259162003317	0.43206486804933564	0.512462262156911	0.7094242239776015
LOC103814791	3.712777371408302	4.118283545837922	0.901535149312524	0.3673038539481601	103814791	ENSSCAG00000009825	FAM20B	FAM20B glycosaminoglycan xylosylkinase	FAM20B	FAM20B	FAM20B glycosaminoglycan xylosylkinase	FAM20B	103814791	0.4374085085449563	103814791	0.03212212056710326	1.6175938918195547	0.14851489255811046	0.7007634392719772	0.8390549506902959
LOC103814793	0.5580883005972886	1.0599105693961381	0.5265428204147901	0.5985111084924782	103814793	ENSSCAG00000009829	RALGPS2	Ral GEF with PH domain and SH3 binding motif 2	RALGPS2	RALGPS2	Ral GEF with PH domain and SH3 binding motif 2	RALGPS2	103814793	0.6624473110934691	103814793	-0.05255074293757765	5.094758054817983	0.1666050140749049	0.6840048521039909	0.8281470652464146
LOC103814795	-0.0359839165471977	1.6042041815105592	-0.022431007824274797	0.9821041459031782	103814795	NA	NA	NA	NA	LOC103814795	uncharacterized LOC103814795	LOC103814795	103814795	0.986318415496664	103814795	0.3287925677837025	-0.490504376552239	3.0389629215734257	0.08430978303046391	0.2602884123870623
LOC103814796	0.9682670449505535	0.7741700558830693	1.2507162187332141	0.21103803104471194	103814796	ENSSCAG00000010323	MRPS14	mitochondrial ribosomal protein S14	MRPS14	MRPS14	mitochondrial ribosomal protein S14	MRPS14	103814796	0.26954580734897604	103814796	9.005428663216628e-4	2.848052088233951	9.441980406616136e-5	0.992266123677656	0.9967552876854139
LOC103814798	-0.2562544528207943	1.143859396139994	-0.22402618161422344	0.822736930954358	103814798	ENSSCAG00000010339	RABGAP1L	RAB GTPase activating protein 1 like	RABGAP1L	RABGAP1L	RAB GTPase activating protein 1 like	RABGAP1L	103814798	0.8585081018654169	103814798	0.19167367591556567	4.620400383938897	5.971692379248503	0.016259110804878584	0.1024929620937905
LOC103814799	26.994356380834525	19.935516920435578	1.3540835930450865	0.17570970998210922	103814799	NA	NA	NA	NA	CCDC180	coiled-coil domain containing 180	CCDC180	103814799	0.23061768402376823	103814799	-0.10733119635949322	-1.5047047539841252	0.14265701885303653	0.7064407876300103	0.8430327248068445
LOC103814801	-2.394289649531948	1.102742956171859	-2.1712128253746976	0.029915088311199996	103814801	ENSSCAG00000010384	PLA2G4A	phospholipase A2 group IVA	PLA2G4A	PLA2G4A	phospholipase A2 group IVA	PLA2G4A	103814801	0.0798252805357213	103814801	0.18350772603970933	3.7732294060092197	3.051342118481073	0.08368922118489033	0.25902685228863076
LOC103814802	48.26576519277065	18.18984248233069	2.653446022946884	0.00796745124452683	103814802	ENSSCAG00000010393	PTGS2	prostaglandin-endoperoxide synthase 2	PTGS2	PTGS2	prostaglandin-endoperoxide synthase 2	PTGS2	103814802	0.02711414778481854	103814802	0.073611338467888	-1.2425897329624715	0.07481282268783193	0.785008699315451	0.8871919236717862
LOC103814805	-2.164090026907754	1.2578940100378164	-1.7204072915830917	0.08535843250781419	103814805	ENSSCAG00000010403	TPR	translocated promoter region, nuclear basket protein	TPR	TPR	translocated promoter region, nuclear basket protein	TPR	103814805	0.15776807897155606	103814805	-0.03498943958964559	6.734996998749314	0.38771260366253363	0.5348978086839049	0.7223911473938557
LOC103814807	1.463743385109626	0.8947832213320012	1.6358636932537176	0.10186811807549895	103814807	ENSSCAG00000011050	IVNS1ABP	influenza virus NS1A binding protein	IVNS1ABP	IVNS1ABP	influenza virus NS1A binding protein	IVNS1ABP	103814807	0.1592367910800751	103814807	0.051205075447113314	4.225122291849108	0.23312548449015852	0.6302535933584039	0.7934069039760178
LOC103814808	0.988302664422097	1.7203126362238352	0.5744901499947512	0.5656361641423948	103814808	NA	NA	NA	NA	SWT1	SWT1 RNA endoribonuclease homolog	SWT1	103814808	0.6316749041184104	103814808	-0.10306540056058971	4.716337343330908	3.6999018138860875	0.057211679330694085	0.20625430477193205
LOC103814809	2.0717535821400435	1.5244816354788921	1.3589888745948941	0.174150114151398	103814809	ENSSCAG00000011074	TRMT1L	tRNA methyltransferase 1 like	TRMT1L	TRMT1L	tRNA methyltransferase 1 like	TRMT1L	103814809	0.22904442895843666	103814809	-0.0880031709074643	4.083679687930794	1.8478797767320865	0.17703655380811653	0.3926551684498045
LOC103814811	-3.713545325982155	1.6754831918885698	-2.216402613861094	0.026663940846609117	103814811	ENSSCAG00000011179	EDEM3	ER degradation enhancing alpha-mannosidase like protein 3	EDEM3	EDEM3	ER degradation enhancing alpha-mannosidase like protein 3	EDEM3	103814811	0.07233722853815364	103814811	-0.010924736039573248	7.276008062738172	0.07662385864353409	0.7824876590928742	0.8861694893464034
LOC103814814	2.288666944341798	0.7430527786436282	3.0800866508023037	0.0020694037934773537	103814814	ENSSCAG00000011189	TSEN15	tRNA splicing endonuclease subunit 15	TSEN15	TSEN15	tRNA splicing endonuclease subunit 15	TSEN15	103814814	0.023213298146954685	103814814	-0.31763852671755016	5.384919417596563	12.492096801534052	6.165732123784326e-4	0.02093304116099617
LOC103814815	-2.1222052884067293	2.749978561645464	-0.7717170300909171	0.440282041952531	103814815	NA	NA	NA	NA	COLGALT2	collagen beta(1-O)galactosyltransferase 2	COLGALT2	103814815	0.5111633613999973	103814815	0.2451362631311471	0.8317878946754613	3.2869264547825265	0.07278319611607102	0.237219305859787
LOC103814816	0.12677652954576377	0.6374164603378734	0.19889120760791731	0.8423478474304914	103814816	NA	NA	NA	NA	ARPC5	actin related protein 2/3 complex subunit 5	ARPC5	103814816	0.8744772017523025	103814816	0.17597658991002912	5.776202579929973	5.947880504675108	0.016467562474408583	0.10286382011271689
LOC103814817	0.5414077372618048	1.2581446640662313	0.4303223251863698	0.6669611893347929	103814817	ENSSCAG00000011234	NCF2	neutrophil cytosolic factor 2	NCF2	NCF2	neutrophil cytosolic factor 2	NCF2	103814817	0.7250533419438715	103814817	0.1880473415340831	1.6413719399456543	1.8221271310009455	0.1800569091353568	0.3962044409859821
LOC103814818	-0.26113007274183553	1.0658996912177088	-0.24498559751294646	0.8064675831354822	103814818	NA	NA	NA	NA	SMG7	SMG7 nonsense mediated mRNA decay factor	SMG7	103814818	0.8446562854979976	103814818	-0.08947807403383959	6.477287581556869	2.6134792020885693	0.10905667084682048	0.30192491970691865
LOC103814819	0.17208198292092544	1.6108461387172224	0.1068270760222704	0.9149261668240545	103814819	ENSSCAG00000011273	DHX9	DExH-box helicase 9	DHX9	DHX9	DExH-box helicase 9	DHX9	103814819	0.933569262088179	103814819	-0.07283218743786467	4.770842136712702	1.8237192430249403	0.17986844124569157	0.3959422810547615
LOC103814820	-0.8259113636255634	2.8596139773402913	-0.2888191798508896	0.7727197539072882	103814820	ENSSCAG00000008906	PTP4A3	protein tyrosine phosphatase 4A3	PTP4A3	PTP4A3	protein tyrosine phosphatase 4A3	PTP4A3	103814820	0.8168546586456261	103814820	0.24661760259707277	0.7564238117831791	3.5851803325349776	0.061139159038874985	0.21457877977786483
LOC103814822	-0.3701869567527545	0.5199106292577388	-0.7120203664257828	0.47645216441960647	103814822	ENSSCAG00000011288	NPL	N-acetylneuraminate pyruvate lyase	NPL	NPL	N-acetylneuraminate pyruvate lyase	NPL	103814822	0.5465610395886611	103814822	0.05888766187327469	5.3375979610622055	0.3261705422147275	0.5691825740099409	0.7479819403210234
LOC103814823	-1.935892823609511	1.68848146155728	-1.146528918252999	0.25157636882706047	103814823	ENSSCAG00000011362	ZBTB37	zinc finger and BTB domain containing 37	ZBTB37	ZBTB37	zinc finger and BTB domain containing 37	ZBTB37	103814823	0.3139590882764057	103814823	-0.037440476943045725	7.034987885302995	0.6180109447299355	0.43361513320088807	0.645784790848872
LOC103814825	-2.368151429548698	0.974287008728842	-2.430650730567001	0.015071735566722328	103814825	ENSSCAG00000011373	RC3H1	ring finger and CCCH-type domains 1	RC3H1	RC3H1	ring finger and CCCH-type domains 1	RC3H1	103814825	0.0443365371458225	103814825	-0.019020580496009163	9.242026305455513	0.11445380577166782	0.7358267830429988	0.8595622584016877
LOC103814826	1.5985077656149744	1.2259864309334183	1.3038543700666678	0.19228324061072258	103814826	ENSSCAG00000011387	UCHL5	ubiquitin C-terminal hydrolase L5	UCHL5	UCHL5	ubiquitin C-terminal hydrolase L5	UCHL5	103814826	0.24886717650551182	103814826	-0.10670121174435394	2.9245168003875093	2.800576662206415	0.09730338629211308	0.28293345207857357
LOC103814829	2.922291030828105	1.2292120205279367	2.3773693895158985	0.017436616874608526	103814829	NA	NA	NA	NA	GLRX2	glutaredoxin 2	GLRX2	103814829	0.05024084142688216	103814829	-0.26480875198351933	2.239750198992578	9.023439202754052	0.003355594601100794	0.04726189579015203
LOC103814830	6.549137819789438	3.8343408114482513	1.7080218326538879	0.08763229147257084	103814830	ENSSCAG00000011567	LOC103814830	beta-1,3-galactosyltransferase 2	B3GALT2	LOC103814830	beta-1,3-galactosyltransferase 2	B3GALT2	103814830	0.15776807897155606	103814830	0.1284584158406883	0.530031863524216	0.30585293404056574	0.581449766362562	0.7574546932719306
LOC103814831	18.56205583013631	20.506338017525067	0.9051862801770291	0.36536670902455465	103814831	ENSSCAG00000011577	KCNT2	potassium sodium-activated channel subfamily T member 2	KCNT2	KCNT2	potassium sodium-activated channel subfamily T member 2	KCNT2	103814831	0.435525986050076	103814831	-0.01617345671986109	-1.027985267335726	0.00619345179682372	0.9374270759747918	0.9709696643806695
LOC103814833	-1.9394910309192834	1.7400285410927367	-1.1146317345468852	0.26500826545059497	103814833	ENSSCAG00000011684	ZBTB41	zinc finger and BTB domain containing 41	ZBTB41	ZBTB41	zinc finger and BTB domain containing 41	ZBTB41	103814833	0.3286708042644932	103814833	-0.10127521734720348	5.055623733717213	3.081603860768952	0.08219319454267718	0.2561986795039527
LOC103814835	-3.3545789681727713	3.2727937424727216	-1.0249894225348457	0.3053681786217366	103814835	ENSSCAG00000011724	NEK7	NIMA related kinase 7	NEK7	NEK7	NIMA related kinase 7	NEK7	103814835	0.3724415084642535	103814835	0.09610611675503271	1.8288223129016037	0.896129287343138	0.3460653683021401	0.5759901726923197
LOC103814837	0.40664981428805136	0.5352839310284444	0.7596899341004922	0.4474399469943404	103814837	ENSSCAG00000011731	PTPRC	protein tyrosine phosphatase receptor type C	PTPRC	PTPRC	protein tyrosine phosphatase receptor type C	PTPRC	103814837	0.5181974538784738	103814837	0.12583850177514155	7.273943841703254	2.1578837898961014	0.14492618820378167	0.3512201080065209
LOC103814838	-4.170192449870075	10.433835858899343	-0.3996797061277505	0.6893924412265694	103814838	ENSSCAG00000011767	NR5A2	nuclear receptor subfamily 5 group A member 2	NR5A2	NR5A2	nuclear receptor subfamily 5 group A member 2	NR5A2	103814838	0.745020649740529	103814838	0.21126925660418483	-1.0334903700582612	0.6317261431602345	0.4285736640523613	0.6413155087166337
LOC103814839	24.514673874424325	25.60647387046699	0.9573623451020375	0.33838439738470616	103814839	ENSSCAG00000011776	KIF14	kinesin family member 14	KIF14	KIF14	kinesin family member 14	KIF14	103814839	0.4070826843241334	103814839	-0.06776918535520389	-0.6492131496885615	0.14468958053033337	0.7044559796085877	0.8417746143509325
LOC103814840	0.4318896129219116	1.3123454551895861	0.3290975034157597	0.7420819912235334	103814840	ENSSCAG00000011791	DDX59	DEAD-box helicase 59	DDX59	DDX59	DEAD-box helicase 59	DDX59	103814840	0.790289660514945	103814840	-0.11605952831118901	5.231753232494937	4.315994015833836	0.04027471796987467	0.1691116479650849
LOC103814842	-0.8467884629738899	4.267153227421083	-0.19844341598336718	0.8426981517599382	103814842	ENSSCAG00000011800	CAMSAP2	calmodulin regulated spectrin associated protein family member 2	CAMSAP2	CAMSAP2	calmodulin regulated spectrin associated protein family member 2	CAMSAP2	103814842	0.8746080956119626	103814842	0.12549130340636014	2.0790695303112763	1.6848702664470856	0.19721445350993172	0.41750557902410484
LOC103814843	-1.1749737269339549	1.692992485820575	-0.6940218204007313	0.487668524904672	103814843	NA	NA	NA	NA	WDR47	WD repeat domain 47	WDR47	103814843	0.5574126743740838	103814843	0.05601348749367071	3.132945847765016	0.41451996624949056	0.521133413330098	0.7146912243282798
LOC103814844	3.9493262286568145	2.069625080540715	1.9082326870647532	0.05636114864794609	103814844	ENSSCAG00000011812	GPSM2	G protein signaling modulator 2	GPSM2	GPSM2	G protein signaling modulator 2	GPSM2	103814844	0.1312945012976296	103814844	-0.08603480579906417	2.954332661112332	1.6914380161703806	0.1963506596776594	0.4164784528450161
LOC103814845	-2.704810404982042	1.2968220300176467	-2.0857221286911942	0.03700380075878467	103814845	ENSSCAG00000011808	CLCC1	chloride channel CLIC like 1	CLCC1	CLCC1	chloride channel CLIC like 1	CLCC1	103814845	0.09512545182206857	103814845	0.04208786618064303	6.812813395638678	0.6900804953207202	0.4080828212643016	0.6274490612221797
