"ID","Description","setSize","enrichmentScore","NES","pvalue","p.adjust","qvalue","rank","leading_edge","core_enrichment","ONTOLOGY","comparison"
"GO:0030163","protein catabolic process",43,-0.5095684667289357,-1.7152236055253653,0.007904537234916659,0.14341088983348796,0.13075174373546355,2629,"tags=40%, list=24%, signal=30%","103820051/103818594/103823620/103818493/103820391/103817207/103816392/103813393/103816334/103820061/103826071/103827382/103826536/103826787/103824591/103825159/103820525","BP","interaction_diet:infection"
"GO:0007167","enzyme-linked receptor protein signaling pathway",11,0.751014364077792,1.6975749483199607,0.007269680627017632,0.14341088983348796,0.13075174373546355,669,"tags=27%, list=6%, signal=26%","103821834/103816118/103824316","BP","interaction_diet:infection"
"GO:0016054","organic acid catabolic process",17,-0.6475504810147639,-1.7518936329314978,0.009119893767479556,0.15107302284390048,0.1377375260077004,399,"tags=18%, list=4%, signal=17%","103816058/103825954/103813189","BP","interaction_diet:infection"
"GO:0046395","carboxylic acid catabolic process",17,-0.6475504810147639,-1.7518936329314978,0.009119893767479556,0.15107302284390048,0.1377375260077004,399,"tags=18%, list=4%, signal=17%","103816058/103825954/103813189","BP","interaction_diet:infection"
"GO:0070646","protein modification by small protein removal",21,-0.6194581112469714,-1.7550247592338892,0.00959988817629427,0.15239822479867154,0.13894574992004866,338,"tags=33%, list=3%, signal=32%","103814586/103820391/103813393/103816334/103825159/103814125/103820525","BP","interaction_diet:infection"
"GO:0009259","ribonucleotide metabolic process",19,-0.6065939274728842,-1.6768648734646234,0.010564583269499531,0.15481177791074313,0.14114625420788848,1372,"tags=26%, list=13%, signal=23%","103819810/103826803/103823755/103817229/103822868","BP","interaction_diet:infection"
"GO:0019693","ribose phosphate metabolic process",19,-0.6065939274728842,-1.6768648734646234,0.010564583269499531,0.15481177791074313,0.14114625420788848,1372,"tags=26%, list=13%, signal=23%","103819810/103826803/103823755/103817229/103822868","BP","interaction_diet:infection"
"GO:1901565","organonitrogen compound catabolic process",61,-0.44670588518029314,-1.5847911804848573,0.012688087135464984,0.16669521374524685,0.15198071704912686,2629,"tags=39%, list=24%, signal=30%","103820051/103818594/103823620/103818493/103820391/103817207/103816392/103823972/103813393/103816334/103812293/103820061/103816017/103826071/103815856/103827382/103826536/103826787/103824591/103816058/103825159/103825954/103822868/103820525","BP","interaction_diet:infection"
"GO:0022402","cell cycle process",34,0.5428679796359355,1.5607117227282863,0.012542704603913104,0.16669521374524685,0.15198071704912686,1351,"tags=32%, list=12%, signal=28%","103818045/103823182/103826902/103826504/103822175/103816298/103818673/103817392/103824427/103817764/103812540","BP","interaction_diet:infection"
"GO:1901575","organic substance catabolic process",115,-0.3763816086175086,-1.4816580130684638,0.012172914200554347,0.16669521374524685,0.15198071704912686,2074,"tags=27%, list=19%, signal=22%","103815796/103816392/103823972/103815091/103820368/103813393/103816334/103812293/103814801/103816730/103820061/103816017/103826071/103815856/103825990/103827382/103814720/103826536/103826787/103821551/103824591/103818008/103817010/103816058/103825159/103825954/103813931/103822868/103820477/103820525/103813189","BP","interaction_diet:infection"
"GO:0006811","monoatomic ion transport",21,-0.5967085762371581,-1.6905716566295674,0.01616047088970686,0.19728615899843915,0.17987134264258856,1960,"tags=38%, list=18%, signal=31%","103815373/103817032/103813413/103821126/103818354/103812804/103822810/103822087","BP","interaction_diet:infection"
"GO:0006518","peptide metabolic process",64,-0.5779871609316916,-2.207169640929177,3.9925579237447144e-7,1.5211645689467362e-4,1.336456231316652e-4,3220,"tags=64%, list=30%, signal=45%","103815949/103820740/103821533/103813272/103821337/103826295/103822097/103826008/103813251/103820553/103817079/103817571/103812300/103819357/103812989/103824076/103812407/103814742/103819445/103827119/103814085/103817838/103813219/103824808/103812360/103812957/103821868/103820088/103817860/103814016/103822885/103815368/103813003/103816764/103816976/103820545/103824232/103824530/103814574/103820125/103816293","BP","infection_protein"
"GO:0006412","translation",58,-0.5832768326437406,-2.1734948036359727,1.30305737280929e-6,2.4823242952016973e-4,2.1809065502808117e-4,3205,"tags=66%, list=29%, signal=47%","103820740/103821533/103813272/103821337/103826295/103822097/103826008/103813251/103820553/103817079/103817571/103812300/103819357/103812989/103824076/103812407/103814742/103819445/103827119/103814085/103817838/103813219/103824808/103812360/103812957/103821868/103820088/103817860/103814016/103822885/103815368/103813003/103816764/103820545/103824232/103824530/103820125/103816293","BP","infection_protein"
"GO:0043043","peptide biosynthetic process",59,-0.5765562509530804,-2.1554674229970794,6.849426299008658e-6,8.698771399740996e-4,7.64251776520966e-4,3205,"tags=64%, list=29%, signal=46%","103820740/103821533/103813272/103821337/103826295/103822097/103826008/103813251/103820553/103817079/103817571/103812300/103819357/103812989/103824076/103812407/103814742/103819445/103827119/103814085/103817838/103813219/103824808/103812360/103812957/103821868/103820088/103817860/103814016/103822885/103815368/103813003/103816764/103820545/103824232/103824530/103820125/103816293","BP","infection_protein"
"GO:0050896","response to stimulus",338,0.39322352833386237,1.5990033463378093,3.6316860421403054e-5,0.003459180955138641,0.003039147793159519,2518,"tags=32%, list=23%, signal=26%","103826749/103826392/103822351/103821581/103823970/103816081/103821150/103823262/103823859/103826311/103813716/103821958/103816118/103821001/103813313/103826317/103822764/103823713/103816444/103814802/103813598/103815624/103815911/103826582/103815817/103822777/103826483/103819051/103818774/103826401/103819027/103821679/103812987/103812980/103820083/103818104/103827024/103821247/103812698/103820151/103816556/103818168/103826308/103817300/103826267/103826750/103812440/103823831/103813890/103818014/103822175/103815253/103817368/103820783/103826581/103818530/103821834/103812959/103812645/103813169/103822320/103817524/103814562/103812764/103816425/103812919/103815931/103817665/103813115/103815840/103815793/103826065/103821681/103814884/103821617/103815508/103815358/103820948/103823134/103822624/103819654/103819235/103821405/103821519/103818395/103820459/103817242/103822674/103812985/103821712/103821589/103827103/103812309/103816664/103819114/103814479/103816806/103822662/103816039/103817727/103817765/103820721/103826478/103824236/103824424/103812290/103821959/103818396/103813289","BP","infection_protein"
"GO:0023052","signaling",231,0.40667362962708925,1.5981010401076177,1.0732525525771642e-4,0.006815153708864993,0.005987619503851548,2695,"tags=36%, list=25%, signal=28%","103826749/103826392/103821150/103823262/103823859/103826311/103813716/103821958/103816118/103821001/103813313/103826317/103822764/103826333/103823713/103816444/103813598/103815911/103826582/103822777/103819051/103818774/103819027/103821679/103818104/103821247/103812698/103816556/103826308/103817300/103826267/103826750/103812440/103823831/103813890/103818014/103817368/103820783/103826581/103821834/103822320/103817524/103814562/103812764/103816425/103812919/103815931/103817665/103813115/103815840/103815793/103826065/103821681/103814884/103815508/103823134/103819235/103821405/103821519/103818395/103820459/103818997/103822674/103821589/103816664/103819114/103816806/103816039/103817727/103817765/103820721/103826478/103824236/103824424/103812290/103821959/103818396/103816650/103819037/103824231/103817746/103823915/103815534","BP","infection_protein"
"GO:0007165","signal transduction",227,0.4025554996913866,1.5828984107827595,9.625275044248083e-5,0.006815153708864993,0.005987619503851548,2695,"tags=36%, list=25%, signal=27%","103826749/103826392/103821150/103823262/103823859/103826311/103813716/103821958/103816118/103821001/103813313/103826317/103822764/103823713/103816444/103813598/103815911/103826582/103822777/103819051/103818774/103819027/103821679/103818104/103821247/103812698/103816556/103826308/103817300/103826267/103826750/103812440/103823831/103813890/103818014/103817368/103820783/103826581/103821834/103822320/103817524/103814562/103812764/103816425/103812919/103815931/103817665/103813115/103815840/103815793/103826065/103821681/103814884/103815508/103823134/103819235/103821405/103821519/103818395/103820459/103822674/103821589/103816664/103819114/103816806/103816039/103817727/103817765/103820721/103826478/103824236/103824424/103812290/103821959/103818396/103816650/103819037/103824231/103817746/103823915/103815534","BP","infection_protein"
"GO:0006811","monoatomic ion transport",21,-0.6949176213470076,-2.057609557583992,1.3298012894318563e-4,0.007237918446764818,0.006359049775027523,2077,"tags=52%, list=19%, signal=42%","103822126/103818354/103814902/103813413/103821126/103814290/103822810/103817032/103815373/103822087/103815403","BP","infection_protein"
"GO:0051716","cellular response to stimulus",281,0.38891538908658757,1.5557792347697206,1.8592275749816165e-4,0.008854571325849948,0.007779399590054658,2695,"tags=33%, list=25%, signal=26%","103826749/103826392/103821581/103821150/103823262/103823859/103826311/103813716/103821958/103816118/103821001/103813313/103826317/103822764/103823713/103816444/103813598/103815911/103826582/103815817/103822777/103826483/103819051/103818774/103826401/103819027/103821679/103812980/103820083/103818104/103827024/103821247/103812698/103816556/103826308/103817300/103826267/103826750/103812440/103823831/103813890/103818014/103822175/103817368/103820783/103826581/103818530/103821834/103822320/103817524/103814562/103812764/103816425/103812919/103815931/103817665/103813115/103815840/103815793/103826065/103821681/103814884/103815508/103823134/103819654/103819235/103821405/103821519/103818395/103820459/103817242/103822674/103821589/103827103/103816664/103819114/103816806/103816039/103817727/103817765/103820721/103826478/103824236/103824424/103812290/103821959/103818396/103816650/103819037/103824231/103817746/103823915/103815534","BP","infection_protein"
"GO:0007154","cell communication",233,0.398940970537132,1.5692983295568377,2.2355440839522128e-4,0.009463803288731035,0.0083146551894363,2695,"tags=35%, list=25%, signal=27%","103826749/103826392/103821150/103823262/103823859/103826311/103813716/103821958/103816118/103821001/103813313/103826317/103822764/103823713/103816444/103813598/103815911/103826582/103822777/103819051/103818774/103819027/103821679/103818104/103821247/103812698/103816556/103826308/103817300/103826267/103826750/103812440/103823831/103813890/103818014/103817368/103820783/103826581/103821834/103822320/103817524/103814562/103812764/103816425/103812919/103815931/103817665/103813115/103815840/103815793/103826065/103821681/103814884/103815508/103823134/103819235/103821405/103821519/103818395/103820459/103818997/103822674/103821589/103816664/103819114/103816806/103816039/103817727/103817765/103820721/103826478/103824236/103824424/103812290/103821959/103818396/103816650/103819037/103824231/103817746/103823915/103815534","BP","infection_protein"
"GO:0006629","lipid metabolic process",108,0.4700205389687275,1.6909115085131303,3.0312101589098303e-4,0.011548910705446454,0.010146577163508697,2164,"tags=28%, list=20%, signal=22%","103826392/103821581/103813937/103820593/103820165/103822109/103822123/103812721/103816322/103817601/103814522/103812698/103826010/103813604/103827212/103823709/103826637/103826610/103815479/103821040/103818954/103827309/103812919/103817065/103826648/103815508/103822107/103821020/103816883/103812799","BP","infection_protein"
"GO:0043603","amide metabolic process",78,-0.4541135001090638,-1.7962144438596277,3.8435920033133206e-4,0.013312805029657955,0.01169628954118312,2435,"tags=46%, list=22%, signal=36%","103826968/103820553/103817079/103817571/103812300/103826729/103819357/103812989/103824076/103812407/103814742/103826653/103819445/103827119/103814085/103817838/103813219/103824808/103821916/103812360/103812957/103821868/103820088/103817860/103814016/103822885/103815368/103813003/103816764/103816976/103820545/103824232/103824530/103814574/103820125/103816293","BP","infection_protein"
"GO:0043604","amide biosynthetic process",66,-0.4793887637984368,-1.836685644242636,5.184033393400692e-4,0.016459306024047198,0.014460724728959826,2365,"tags=47%, list=22%, signal=37%","103820553/103817079/103817571/103812300/103826729/103819357/103812989/103824076/103812407/103814742/103819445/103827119/103814085/103817838/103813219/103824808/103812360/103812957/103821868/103820088/103817860/103814016/103822885/103815368/103813003/103816764/103820545/103824232/103824530/103820125/103816293","BP","infection_protein"
"GO:0010467","gene expression",317,-0.29540260744550395,-1.408251102012651,7.366652382339328e-4,0.021589958135932952,0.018968384271934462,3220,"tags=41%, list=30%, signal=30%","103815949/103825993/103820740/103821533/103813572/103814876/103823001/103813272/103827425/103817064/103821521/103821337/103818077/103818721/103821149/103820563/103826295/103822097/103814433/103826008/103813215/103826807/103816053/103818598/103818201/103813251/103815500/103820769/103819979/103813436/103823486/103822208/103814848/103820547/103812254/103818703/103818670/103820136/103816578/103819061/103822550/103821306/103824734/103820553/103817079/103822385/103817571/103819029/103821153/103819779/103812300/103823693/103817329/103819794/103813752/103823161/103817744/103826067/103813298/103822680/103819357/103812989/103822950/103813204/103822074/103824076/103821211/103827221/103819320/103823618/103820712/103813198/103817743/103812407/103812398/103814742/103819817/103818973/103813630/115483830/103825967/103818526/103819445/103818150/103819228/103827119/103816713/103820374/103821385/103814085/103820713/103817838/103812879/103822902/103813219/103821835/103813248/103824808/103813196/103820799/103812360/103826622/103812957/103821868/103820177/103820088/103813006/103817860/103814016/103814720/103818036/103813882/103823946/103814550/103822885/103815368/103821212/103827269/103813003/103816764/103816642/103816976/103820545/103824232/103824530/103822353/103820125/103816293/103814125/103814814/103814885","BP","infection_protein"
"GO:0006396","RNA processing",105,-0.38354901951615306,-1.5981619910912424,0.001185993569549411,0.03227596785702326,0.028356838730579908,3441,"tags=50%, list=32%, signal=35%","103818011/103826501/103824137/103826551/103821843/103825993/103814876/103817064/103821521/103821149/103820563/103813215/103818598/103818201/103820769/103819979/103813436/103823486/103822208/103814848/103812254/103818703/103820136/103821153/103819779/103823693/103819794/103813752/103813204/103821211/103819320/103820712/103817743/103819817/103813630/103825967/103818526/103818150/103820374/103821385/103820713/103812879/103820799/103820177/103813006/103818036/103813882/103823946/103814550/103827269/103816642/103814814/103814885","BP","infection_protein"
"GO:0034220","monoatomic ion transmembrane transport",13,-0.729881992405444,-1.9755932521971562,0.0015315770031131964,0.0376252104742441,0.03305654629316101,938,"tags=46%, list=9%, signal=42%","103818354/103821126/103814290/103822810/103822087/103815403","BP","infection_protein"
"GO:0002376","immune system process",37,0.5777036759621291,1.7631042336952927,0.001621231651717597,0.0376252104742441,0.03305654629316101,2695,"tags=57%, list=25%, signal=43%","103823970/103816081/103813313/103816444/103815911/103819051/103812980/103821247/103812959/103824639/103813115/103815793/103821617/103812985/103821712/103812309/103814479/103822662/103821959/103824231/103815534","BP","infection_protein"
"GO:0016042","lipid catabolic process",30,0.5958019575949983,1.7502275522879116,0.0016788151655174534,0.0376252104742441,0.03305654629316101,2164,"tags=37%, list=20%, signal=29%","103826392/103813937/103812698/103813604/103823709/103815479/103812919/103817065/103826648/103821020/103812799","BP","infection_protein"
"GO:0000375","RNA splicing, via transesterification reactions",32,-0.5408745881354181,-1.7667628611404214,0.0021781193831573987,0.041493174249148446,0.03645484020231857,3441,"tags=59%, list=32%, signal=41%","103818011/103826501/103821843/103820563/103813215/103814848/103818703/103820136/103821153/103820712/103817743/103819817/103825967/103820374/103821385/103813006/103823946/103827269/103816642","BP","infection_protein"
"GO:0000377","RNA splicing, via transesterification reactions with bulged adenosine as nucleophile",32,-0.5408745881354181,-1.7667628611404214,0.0021781193831573987,0.041493174249148446,0.03645484020231857,3441,"tags=59%, list=32%, signal=41%","103818011/103826501/103821843/103820563/103813215/103814848/103818703/103820136/103821153/103820712/103817743/103819817/103825967/103820374/103821385/103813006/103823946/103827269/103816642","BP","infection_protein"
"GO:0000398","mRNA splicing, via spliceosome",32,-0.5408745881354181,-1.7667628611404214,0.0021781193831573987,0.041493174249148446,0.03645484020231857,3441,"tags=59%, list=32%, signal=41%","103818011/103826501/103821843/103820563/103813215/103814848/103818703/103820136/103821153/103820712/103817743/103819817/103825967/103820374/103821385/103813006/103823946/103827269/103816642","BP","infection_protein"
"GO:0006812","monoatomic cation transport",13,-0.7085370138948133,-1.91781816533014,0.0031213324684205616,0.04756910681872936,0.041792998945588994,1350,"tags=46%, list=12%, signal=40%","103822126/103813413/103814290/103817032/103815373/103815403","BP","infection_protein"
"GO:0030001","metal ion transport",13,-0.7085370138948133,-1.91781816533014,0.0031213324684205616,0.04756910681872936,0.041792998945588994,1350,"tags=46%, list=12%, signal=40%","103822126/103813413/103814290/103817032/103815373/103815403","BP","infection_protein"
"GO:0034470","ncRNA processing",43,-0.4852312407075701,-1.6877965969933975,0.003030869895978996,0.04756910681872936,0.041792998945588994,3378,"tags=58%, list=31%, signal=40%","103824137/103826551/103825993/103817064/103821521/103818598/103819979/103813436/103823486/103822208/103823693/103819794/103813752/103813204/103819320/103813630/103818526/103818150/103820713/103812879/103820177/103818036/103814550/103814814/103814885","BP","infection_protein"
"GO:0034660","ncRNA metabolic process",55,-0.45156877337281637,-1.6706720517816815,0.0028022386238643914,0.04756910681872936,0.041792998945588994,3378,"tags=51%, list=31%, signal=35%","103824137/103826551/103825993/103817064/103821521/103818598/103819979/103813436/103823486/103822208/103823693/103819794/103813752/103813204/103819320/103812407/103813630/103818526/103818150/103820713/103812879/103820177/103818036/103814550/103822885/103813003/103814814/103814885","BP","infection_protein"
"GO:0050789","regulation of biological process",427,0.32871850886215725,1.354107568913963,0.002986064861838372,0.04756910681872936,0.041792998945588994,2695,"tags=29%, list=25%, signal=23%","103826749/103826392/103817501/103817654/103821150/103823262/103823859/103826311/103813716/103821958/103812489/103816118/103821001/103813313/103823366/103826317/103822764/103826333/103823713/103816444/103813598/103826697/103815911/103826582/103822777/103819051/103818774/103819027/103821679/103812980/103818104/103821247/103812698/103816556/103826308/103817300/103826267/103826750/103812440/103823831/103813890/103818014/103812735/103817368/103813028/103820783/103826581/103821834/103812959/103822320/103826521/103821948/103814332/103817524/103819254/103814562/103812764/103816425/103812919/103822807/103815545/103815931/103817665/103813115/103815840/103812851/103815793/103815727/103817397/103826065/103816060/103821975/103821681/103814884/103815508/103823134/103818347/103814417/103818130/103819654/103813021/103820770/103818035/103819235/103817337/103824089/103821405/103821519/103818395/103820459/103822156/103823688/103818997/103822674/103813388/103821589/103816664/103819114/103814479/103816806/103822662/103816039/103821895/103817727/103817765/103820721/103826478/103824236/103824424/103812290/103821959/103818396/115483832/103813289/103816650/103825712/103816938/103819037/103824231/103817746/103823915/103818156/103815534","BP","infection_protein"
"GO:0022613","ribonucleoprotein complex biogenesis",42,-0.4905633158921187,-1.7012050897064486,0.003536736731287829,0.0504022825810663,0.04428215460914238,2925,"tags=48%, list=27%, signal=35%","103822097/103818598/103813251/103819979/103813436/103819794/103812989/103812731/103819817/103818526/103821385/103814085/103812879/103813219/103824346/103812807/103813006/103820601/103816642/103818043","BP","infection_protein"
"GO:0065007","biological regulation",440,0.32834617166269287,1.3547303238404673,0.0035718153010204463,0.0504022825810663,0.04428215460914238,2695,"tags=29%, list=25%, signal=23%","103826749/103826392/103817501/103817654/103821150/103823262/103823859/103826311/103813716/103821958/103815565/103812489/103816118/103821001/103813313/103823366/103826317/103822764/103826333/103823713/103816444/103813598/103826697/103815911/103826582/103822777/103819051/103817647/103818774/103819027/103821679/103812980/103818104/103821247/103812698/103816556/103826308/103817300/103826267/103826750/103812440/103815411/103823831/103813890/103818014/103812735/103815253/103817368/103813028/103820783/103826581/103821834/103812959/103822320/103826521/103821948/103814332/103817524/103819254/103814562/103812764/103816425/103812919/103822807/103815545/103815931/103817665/103813115/103815840/103812851/103815793/103815727/103817397/103826065/103816060/103821975/103821681/103814884/103815508/103823134/103818347/103814417/103818130/103819654/103813021/103820770/103818035/103819235/103817337/103824089/103821405/103821519/103818395/103820459/103822156/103823688/103818997/103822674/103813388/103821589/103816664/103819114/103814479/103816806/103822662/103816039/103821895/103817727/103817765/103820721/103826478/103824236/103824424/103812290/103821959/103818396/115483832/103813289/103816650/103825712/103816938/103819037/103824231/103817746/103823915/103818156/103815534","BP","infection_protein"
"GO:0006955","immune response",32,0.5737989390985587,1.7005294011753929,0.0037307589575962213,0.050764970101577156,0.04460080257577438,2695,"tags=56%, list=25%, signal=42%","103823970/103816081/103813313/103816444/103815911/103819051/103812980/103812959/103815793/103821617/103812985/103821712/103812309/103814479/103822662/103821959/103824231/103815534","BP","infection_protein"
"GO:0050794","regulation of cellular process",408,0.3289194472324082,1.3492556428031073,0.004076699978464087,0.05355940316533852,0.04705591989660906,2632,"tags=28%, list=24%, signal=22%","103826749/103826392/103817654/103821150/103823262/103823859/103826311/103813716/103821958/103816118/103821001/103813313/103823366/103826317/103822764/103823713/103816444/103813598/103826697/103815911/103826582/103822777/103819051/103818774/103819027/103821679/103812980/103818104/103821247/103812698/103816556/103826308/103817300/103826267/103826750/103812440/103823831/103813890/103818014/103812735/103817368/103813028/103820783/103826581/103821834/103812959/103822320/103826521/103821948/103814332/103817524/103819254/103814562/103812764/103816425/103812919/103822807/103815545/103815931/103817665/103813115/103815840/103812851/103815793/103815727/103817397/103826065/103816060/103821975/103821681/103814884/103815508/103823134/103818347/103814417/103818130/103819654/103813021/103820770/103818035/103819235/103817337/103824089/103821405/103821519/103818395/103820459/103822156/103823688/103822674/103813388/103821589/103816664/103819114/103814479/103816806/103822662/103816039/103817727/103817765/103820721/103826478/103824236/103824424/103812290/103821959/103818396/115483832/103813289/103816650/103825712/103816938/103819037/103824231/103817746","BP","infection_protein"
"GO:0006954","inflammatory response",13,0.6938327384147976,1.6624672609769198,0.007456627116411369,0.09469916437842438,0.08320026045680054,2481,"tags=77%, list=23%, signal=60%","103815624/103815911/103819051/103812980/103812645/103821617/103820948/103812985/103822662/103821959","BP","infection_protein"
"GO:0006955","immune response",32,0.7441930330784114,2.300497685980732,3.421952024517242e-6,6.518818606705346e-4,6.10548282269129e-4,1343,"tags=50%, list=12%, signal=44%","103824282/103820351/103821712/103813055/103823970/103814184/103815911/103816081/103812980/103812309/103813313/103819051/103825066/103812985/103819164/103812959","BP","infection_lipid"
"GO:0002376","immune system process",37,0.7114122271954594,2.2916507147998058,2.245566606783841e-6,6.518818606705346e-4,6.10548282269129e-4,1343,"tags=46%, list=12%, signal=40%","103824282/103820351/103821712/103813055/103823970/103814184/103815911/103816081/103812980/103812309/103821247/103813313/103819051/103825066/103812985/103819164/103812959","BP","infection_lipid"
"GO:0006952","defense response",23,0.7486031399162146,2.115292078019353,8.159521637527917e-5,0.010362592479660454,0.009705536263585838,1343,"tags=52%, list=12%, signal=46%","103824282/103820351/103813055/103820948/103815911/103822351/103812980/103823962/103819051/103816409/103812985/103812959","BP","infection_lipid"
"GO:0009607","response to biotic stimulus",12,0.8142407891404028,1.9528369267515175,6.990989098778634e-4,0.02959518718482955,0.027718658531999497,1343,"tags=67%, list=12%, signal=59%","103824282/103820351/103813055/103815911/103822351/103823962/103819051/103812959","BP","infection_lipid"
"GO:0043207","response to external biotic stimulus",12,0.8142407891404028,1.9528369267515175,6.990989098778634e-4,0.02959518718482955,0.027718658531999497,1343,"tags=67%, list=12%, signal=59%","103824282/103820351/103813055/103815911/103822351/103823962/103819051/103812959","BP","infection_lipid"
"GO:0044419","biological process involved in interspecies interaction between organisms",12,0.8142407891404028,1.9528369267515175,6.990989098778634e-4,0.02959518718482955,0.027718658531999497,1343,"tags=67%, list=12%, signal=59%","103824282/103820351/103813055/103815911/103822351/103823962/103819051/103812959","BP","infection_lipid"
"GO:0051707","response to other organism",12,0.8142407891404028,1.9528369267515175,6.990989098778634e-4,0.02959518718482955,0.027718658531999497,1343,"tags=67%, list=12%, signal=59%","103824282/103820351/103813055/103815911/103822351/103823962/103819051/103812959","BP","infection_lipid"
"GO:0098542","defense response to other organism",12,0.8142407891404028,1.9528369267515175,6.990989098778634e-4,0.02959518718482955,0.027718658531999497,1343,"tags=67%, list=12%, signal=59%","103824282/103820351/103813055/103815911/103822351/103823962/103819051/103812959","BP","infection_lipid"
"GO:0044281","small molecule metabolic process",141,0.40877146906099027,1.656083349247289,4.975518627873129e-4,0.02959518718482955,0.027718658531999497,2328,"tags=31%, list=21%, signal=25%","103813189/103820477/103821581/103822944/103814023/103822868/103816036/103818803/103817229/103815752/103825954/103820500/103821040/103823720/103824172/103813389/103819363/103817065/103827212/103820784/103820464/103813925/103819574/103823189/103812799/103824825/103819810/103813771/103821348/103819442/103812914/103827350/103816039/103824404/103826803/103818585/103818197/103826637/103827134/103819341/103821551/103820123/103816058/103826768","BP","infection_lipid"
"GO:0050896","response to stimulus",338,0.32623170339650875,1.4676966442312207,7.894927607947263e-4,0.030079674186279073,0.028172425885201285,1799,"tags=25%, list=16%, signal=21%","103824282/103820351/103826311/103821712/103813055/108961868/103823970/103826749/103820948/103814184/103821581/103814640/103826392/103815911/103822351/103816081/103821001/103818774/103816031/103816556/103812980/103812309/103818104/103824424/103820596/103823262/103819799/103818704/103819027/103815451/103823962/103820605/103821247/103820059/103814022/103812282/103826483/103817727/103815840/103826308/103813313/103820459/103812440/103814266/103821120/103818014/103826750/103819051/103812698/103816650/103816021/103819654/103813235/103820783/103815909/103825066/103816409/103813169/103812985/103819164/103822712/103827024/103823134/103812959/103815110/103826065/103817300/103812823/103821405/103814758/103815253/103825661/103817665/103816730/103823730/103826629/103813976/103822624/103816039/103814562/103818543/103827103/103819235","BP","infection_lipid"
"GO:0009605","response to external stimulus",30,0.649260799666871,1.95432905653023,0.001479794965506608,0.051254716532547054,0.04800483189538182,1343,"tags=40%, list=12%, signal=35%","103824282/103820351/103821712/103813055/103815911/103822351/103812980/103823962/103819051/103813169/103812985/103812959","BP","infection_lipid"
"GO:0044282","small molecule catabolic process",23,0.6557822574304395,1.8530125510874986,0.0034115746505093154,0.10831749515367076,0.10144945671251386,1334,"tags=26%, list=12%, signal=23%","103813189/103822868/103825954/103817065/103820464/103812799","BP","infection_lipid"
"GO:0006954","inflammatory response",13,0.723532206564861,1.7651891583137465,0.0042011663062755805,0.12312648943776894,0.11531946379169405,1226,"tags=54%, list=11%, signal=48%","103813055/103820948/103815911/103812980/103819051/103816409/103812985","BP","infection_lipid"
"GO:0016054","organic acid catabolic process",17,0.679830063269776,1.7858551851933486,0.005016903209539623,0.12742934152230642,0.11934948687957418,1334,"tags=24%, list=12%, signal=21%","103813189/103825954/103817065/103812799","BP","infection_lipid"
"GO:0046395","carboxylic acid catabolic process",17,0.679830063269776,1.7858551851933486,0.005016903209539623,0.12742934152230642,0.11934948687957418,1334,"tags=24%, list=12%, signal=21%","103813189/103825954/103817065/103812799","BP","infection_lipid"
"GO:0006950","response to stress",94,0.4167035939625788,1.568261681971699,0.005451677686776871,0.12981807491637423,0.12158675893535258,3002,"tags=46%, list=28%, signal=33%","103824282/103820351/103813055/108961868/103820948/103821581/103815911/103822351/103812980/103820596/103818704/103823962/103826483/103821120/103819051/103819654/103816409/103812985/103827024/103812959/103815253/103825661/103827103/103817746/103827354/103826693/103821212/103820061/103813816/103820776/103821056/103816444/103819374/103826604/103819492/103816948/103817150/103827243/103814339/103826499/103818594/103823161/103815624","BP","infection_lipid"
"GO:1903047","mitotic cell cycle process",17,-0.6665983957013767,-1.7070358072135368,0.009712030186006004,0.14801134003473151,0.13862645191814885,1571,"tags=47%, list=14%, signal=40%","103827125/103822175/103826902/103818673/103817392/103816298/103818045/103823182","BP","infection_lipid"
"GO:0002682","regulation of immune system process",13,0.6993495251197213,1.7061910837033816,0.008771729925883482,0.14801134003473151,0.13862645191814885,1024,"tags=38%, list=9%, signal=35%","103813055/103815911/103812980/103813313/103819051","BP","infection_lipid"
"GO:0048584","positive regulation of response to stimulus",22,0.6110201393107457,1.7033526330491366,0.008481186575140215,0.14801134003473151,0.13862645191814885,1034,"tags=32%, list=9%, signal=29%","103813055/103815911/103818774/103812980/103813313/103819051/103816650","BP","infection_lipid"
"GO:0043043","peptide biosynthetic process",59,-0.48733172702987987,-1.6397959770415842,0.006725432161339257,0.14801134003473151,0.13862645191814885,3129,"tags=54%, list=29%, signal=39%","103827119/103816684/103821337/103826763/103824232/103812407/103822697/103820009/103819445/103821499/103820195/103826008/103812360/103812957/103821868/103815291/103813272/103817571/103815355/103814742/103815368/103814085/103824808/103814016/103824076/103812989/103820545/103813219/103824530/103816764/103816293/103820125","BP","infection_lipid"
"GO:0006412","translation",58,-0.48350775234123367,-1.616223428609194,0.009517861721947483,0.14801134003473151,0.13862645191814885,3129,"tags=53%, list=29%, signal=38%","103827119/103816684/103821337/103826763/103824232/103812407/103822697/103819445/103821499/103820195/103826008/103812360/103812957/103821868/103815291/103813272/103817571/103815355/103814742/103815368/103814085/103824808/103814016/103824076/103812989/103820545/103813219/103824530/103816764/103816293/103820125","BP","infection_lipid"
