gene	MGpost0	MGLpost0	MGPpost0	DietIfpost0
HEATR3	0.038616986	-0.009022471	0.086256443	-0.03481549
HEATR5A	0.074745416	-0.022479667	0.1719705	-0.127629292
HEATR5B	0.383430428	0.695027668	0.071833188	-0.050254075
HEATR6	-0.200262842	-0.299332985	-0.101192698	0.128670244
HEBP1	-0.431643921	-0.006284278	-0.857003564	0.788507825
HECA	0.122323301	0.162246346	0.082400256	0.02260075
HECTD1	-0.062723984	-0.226995119	0.101547152	-0.120508614
HECTD3	0.021575279	-0.038084234	0.081234792	-0.073341268
HECTD4	0.027545586	-0.097989618	0.153080789	-0.030687418
HEG1	-0.171000411	-0.078511617	-0.263489206	0.217040149
HELB	0.119601847	0.22372742	0.015476273	0.019147654
HELLS	0.149831548	0.146081445	0.153581651	-0.227280666
HELQ	0.069533734	0.053001633	0.086065835	-0.030084109
HELZ	-0.050098955	-0.113758799	0.01356089	-0.096958598
HELZ2	0.71253758	0.883540798	0.541534362	-0.285687448
HEMGN	-0.191903803	-0.130607948	-0.253199658	0.212632704
HEMK1	0.240184185	0.511250648	-0.030882277	0.004621271
HENMT1	0.247342476	0.659485126	-0.164800174	0.512403387
HEPH	-0.010898431	-0.319004262	0.297207401	-0.244515055
HERC1	-0.109024006	-0.245348081	0.02730007	-0.065870031
HERC2	-0.104821469	-0.203602136	-0.006040803	-0.03989808
HERC3	0.201693195	0.416399386	-0.013012996	0.264797001
HERC4	-0.215743055	-0.135270878	-0.296215233	0.225629731
HERPUD1	0.041185856	-0.01754399	0.099915701	-0.106804548
HERPUD2	0.247545195	0.405726759	0.089363632	0.051992426
HES1	-0.290411491	-0.395341181	-0.185481801	-0.074314525
HEXA	-0.020692652	-0.228696524	0.18731122	-0.003676903
HEXB	0.153094245	0.25298732	0.053201171	0.370798153
HEXD	-0.288280689	0.018545078	-0.595106456	0.15536021
HEXIM1	0.068138702	-0.28014353	0.416420934	-0.158209327
HGS	0.02322987	-0.037377314	0.083837055	-0.038905018
HGSNAT	0.256890517	0.390416831	0.123364203	0.192110244
HHEX	0.360715295	0.401876422	0.319554169	0.037415305
HHIPL1	0.536820419	0.795787414	0.277853424	0.769907491
HHLA2	-0.29029356	-0.319759188	-0.260827932	-0.139359715
HIBADH	0.052113829	0.201405396	-0.097177737	0.038813486
HIBCH	-0.207018754	-0.20850288	-0.205534628	0.174740029
HIC2	-0.212852923	-0.036656996	-0.389048849	0.154560656
HID1	0.171924347	0.069158729	0.274689964	0.021667752
HIF1A	0.375346441	0.379833116	0.370859765	0.041807266
HIF1AN	0.006414288	0.038576496	-0.025747919	0.013476426
HIGD1A	0.17473252	0.277053666	0.072411374	0.214365591
HIGD2A	-0.158515935	-0.164937637	-0.152094233	0.042336121
HIKESHI	-0.047374237	-0.056652567	-0.038095907	-0.015393774
HINFP	0.117516224	0.129612885	0.105419563	-0.11178095
HINT1	-0.114163723	-0.013572885	-0.214754561	0.186444942
HINT2	-0.095541966	-0.131361418	-0.059722514	0.001189771
HINT3	-0.086802862	0.081364253	-0.254969977	0.068172663
HIP1	0.218584098	0.167474568	0.269693629	0.034119609
HIP1R	0.090441961	0.032776141	0.148107781	-0.152585612
HIPK1	-0.126856262	-0.292453671	0.038741147	-0.092802494
HIPK2	-0.409794164	-1.235948928	0.4163606	-0.545565846
HIPK3	0.177103642	0.155525853	0.198681432	0.065488366
HIVEP1	0.159092734	0.308061425	0.010124043	0.0793434
HIVEP2	-0.152928762	-0.171213277	-0.134644246	-0.007123433
HIVEP3	0.235060761	0.07972299	0.390398532	-0.14592295
HJURP	-0.230662176	0.32705953	-0.788383881	0.536031345
HK1	0.158704727	0.206918417	0.110491037	-0.024749203
HK3	0.445774627	0.84453494	0.047014315	0.19686504
HKDC1	-0.721494754	-0.885249609	-0.5577399	-0.142070284
HLCS	0.11050996	0.244204533	-0.023184613	0.103792676
HLF	0.083104442	0.139536691	0.026672193	-0.047891838
HLX	-0.249060501	-0.360120228	-0.138000774	-0.095314137
HM13	-0.141587405	-0.180369748	-0.102805062	0.058832805
HMBOX1	0.171226223	0.2502025	0.092249946	0.101146873
HMBS	-0.260170388	-0.22946187	-0.290878907	0.070379316
HMCES	0.076108262	0.149925469	0.002291055	-0.12429985
HMG20A	0.10419209	0.152227838	0.056156342	-0.074583475
HMG20B	0.033620393	-0.095357626	0.162598413	0.031445657
HMGA1	0.243786406	0.231111349	0.256461462	0.09171288
HMGB1	0.172143666	0.200523177	0.143764155	0.080032845
HMGB2	0.261928495	0.184810782	0.339046208	0.021480601
HMGB3	-0.604890498	-1.223923777	0.014142781	-0.29537425
HMGCL	0.166297699	0.145857627	0.186737771	-0.051991734
HMGCR	-0.108418914	-0.173983773	-0.042854055	0.114583915
HMGCS1	-0.049272024	0.065709696	-0.164253744	0.053806179
HMGN1	0.017109268	0.143546225	-0.109327689	0.231269803
HMGN2	0.169206271	0.14393795	0.194474591	-0.201594211
HMGN3	0.030073976	0.268411781	-0.208263829	0.082605576
HMGN5	0.319044271	0.659377733	-0.02128919	0.378694455
HMGXB3	-0.186789538	-0.281340701	-0.092238375	-0.05757199
HMGXB4	0.013648891	0.050940747	-0.023642966	-0.18326525
HMOX1	-0.107757915	-0.175218693	-0.040297137	-0.033024698
HMOX2	-0.537789537	-1.069278596	-0.006300477	-0.151015397
HNRNPA0	0.097263853	0.049543565	0.14498414	-0.082977023
HNRNPA2B1	-0.034165769	-0.038417789	-0.029913749	-0.140092296
HNRNPA3	0.006304123	0.066723596	-0.054115351	-0.037826981
HNRNPAB	-0.066289385	-0.101199678	-0.031379092	-0.077224587
HNRNPD	0.22297566	0.229240111	0.216711208	-0.085252697
HNRNPDL	-0.076091913	-0.1075909	-0.044592927	0.013190276
HNRNPH1	0.023705126	0.05551323	-0.008102978	-0.090515272
HNRNPH3	0.048575441	0.068867113	0.02828377	-0.207305738
HNRNPK	-0.041838675	-0.039247512	-0.044429837	-0.013183865
HNRNPLL	-0.232939312	-0.294016904	-0.171861721	0.178736221
HNRNPM	-0.08393729	-0.029154072	-0.138720509	-0.005653524
HNRNPR	-0.106821482	-0.231759726	0.018116762	-0.128349684
HNRNPU	0.011154295	0.005600606	0.016707984	-0.08255806
HOGA1	0.038833672	0.461172959	-0.383505615	0.349280852
HOOK1	0.19956309	0.193610305	0.205515876	0.021214741
HOOK3	-0.015177981	0.003094937	-0.033450899	0.128667388
HOPX	0.148287105	0.279904867	0.016669343	0.168001782
HORMAD1	0.003692869	0.006743707	0.000642031	-0.302383739
HOXA4	0.223547211	0.174636573	0.272457848	0.263259466
HOXA7	0.501426571	0.669243117	0.333610024	0.17438277
HP1BP3	-0.131470743	-0.240209983	-0.022731503	-0.027797978
HPCAL1	0.195777633	0.261025289	0.130529977	-0.148604053
HPCAL4	-0.352064538	-1.135729614	0.431600538	-0.247439411
HPD	-0.057569654	-0.245442544	0.130303236	-0.430007083
HPGDS	-0.730521474	-0.23109737	-1.229945579	1.492389495
HPRT1	-0.223167577	-0.255274167	-0.191060988	0.085778273
HPS1	0.054058433	-0.038128969	0.146245836	0.038943798
HPS3	-0.195504438	-0.28611855	-0.104890325	-0.190959186
HPS4	0.147512814	0.156518407	0.138507221	-0.05714925
HPS5	0.099372294	0.0335108	0.165233787	-0.125563473
HPS6	-0.187799576	-0.262388129	-0.113211023	0.018962599
HPSE	0.203743222	0.221338379	0.186148066	-0.054901201
HPSE2	0.171128777	0.207872805	0.13438475	0.247789503
HRAS	-0.464036246	-0.451449161	-0.476623331	0.24857596
HRH2	0.419322888	0.679321785	0.159323991	0.434207154
HS1BP3	0.39807067	0.434098789	0.362042551	0.120545919
HS2ST1	-0.211875357	-0.131569351	-0.292181363	0.393301878
HS6ST1	0.203017554	0.166984297	0.23905081	-0.176136732
HS6ST2	0.201774461	0.11528585	0.288263071	-0.066278875
HSBP1	0.02999386	0.222912638	-0.162924918	0.209972248
HSBP1L1	-0.022761307	0.146385275	-0.191907888	-0.559926756
HSCB	-0.068246505	-0.043395854	-0.093097156	-0.082195635
HSD11B2	-0.494840789	-0.9617216	-0.027959977	-0.122826146
HSD17B12	0.210957823	0.32539345	0.096522195	0.096615588
HSD17B4	-0.076261175	-0.123389879	-0.029132471	0.047898606
HSD17B7	-0.176741107	-0.279860018	-0.073622196	0.045270053
HSDL1	-0.079539404	0.126428231	-0.285507039	-0.047733128
HSDL2	0.351715556	0.489946679	0.213484433	0.127692206
HSF2	0.097336612	0.157059948	0.037613276	0.126355021
HSP90AA1	0.14656699	0.183092221	0.110041759	-0.368319164
HSP90AB1	-0.036720565	0.047756438	-0.121197568	0.044764417
HSP90B1	0.339550458	0.473945192	0.205155725	0.007375441
HSPA13	0.029639965	0.152106601	-0.092826671	0.080691264
HSPA14	0.128059886	0.309989812	-0.053870041	0.076915633
HSPA2	-0.003364983	-0.086597434	0.079867468	-0.386326978
HSPA4	-0.0835751	-0.158441004	-0.008709195	-0.251252301
HSPA4L	-0.13560913	-0.165889833	-0.105328426	-0.00021565
HSPA5	0.430390197	0.413681705	0.447098688	0.076841398
HSPA8	0.188321165	0.055606796	0.321035533	-0.398351355
HSPA9	-0.065212243	-0.098531466	-0.03189302	-0.157585165
HSPB11	0.148476225	0.463778648	-0.166826198	0.252455104
HSPB8	0.729653472	0.791656809	0.667650135	-0.139331709
HSPBAP1	0.04290066	0.160827883	-0.075026564	0.078728512
HSPD1	-0.137523769	-0.196233404	-0.078814133	-0.100495077
HSPH1	0.006874533	0.032821701	-0.019072636	-0.534684681
HTATIP2	-0.503173268	-0.747742506	-0.25860403	0.047402012
HTATSF1	-0.143068568	-0.232257778	-0.053879358	-0.131959279
HTD2	0.237855138	-0.309157096	0.784867371	-1.473703913
HTR1B	0.211494003	0.128217564	0.294770443	-0.197896828
HTR2A	0.179094076	0.143942189	0.214245964	-0.043414358
HTR2C	0.147655411	0.120178865	0.175131958	-0.153602389
HTRA1	-0.119937489	-0.05489445	-0.184980528	0.130303958
HTRA2	-0.097511789	-0.091359549	-0.10366403	0.060725558
HTT	-0.080135792	-0.128332035	-0.031939548	0.006916692
HUS1	-0.075358431	0.093631318	-0.244348181	-0.138330661
HVCN1	0.260545151	0.460482884	0.060607419	0.005099863
HYAL1	0.182492209	0.095059442	0.269924975	-0.205848465
HYAL2	0.106709144	-0.012556721	0.225975009	-0.092626186
HYAL3	1.071141332	1.458305071	0.683977593	0.026801869
HYI	0.172548785	0.438806048	-0.093708478	1.141636004
HYKK	-0.287988696	-0.572289853	-0.00368754	-0.088466866
HYLS1	-0.190707972	-0.108816307	-0.272599637	0.108091271
HYOU1	0.175709684	0.234736035	0.116683333	-0.006193837
HYPK	-0.143650072	-0.1838211	-0.103479043	-0.036936786
IAH1	0.027464588	0.186443466	-0.13151429	0.169508551
IARS1	-0.042202842	-0.074889925	-0.009515759	-0.111867637
IARS2	-0.113064811	-0.13478345	-0.091346172	0.137367851
IBA57	-0.086362985	-0.153733917	-0.018992053	-0.023047724
IBTK	-0.037134234	0.140074199	-0.214342668	0.278158942
ICE1	-0.26489659	-0.257880239	-0.271912942	0.185809783
ICE2	-0.194174785	-0.360281764	-0.028067806	-0.158547238
ICK	0.391269773	0.599799472	0.182740073	0.109259399
ICMT	-0.011742793	-0.081009806	0.057524219	-0.110784986
ICOSLG	-0.093605057	-0.006929108	-0.180281006	-0.340561556
ID1	-0.352241721	-0.641815619	-0.062667823	-0.259849594
ID2	-0.001271997	-0.098565462	0.096021468	-0.059856648
IDE	-0.011986473	-0.090014632	0.066041685	-0.093223584
IDH1	-0.081872011	0.042405727	-0.206149749	0.362965718
IDH2	0.045994663	0.038019747	0.053969579	-0.050617009
IDH3A	0.033609459	0.062186814	0.005032105	0.085424433
IDH3B	-0.084168885	-0.069193017	-0.099144753	0.01646083
IDI1	0.139684167	0.328227627	-0.048859294	0.16215201
IDO2	0.27743802	0.260806521	0.294069519	0.350275413
IDUA	0.230875067	0.402050717	0.059699416	0.164166333
IER3	0.301641459	-0.178463126	0.781746044	-0.570371459
IER3IP1	-0.094420808	-0.000565385	-0.188276231	0.127691041
IER5	0.112255943	0.131763751	0.092748134	0.083057194
IER5L	0.126755632	-0.285219742	0.538731005	-0.162898504
IFFO1	0.511117194	0.674746056	0.347488332	0.057869832
IFFO2	0.185521329	0.136252361	0.234790297	-0.50575736
IFI30	0.486136911	0.47681985	0.495453973	0.08538879
IFI35	0.327813715	0.625268469	0.030358961	0.396027255
IFIH1	0.145469366	0.514256595	-0.223317862	0.432955783
IFIT5	1.122431832	1.879685846	0.365177818	0.15130522
IFITM10	-0.623421957	-0.840202033	-0.406641881	-0.220051061
IFNAR1	-0.063816453	0.000762508	-0.128395414	0.062961851
IFNAR2	0.017737006	0.12638938	-0.090915367	0.051539279
IFNGR1	-0.108567852	-0.098761909	-0.118373795	0.097750141
IFNGR2	-0.105119171	-0.05807563	-0.152162712	0.118626289
IFRD1	0.005161534	0.030194273	-0.019871206	-0.031289571
IFRD2	1.258218838	2.024236533	0.492201143	-0.11592394
IFT122	-0.109222987	-0.029382034	-0.18906394	-0.158381488
IFT172	0.036184751	0.125198882	-0.052829381	-0.275858624
IFT20	-0.01968174	0.097416038	-0.136779518	0.14228446
IFT22	-0.051190708	-0.026808229	-0.075573187	0.175423817
IFT27	0.023811777	0.41045688	-0.362833326	0.464041639
IFT43	0.107675579	0.061012931	0.154338227	0.129041214
IFT46	0.11405998	-0.110887962	0.339007921	-0.217957773
IFT52	-0.19596181	0.247465788	-0.639389407	0.297392452
IFT57	-0.124542397	-0.154079195	-0.095005599	-0.115144862
IFT74	-0.073499854	-0.102428193	-0.044571514	0.362193287
IFT80	-0.17301157	-0.215293832	-0.130729308	-0.180660618
IFT88	-0.059587977	0.063721802	-0.182897756	0.180341003
IGBP1	0.081486446	0.093096857	0.069876036	-0.069051257
IGF1R	0.111333607	0.011097778	0.211569436	-0.047318667
IGF2BP2	0.02458178	0.003301696	0.045861864	-0.276955313
IGF2BP3	-0.136406344	-0.151977875	-0.120834812	-0.376134675
IGF2R	-0.03367133	-0.272580824	0.205238163	-0.167200709
IGFBP2	-0.402025104	-0.820067241	0.016017033	1.005081367
IGFBP7	-0.275414076	-0.011487093	-0.539341059	0.245626487
IGHMBP2	0.142270734	0.324948906	-0.040407438	0.199768063
IGSF6	0.335156066	0.374393113	0.295919018	0.197237629
IK	-0.09005009	-0.233535061	0.053434881	-0.199811671
IKBIP	-0.051214519	0.072481762	-0.1749108	0.184898009
IKBKB	-0.097008702	-0.059677048	-0.134340356	0.038529348
IKBKE	0.235184049	0.132149434	0.338218665	-0.145937745
IKZF1	-0.298289621	-0.272186202	-0.32439304	0.04047065
IKZF2	0.085382845	0.101903177	0.068862513	0.034406377
IKZF3	0.115754705	0.321110569	-0.089601159	-0.019557816
IKZF5	0.19006208	0.220452291	0.159671869	-0.062673819
IL10RA	0.218442531	0.293307	0.143578061	0.046709268
IL12RB1	0.241375655	0.434517586	0.048233724	-0.168142867
IL13RA1	0.320263971	0.458504532	0.182023409	0.056712956
IL15	0.34404919	0.880343792	-0.192245413	0.775259272
IL15RA	-0.161229215	-0.21511117	-0.10734726	-0.105514253
IL16	0.103750687	0.137003243	0.070498131	-0.187258939
IL17RA	0.22086978	0.27917957	0.162559991	0.064138933
IL17RC	0.558813594	0.499161353	0.618465835	0.166437524
IL17RE	0.029985804	0.028749868	0.031221739	0.116479147
IL18BP	-0.075845718	-0.225107982	0.073416546	-0.162117434
IL18R1	0.264078974	0.317742842	0.210415106	-0.274246728
IL1B	0.1161019	0.059654169	0.172549631	0.165066228
IL1R2	0.352005713	0.375811669	0.328199758	0.343291669
IL1RAP	0.478555522	0.477412933	0.479698112	0.145846772
IL1RL1	0.306568757	0.422775278	0.190362236	0.231064066
IL20RA	-0.200766677	-0.122715152	-0.278818203	-0.071935481
IL21R	-0.043748744	-0.039419793	-0.048077695	0.015273802
IL22RA2	0.440427558	0.200992086	0.67986303	-0.502326941
IL2RB	-0.250351541	-0.256236813	-0.244466269	-0.070704093
IL2RG	0.145583777	0.239077575	0.052089979	-0.111409128
IL31RA	0.574072644	0.413888481	0.734256807	-0.04703181
IL4R	-0.110050526	-0.088705959	-0.131395094	0.070319621
IL6R	0.4479964	0.607186511	0.288806288	0.241574056
IL7	-0.307266621	0.248366838	-0.86290008	0.865522402
IL7R	0.093150205	0.036583821	0.149716588	-0.116109823
ILF2	-0.089088326	0.076062738	-0.254239391	0.299052886
ILF3	0.199374505	0.096834169	0.301914842	-0.172461937
ILK	0.164751133	0.057827659	0.271674606	-0.099282175
ILKAP	-0.058553792	-0.0146104	-0.102497183	0.001275061
ILRUN	-0.034561388	0.007694243	-0.076817019	0.069903902
IMMP1L	-0.27093405	-0.198617071	-0.343251029	0.315757474
IMMP2L	0.004043779	-0.065955661	0.074043219	-0.219523741
IMMT	0.035063523	0.012649067	0.057477979	0.054321281
IMP3	-0.155709875	-0.255973817	-0.055445933	-0.208414507
IMP4	-0.058652666	-0.188255725	0.070950393	-0.046266418
IMPA1	0.071858058	0.227840029	-0.084123913	0.127908895
IMPA2	0.601920638	0.546513134	0.657328142	0.116150037
IMPACT	-0.017315994	0.147243359	-0.181875346	0.316180491
IMPAD1	0.003421294	0.063575465	-0.056732876	0.113647511
IMPDH2	-0.164733942	-0.199595335	-0.129872548	-0.036802584
INAFM2	-0.129329488	-0.115923951	-0.142735024	0.039332281
ING1	-0.005439144	-0.179251166	0.168372877	-0.071704255
ING2	0.147265512	0.27885131	0.015679714	0.145893437
ING3	0.28963571	0.331904248	0.247367172	-0.130396364
ING4	-0.07913717	-0.124722533	-0.033551806	0.009557557
ING5	0.050725069	0.013074465	0.088375672	-0.07923383
INIP	0.054269205	0.13375298	-0.025214569	0.075103084
INO80	0.00765812	-0.030768297	0.046084536	0.016328207
INO80C	-0.196615645	0.073533501	-0.466764792	0.484392726
INO80D	-0.00142161	-0.131912096	0.129068877	-0.178821581
INPP4A	-0.077988689	-0.184391663	0.028414284	-0.15617551
INPP5A	0.034314055	-0.014074611	0.08270272	0.018141027
INPP5B	0.082638522	-0.021136836	0.186413879	-0.170536519
INPP5D	0.141970575	0.161105501	0.12283565	-0.057122708
INPP5E	-0.161037608	-0.262273248	-0.059801969	-0.081709799
INPP5F	0.129884918	0.253584441	0.006185395	0.034232773
INPP5J	0.195732385	0.095674482	0.295790289	-0.17440747
INPP5K	-0.041094515	-0.080409415	-0.001779614	-0.063689166
INPPL1	0.111233029	-0.078553993	0.301020051	-0.409752122
INSIG1	0.156401753	0.006465106	0.306338401	-0.70285426
INSIG2	0.233064853	0.624435482	-0.158305777	0.316737884
INSR	0.293497972	0.210346339	0.376649605	0.026380513
INSRR	-0.332710807	-0.654798114	-0.0106235	-0.229241828
INTS1	-0.086659577	-0.145018172	-0.028300982	-0.078716326
INTS10	0.038555805	0.176487943	-0.099376332	0.155942319
INTS11	-0.135133629	-0.68710924	0.416841983	-0.411116525
INTS12	-0.016919012	-0.011448744	-0.022389279	-0.087064545
INTS13	0.00603121	0.038017547	-0.025955126	0.016124446
INTS14	-0.131946982	-0.189851927	-0.074042037	-0.213486045
INTS2	-0.255081074	-0.241805341	-0.268356807	-0.122811852
INTS3	-0.16581454	-0.331884619	0.000255539	-0.29399638
INTS4	-0.160960165	-0.153517016	-0.168403314	0.088185732
INTS5	0.038008439	0.088745117	-0.012728239	0.217837689
INTS6	0.376189024	0.919044542	-0.166666494	0.356886384
INTS7	0.015837995	0.069879156	-0.038203166	-0.054695387
INTS8	-0.148335342	-0.11061063	-0.186060054	0.097635254
INTS9	-0.045426061	-0.211658707	0.120806585	-0.055095983
INVS	-0.085996466	0.084187652	-0.256180585	0.230857332
IP6K1	0.119826564	0.122831977	0.116821152	-0.113955354
IP6K2	-0.066340025	-0.096907394	-0.035772656	0.010534825
IPCEF1	0.326434395	0.278662115	0.374206676	0.143040264
IPMK	0.026951557	0.014023292	0.039879823	0.037701663
IPO11	0.058946499	0.144432283	-0.026539284	0.029278805
IPO13	-0.180960122	-0.138165793	-0.223754451	0.162595831
IPO5	0.103811785	0.141673417	0.065950153	0.046581136
IPO7	0.099746864	0.093736452	0.105757276	0.070928718
IPO8	0.127944942	0.234368749	0.021521135	0.102774584
IPO9	-0.14719308	-0.267715049	-0.02667111	-0.147678967
IPP	-0.026336967	-0.095303002	0.042629068	-0.06708482
IPPK	0.089855563	0.256758606	-0.07704748	0.076767323
IQCB1	-0.435513227	-0.495005207	-0.376021247	0.36716794
IQCE	-0.007641208	-0.001678919	-0.013603496	-0.036473182
IQCJ	-1.111596604	-1.086858084	-1.136335124	-0.258776319
IQGAP1	0.282155149	0.374382114	0.189928185	0.059017713
IQGAP2	0.386592576	0.513123275	0.260061876	0.066252643
IQSEC1	-0.005804527	-0.07957797	0.067968915	0.020486729
IQUB	-0.258287843	-0.226178798	-0.290396889	-0.072517827
IRAK2	-0.123693534	-0.32118633	0.073799262	-0.073486478
IRAK4	-0.35675012	-0.352770268	-0.360729973	-0.124306543
IREB2	-0.202337216	-0.231264044	-0.173410389	0.047816091
IRF1	0.329388498	0.476463578	0.182313418	0.141081873
IRF2	-0.004102848	0.025759466	-0.033965161	0.020597908
IRF2BP2	0.14842486	0.455579449	-0.158729728	0.412519651
IRF4	0.236684583	0.469841719	0.003527448	0.157188606
IRF5	0.379761773	0.37843749	0.381086056	0.127931593
IRF7	0.300628054	0.393152115	0.208103993	0.089995859
IRF8	-0.269559695	-0.262558517	-0.276560872	0.121406867
IRS1	-0.052152667	0.631141418	-0.735446751	0.639766034
IRS2	-0.077348718	-0.34821859	0.193521154	-0.645255944
IRS4	0.170869955	0.213904898	0.127835012	0.012544602
ISCA1	0.013687589	0.162550927	-0.135175749	0.155992678
ISCA2	-0.288274991	-0.125377475	-0.451172507	0.325075318
ISCU	-0.177315371	-0.358276872	0.00364613	-0.144354304
ISM2	0.019128677	0.60049618	-0.562238826	0.625779193
ISOC1	0.194580197	0.374745559	0.014414836	0.239200823
IST1	-0.083474237	-0.086915213	-0.080033261	-0.018194224
ISY1	-0.004652821	0.046021912	-0.055327554	-0.119334372
ISYNA1	0.407630031	0.323827159	0.491432904	0.169337939
ITCH	0.001835899	-0.002446354	0.006118152	-0.03299514
ITFG1	-0.048235068	-0.023701373	-0.072768763	0.155995404
ITFG2	-0.012630697	0.045473938	-0.070735332	0.233955664
ITGA1	-0.460133951	-0.307366834	-0.612901069	0.942265028
ITGA2	0.204461418	0.220252681	0.188670156	-0.02127478
ITGA2B	0.16692991	0.069845916	0.264013904	-0.145108374
ITGA3	0.216866244	0.315080856	0.118651633	-0.216135243
ITGA4	0.443008892	0.457689999	0.428327784	0.054918718
ITGA6	-0.027022004	0.067004431	-0.121048439	-0.106320443
ITGA8	0.228739326	0.200543019	0.256935633	-0.065922333
ITGAV	0.05844217	-0.075820021	0.19270436	-0.145314969
ITGB1	0.130598156	0.161245894	0.099950418	-0.086935333
ITGB1BP1	0.015253058	0.215805552	-0.185299436	0.052816085
ITGB2	0.359614255	0.400712239	0.318516271	0.124006854
ITGB3	0.231969204	0.05093194	0.413006467	-0.27668701
ITGB3BP	0.036857573	0.057093632	0.016621515	0.001348272
ITGB5	0.369399505	0.540581492	0.198217518	0.204222103
ITIH5	0.251989534	0.536045035	-0.032065967	-0.047421106
ITK	-0.156727823	-0.191840839	-0.121614807	-0.235885482
ITM2A	-0.00605139	-0.022696824	0.010594044	0.097643271
ITM2B	-0.276158883	-0.122461215	-0.42985655	0.615512379
ITM2C	-0.072076934	-0.321112684	0.176958815	-0.031123739
ITPA	0.108678585	0.074409338	0.142947832	-0.029957671
ITPK1	-0.191351391	-0.124783975	-0.257918806	0.184397262
ITPKA	-0.02272956	0.005027727	-0.050486846	0.107133671
ITPKB	0.247655579	0.146830993	0.348480164	-0.19318072
ITPR1	0.248723826	0.321330509	0.176117142	0.154111718
ITPR2	0.162626479	0.144327297	0.180925661	-0.079346978
ITPR3	0.012074033	-0.476913302	0.501061368	-0.76938805
ITPRID2	0.144636433	0.193974977	0.09529789	-0.028557242
ITPRIP	0.470109239	0.592302104	0.347916374	0.451563932
ITPRIPL2	0.325082483	0.3570767	0.293088267	0.130023318
ITSN1	-0.070413186	-0.076086998	-0.064739374	0.069231142
ITSN2	0.086591889	0.177673631	-0.004489853	-0.091295375
IVD	0.279338016	0.218461483	0.340214549	0.065254398
IVNS1ABP	-0.020344983	-0.098590813	0.057900846	-0.146109678
IWS1	0.054985082	0.09953709	0.010433073	0.012003421
JADE1	0.043186265	-0.009966325	0.096338854	-0.140486727
JADE2	-0.265406097	-0.438168935	-0.092643259	-0.327983752
JADE3	0.079717212	0.06567267	0.093761755	-0.142652115
JAGN1	0.143400494	0.177823263	0.108977725	-0.029233914
JAK2	-0.079633276	-0.002706004	-0.156560548	0.179920544
JAKMIP1	-0.11979362	-0.300003462	0.060416222	-0.156880756
JAM2	-0.440949891	-0.51581793	-0.366081853	-0.428215694
JAM3	-0.447168641	-0.636851847	-0.257485435	0.037705539
JAML	0.39073851	0.047683262	0.733793759	-0.197641571
JARID2	-0.154303431	-0.062280401	-0.24632646	0.150269182
JAZF1	0.134259484	0.225955025	0.042563943	0.071539706
JCAD	0.411129831	0.00417982	0.818079842	0.657893572
JCHAIN	2.294228418	4.28657159	0.301885246	0.863594026
JKAMP	-0.06180185	-0.079538358	-0.044065342	-0.003678798
JMJD1C	-0.187496385	-0.271468669	-0.103524101	-0.084451231
JMJD4	-0.172757853	-0.033616202	-0.311899503	0.329986363
JMJD6	0.066774595	0.031212005	0.102337184	-0.329091571
JMJD8	0.04204969	-0.240898626	0.324998006	-0.221320411
JMY	-0.025529457	-0.023740363	-0.027318552	-0.067259283
JOSD1	0.279066192	0.395809971	0.162322412	-0.028042024
JPH1	-0.499422865	-0.393911704	-0.604934027	0.392712071
JPT1	-0.090870266	0.008880488	-0.19062102	0.113291031
JPT2	0.1560529	0.254580271	0.057525529	0.011057074
JTB	-0.160664642	-0.095624866	-0.225704418	0.228830969
JUN	0.117110736	-0.073014559	0.307236031	-0.560472262
JUP	-0.162386782	-0.250948794	-0.073824771	-0.157564928
KALRN	-0.069040584	-0.100346136	-0.037735031	-0.084020328
KANK4	0.248338228	0.220692046	0.275984409	-0.075862836
KANSL1	-0.108001417	-0.307898719	0.091895885	-0.185902919
KANSL1L	0.069059376	0.06499151	0.073127243	-0.062648392
KANSL2	0.261094784	0.085589636	0.436599932	-0.378923749
KARS1	-0.025508485	0.044238383	-0.095255354	0.237350562
KAT14	-0.156103394	-0.216078412	-0.096128377	-0.068481823
KAT2A	0.510630944	0.691088652	0.330173235	-0.18943722
KAT2B	-0.019679168	0.127558324	-0.16691666	0.091633976
KAT6A	-0.136598439	-0.254874047	-0.018322831	-0.019022024
KAT6B	-0.117885608	0.000957264	-0.236728481	0.231600383
KAT7	-0.046669277	-0.090379083	-0.002959471	-0.066530908
KATNA1	-0.244168702	-0.308100908	-0.180236497	0.062077168
KATNB1	-0.328833476	-0.432124338	-0.225542614	-0.064620582
KATNBL1	0.063757709	0.239673438	-0.11215802	0.0440217
KAZN	0.511835868	0.441931226	0.58174051	0.037222349
KBTBD11	0.550423847	0.554874255	0.545973438	0.135391096
KBTBD2	-0.003848571	0.019601484	-0.027298627	-0.014535796
KBTBD4	0.16994601	0.752717323	-0.412825303	0.600364456
KBTBD8	-0.018068683	0.093380799	-0.129518165	0.145708303
KCMF1	-0.101160402	-0.044081981	-0.158238823	0.168728589
KCNAB2	0.203395591	0.205677928	0.201113253	-0.146469196
KCNE1	-0.423636154	-0.638208275	-0.209064034	-0.080614649
KCNIP2	0.227206626	0.244925844	0.209487408	-0.115959068
KCNJ1	0.066354511	0.307913525	-0.175204502	-0.259079168
KCNJ2	0.56530979	0.609405958	0.521213623	0.119705195
