"ID","Description","setSize","enrichmentScore","NES","pvalue","p.adjust","qvalue","rank","leading_edge","core_enrichment","comparison"
"scan00280","Valine, leucine and isoleucine degradation - Serinus canaria (common canary)",41,-0.39573271907796476,-1.5311715897940557,0.034985666321012444,0.3923392580284967,0.3709006730272748,2295,"tags=37%, list=21%, signal=29%","103818197/103812699/103815091/103820500/103826531/103812620/103821285/103824695/103823648/103824692/103815321/103815968/103821261/103820318/103814515","interaction_diet:infection"
"scan00330","Arginine and proline metabolism - Serinus canaria (common canary)",33,-0.4196819341484044,-1.5412907491572954,0.04001784541977395,0.41885344872696734,0.39596604941671065,1511,"tags=36%, list=14%, signal=31%","103826143/103817245/103815856/103819913/103820198/103820986/103815851/103823707/103826354/103826406/103813888/103820318","interaction_diet:infection"
"scan00534","Glycosaminoglycan biosynthesis - heparan sulfate / heparin - Serinus canaria (common canary)",17,0.5395807738860021,1.5142690995857133,0.04991680532445923,0.48053562888570056,0.45427773163180557,1174,"tags=29%, list=11%, signal=26%","103820901/103821426/103816259/103820028/103814231","interaction_diet:infection"
"scan00600","Sphingolipid metabolism - Serinus canaria (common canary)",41,0.4177223164755466,1.4534127851099943,0.05203252032520325,0.48053562888570056,0.45427773163180557,1959,"tags=34%, list=18%, signal=28%","103821875/103819515/103815515/103815551/103814224/103816148/103824263/103823955/103818902/103823954/103821938/103824415/103814070/103827214","interaction_diet:infection"
"scan00860","Porphyrin metabolism - Serinus canaria (common canary)",19,0.5201956024640493,1.491460497289202,0.058922558922558925,0.48940149625935164,0.4626591416196352,3313,"tags=53%, list=30%, signal=37%","103817760/103816422/103820271/103819182/103813211/103813894/103814977/103819440/103824386/103819361","interaction_diet:infection"
"scan00350","Tyrosine metabolism - Serinus canaria (common canary)",17,-0.49590821306406546,-1.4774349897992953,0.06234413965087282,0.48940149625935164,0.4626591416196352,1033,"tags=47%, list=9%, signal=43%","103826508/103814164/103826034/103821576/103824172/103818085/103816058/103814515","interaction_diet:infection"
"scan03082","ATP-dependent chromatin remodeling - Serinus canaria (common canary)",82,0.33902017996532513,1.3501399282069055,0.0594679186228482,0.48940149625935164,0.4626591416196352,2310,"tags=28%, list=21%, signal=22%","103813343/103813361/103825220/115485577/103818731/103813338/103824877/103817144/115485216/103818099/103823728/103823197/103820589/103814483/103813355/103817653/103819774/103821677/103827154/103823527/103813451/103819075/103815309","interaction_diet:infection"
"scan04260","Cardiac muscle contraction - Serinus canaria (common canary)",35,-0.39118877321547185,-1.44861544149617,0.07164925559535532,0.5189302884615384,0.4905743927125506,1820,"tags=37%, list=17%, signal=31%","103817025/103814992/103817013/103818040/103813813/103813689/103812425/103817985/103816343/103815419/103819677/108963315/103813738","interaction_diet:infection"
"scan00790","Folate biosynthesis - Serinus canaria (common canary)",16,-0.47682501185140813,-1.4166404058289968,0.08530805687203792,0.5189302884615384,0.4905743927125506,1786,"tags=31%, list=16%, signal=26%","103816283/103815511/103820474/103820475/103815738","interaction_diet:infection"
"scan00670","One carbon pool by folate - Serinus canaria (common canary)",25,-0.4245176210413515,-1.4080402521433555,0.0859375,0.5189302884615384,0.4905743927125506,1240,"tags=44%, list=11%, signal=39%","103820847/103821480/103826371/103817124/103821310/103817232/103816061/103823837/103815236/103814023/103813189","interaction_diet:infection"
"scan04623","Cytosolic DNA-sensing pathway - Serinus canaria (common canary)",41,-0.35877198040346603,-1.3881628612561325,0.07751937984496124,0.5189302884615384,0.4905743927125506,1153,"tags=20%, list=10%, signal=18%","103820036/103814507/103823962/103825360/103825669/103813837/103812885/103821258","interaction_diet:infection"
"scan04912","GnRH signaling pathway - Serinus canaria (common canary)",57,0.36570261617099115,1.3660822310632261,0.07981220657276995,0.5189302884615384,0.4905743927125506,2701,"tags=32%, list=25%, signal=24%","103822470/103823305/103824735/103817544/103822722/103817304/103826648/103826646/103824610/103819847/103815057/103819309/103824084/103814336/103821627/103817765/103819765/103826824","interaction_diet:infection"
"scan03040","Spliceosome - Serinus canaria (common canary)",105,-0.2891454928732307,-1.3121833673673347,0.08132530120481928,0.5189302884615384,0.4905743927125506,4024,"tags=49%, list=37%, signal=31%","103820193/103822402/103824550/103818827/103822583/103826942/103826615/103815412/103822075/103823295/103817240/103826605/103823510/103819266/103813641/103815023/103826501/103822336/103816527/103819779/103821153/103823946/103816931/103813303/103822190/103822477/103812881/103814848/103820945/103824158/103814458/103813006/103818011/103821970/103813559/103817351/103813011/103815035/103817170/103825232/103815753/103824558/103814733/103815984/103817259/103825967/103813038/103824503/103827269/103821327/103822617","interaction_diet:infection"
"scan00140","Steroid hormone biosynthesis - Serinus canaria (common canary)",13,-0.5125744915372642,-1.4145493934268767,0.09534883720930233,0.5346345514950166,0.5054205280643469,1537,"tags=46%, list=14%, signal=40%","103827003/103826301/103826189/103818085/103820184/103819697","interaction_diet:infection"
"scan01250","Biosynthesis of nucleotide sugars - Serinus canaria (common canary)",33,-0.3713209879058836,-1.3636841547363572,0.09203980099502487,0.5346345514950166,0.5054205280643469,1735,"tags=30%, list=16%, signal=26%","103821217/103823189/103820680/103817736/103817507/103816023/103812604/103821219/103826316/103821718","interaction_diet:infection"
"scan00533","Glycosaminoglycan biosynthesis - keratan sulfate - Serinus canaria (common canary)",13,0.517059788844756,1.3523973026944487,0.12937062937062938,0.6270353302611367,0.5927722532136793,2899,"tags=77%, list=26%, signal=57%","103821345/103815164/103826672/103825683/103826707/103821842/103816787/103814959/103827100/103814648","interaction_diet:infection"
"scan00760","Nicotinate and nicotinamide metabolism - Serinus canaria (common canary)",27,0.4244990553439758,1.341995142924456,0.13311148086522462,0.6270353302611367,0.5927722532136793,2373,"tags=44%, list=22%, signal=35%","103820752/103819841/103820283/103815030/103819409/103822110/103824536/103826814/103821060/103824309/103817843/103821200","interaction_diet:infection"
"scan03010","Ribosome - Serinus canaria (common canary)",109,-0.6557516929747029,-3.170646584408687,1e-10,1.63e-8,1.4631578947368421e-8,2224,"tags=70%, list=20%, signal=56%","103821578/103822260/103812300/103815994/103825046/103819357/103812930/103812989/103824076/103818922/103817308/103820636/103814742/103821795/103812648/103826235/103824817/103816211/103819445/103826794/103820760/103817330/103823298/103821953/103817838/103819178/103823818/103812879/103819825/103818138/103824093/103824808/103815776/103812360/103812957/103820931/103821868/103816243/108963182/103820088/103820308/103818972/103814016/103827329/103817860/103816531/103824401/103823504/103820396/103815165/103822778/103820795/103815140/103815368/103821652/103816764/103821019/103820545/103818398/103818043/103824232/103819251/103817700/103826752/108962664/103824530/103827028/103813425/103815935/103814342/103820125/103816984/103816293/115485322/103824141/103824835","infection_protein"
"scan00190","Oxidative phosphorylation - Serinus canaria (common canary)",82,-0.5386307190183354,-2.4964361890601205,2.1173528261580305e-9,1.7256425533187948e-7,1.5490107517682435e-7,2963,"tags=66%, list=27%, signal=48%","103817025/103827112/103819907/103819613/103817783/103824915/103822294/103815311/103821968/103813580/103818040/103817013/103817222/103819838/115485390/103814510/103813122/103813310/103822174/103825440/103819677/103813813/103814773/103824104/103821723/103819557/103819167/103817985/103812255/103824421/103813395/103822053/103827120/103817572/103823755/103818939/103819978/103821880/103813689/103815557/103826469/103813478/103823494/103814992/103822534/103813968/103826261/103816871/103826999/103816343/108963315/103826690/103823717/103816398","infection_protein"
"scan03040","Spliceosome - Serinus canaria (common canary)",105,-0.4003865059899647,-1.9172956682698796,1.5303392456470837e-5,8.314843234682489e-4,7.46375982964718e-4,3464,"tags=50%, list=31%, signal=34%","103817615/103818011/103826501/103822583/103812246/103821663/103821492/103823413/103819266/103826615/103816463/103816670/103823510/103824550/103816527/103822477/103823651/103822336/103814848/103816931/103818703/103814458/103821970/103824127/103822385/103820945/103821153/103819779/103815412/103817351/103822402/103822190/103814733/103812881/103813038/103815023/103824214/103825232/103820193/103826942/103817259/103825967/103813641/103821327/103824558/103813006/103813011/103813613/103823946/103818827/103827269/103824503","infection_protein"
"scan04060","Cytokine-cytokine receptor interaction - Serinus canaria (common canary)",103,0.44249336759187335,1.8518658442547242,9.75564350633621e-5,0.003975424728832005,0.003568511703633508,2559,"tags=50%, list=23%, signal=38%","103815223/103823970/103818753/103817606/108963451/103821099/108964078/103817183/103822640/103821001/103815624/103819311/103819165/103825260/103815299/103822505/103812980/103812987/103812646/103817300/103812440/103822284/103823016/103824053/103813616/103818815/103813169/103812645/103812363/103812628/103822011/103812581/103812453/103813156/103822134/103822422/103816543/103821617/103814497/103820948/103821034/103817182/103812985/103821712/103812309/103819385/103822662/103821063/103822517/103815228/103812366","infection_protein"
"scan00100","Steroid biosynthesis - Serinus canaria (common canary)",15,0.745137501647415,2.038522312537596,1.891297941016632e-4,0.006165631287714221,0.005534535027396039,861,"tags=47%, list=8%, signal=43%","103813937/103822109/103814750/103815202/103821286/103816322/103814522","infection_protein"
"scan03050","Proteasome - Serinus canaria (common canary)",34,-0.5050723039356166,-1.9389108860704225,0.0011574938938374965,0.023583938086938993,0.02116995411097527,3346,"tags=65%, list=30%, signal=45%","103815366/103822600/103826787/103826550/103818683/103827055/103819356/103818732/103826839/103818730/103816914/103826893/103817076/103818493/103821558/103823167/103819256/103822431/103821715/103814385/103825262/103824736","infection_protein"
"scan04672","Intestinal immune network for IgA production - Serinus canaria (common canary)",18,0.660187503697928,1.9049874190659661,0.0010824384185980462,0.023583938086938993,0.02116995411097527,2383,"tags=72%, list=22%, signal=57%","103817606/103822505/103823355/103813616/103814710/103818417/103818815/103821648/103814481/103821712/103812309/103814479/103827138","infection_protein"
"scan00531","Glycosaminoglycan degradation - Serinus canaria (common canary)",17,0.6643894933133601,1.8788975958257055,0.0011110538376699918,0.023583938086938993,0.02116995411097527,2781,"tags=65%, list=25%, signal=48%","103819936/103820271/103824300/103819543/103817140/103816148/103820401/103813171/103816969/103816359/103821276","infection_protein"
"scan00592","alpha-Linolenic acid metabolism - Serinus canaria (common canary)",12,0.6951406971030868,1.793731867373741,0.0032055958034438886,0.05805690177348376,0.05211436452382462,1894,"tags=58%, list=17%, signal=48%","103822123/103824355/103813604/103823709/103818205/103826002/103826648","infection_protein"
"scan00565","Ether lipid metabolism - Serinus canaria (common canary)",26,0.5532547469210032,1.7819270901429172,0.0037203125128605066,0.06064109395962626,0.0544340462408011,1894,"tags=46%, list=17%, signal=38%","103820165/103824355/103815551/103813604/103823709/103825973/103816810/103822975/103818205/103826384/103826002/103826648","infection_protein"
"scan04514","Cell adhesion molecules - Serinus canaria (common canary)",55,0.42990752268760424,1.618041182243037,0.006229669092394223,0.07811046631232756,0.07011530395488234,1861,"tags=36%, list=17%, signal=30%","103825000/103814957/103823044/103823841/103823054/103825978/103821713/103816516/103816152/103820720/103822263/103814710/103818417/103818815/115483987/103814562/103823843/103818300/103812453/103814481","infection_protein"
"scan04142","Lysosome - Serinus canaria (common canary)",110,0.3620665675757851,1.5337756633542607,0.006009461950245996,0.07811046631232756,0.07011530395488234,3100,"tags=42%, list=28%, signal=30%","103813937/103819936/103826745/103820271/103824300/103819935/103817725/103817489/103824795/103826466/103823430/103818651/103819543/108962968/103826204/103814925/103812503/103824409/103816275/103812593/103820629/103817140/103827207/103818696/103816148/103815824/103824024/103816190/103813476/103820401/103821268/103813171/103820613/103816969/103820152/103819201/103826899/103816359/103821276/103826212/103823562/103827066/103824388/103824263/103816813/103823730","infection_protein"
"scan04148","Efferocytosis - Serinus canaria (common canary)",111,0.3600515398522493,1.5278999655338281,0.0058924745542402734,0.07811046631232756,0.07011530395488234,2381,"tags=32%, list=22%, signal=26%","103813937/103822317/103826599/103819334/103820700/103816073/103812660/103814582/103822392/103818895/103818852/103814802/115485316/103813604/103826835/103826360/103824164/103815253/103814308/103821200/103819427/103826657/103813818/103820058/103815319/103821681/108962468/103822044/103818395/103820519/103818170/103818892/103822028/103821112/103814094/103817304","infection_protein"
"scan04620","Toll-like receptor signaling pathway - Serinus canaria (common canary)",65,0.40376940088345725,1.563626737475399,0.009599460470692189,0.11176514690877334,0.10032518837791085,2791,"tags=45%, list=25%, signal=33%","103823970/103822497/103826207/103815911/103812752/103815912/103819051/103826549/103824755/103826229/103822391/115483831/103818417/103818815/103826521/103824024/103824089/103820781/103817751/103826026/103827138/103822662/103822220/103821959/103821918/103826388/103826414/103819102/103815057","infection_protein"
"scan00604","Glycosphingolipid biosynthesis - ganglio series - Serinus canaria (common canary)",10,0.6759449531334013,1.6796884821242517,0.012405995388391433,0.12638607801923774,0.11344956309121114,2259,"tags=60%, list=21%, signal=48%","103823564/103815574/103816148/103813171/103816668/103819159","infection_protein"
"scan00670","One carbon pool by folate - Serinus canaria (common canary)",25,0.5214689117370028,1.6617223372334227,0.01170950358422104,0.12638607801923774,0.11344956309121114,2243,"tags=44%, list=20%, signal=35%","103813189/103815752/103818571/103823837/103824404/103823058/103817124/103821480/103814578/103822484/103818585","infection_protein"
"scan00760","Nicotinate and nicotinamide metabolism - Serinus canaria (common canary)",27,0.5050715050530932,1.6337240626000293,0.024101508178875797,0.22919814572463562,0.20573808366628574,1661,"tags=41%, list=15%, signal=35%","103820752/103815030/103824309/103820607/103819841/103824536/103824185/103821200/103820283/103824319/103822851","infection_protein"
"scan04625","C-type lectin receptor signaling pathway - Serinus canaria (common canary)",69,0.373765573313031,1.4662283663291258,0.025310224681248106,0.22919814572463562,0.20573808366628574,3622,"tags=52%, list=33%, signal=35%","103823305/103822392/103814802/103814195/103816155/103826549/103821247/103822391/103826750/103819427/103826268/103827032/103823703/103821648/103815166/103816971/103820350/103820781/103817751/103818892/103824426/103826026/103822662/103820721/103821918/103826388/103815057/103813987/103817243/103826480/103818614/103814539/103814330/103819592/103818137/103824434","infection_protein"
"scan03020","RNA polymerase - Serinus canaria (common canary)",23,-0.45669662985262555,-1.5440664799741275,0.02768168878923391,0.2355479317674205,0.2114379238984272,3763,"tags=61%, list=34%, signal=40%","103819216/103821660/103814015/108963526/103821947/103820072/103817744/103813298/103816488/103816713/103813196/103813248/103820096/103813837","infection_protein"
"scan03008","Ribosome biogenesis in eukaryotes - Serinus canaria (common canary)",65,-0.32556821124678453,-1.4448481824903423,0.028901586719928894,0.2355479317674205,0.2114379238984272,2696,"tags=35%, list=25%, signal=27%","103819979/103822586/103815156/103815271/103826526/103820046/103813752/103819794/103820685/103818200/103816049/103815415/103812731/103816166/103818526/103813927/103812797/103817371/103818036/108964095/115484706/115484717/115484728","infection_protein"
"scan03030","DNA replication - Serinus canaria (common canary)",27,0.48108653841216287,1.5561413505485393,0.03465999355819832,0.25722390164734465,0.2308952039327149,2261,"tags=44%, list=21%, signal=35%","103823254/103818206/103813212/103820053/103814276/103822154/103827359/103824798/103822704/103825187/103822709/103827391","infection_protein"
"scan03272","Virion - Hepatitis viruses - Serinus canaria (common canary)",22,0.49919997872427535,1.5269203745155686,0.037873457911265465,0.25722390164734465,0.2308952039327149,1402,"tags=27%, list=13%, signal=24%","103819552/103825978/103814683/103820959/115483987/103826757","infection_protein"
"scan04020","Calcium signaling pathway - Serinus canaria (common canary)",109,0.32786874955342227,1.3882922433055,0.036635006784260515,0.25722390164734465,0.2308952039327149,3626,"tags=49%, list=33%, signal=33%","103826392/103817501/103821334/103823305/103813567/103818868/103821775/103822693/103812698/103820151/103818168/103813271/103820144/103819981/103821374/103816295/103823357/103817524/103817801/103818839/103819427/103824319/103826268/103823703/103820058/103817397/103823821/103822624/103817046/108963590/103818170/103818892/103814310/103817304/103816806/103817765/103817508/103826629/103822679/103813987/103826480/103822432/103814205/103822953/103827411/103816532/103819592/103813406/103824735/103820093/103816608/103824434/103815839","infection_protein"
"scan04218","Cellular senescence - Serinus canaria (common canary)",116,0.3148256502177542,1.3432596405513875,0.0348993288590604,0.25722390164734465,0.2308952039327149,3317,"tags=41%, list=30%, signal=29%","103821432/103823305/103816118/103814057/103822392/103819603/103815650/103817882/103819642/103817294/103818573/103812564/103813607/103821200/103822320/103822842/103815979/103819427/103822807/103826268/103827032/103823703/103816707/103813156/103826957/103813021/103823688/103817242/103820781/103817751/103818892/103822102/103826026/103816033/103819385/115484353/103821918/103826388/103821476/103822679/103813987/103822335/103826480/103812819/103816115/103816532/103823487/103824981","infection_protein"
"scan04010","MAPK signaling pathway - Serinus canaria (common canary)",165,0.29171816323318694,1.3126739493983992,0.050761421319796954,0.3309644670050761,0.2970878974084959,3143,"tags=41%, list=29%, signal=29%","103814053/103817134/103822392/103821565/103813738/103814195/103815624/103812752/103822693/103825944/103820138/103817300/103821923/103812440/103813271/103822311/103819981/103821834/103826521/103812363/103817801/103819427/103820972/103816250/103816222/103826268/103827032/103812700/103823520/103821648/103816707/103813156/103817397/103817484/103822422/103814336/103826824/103818465/103821494/103826648/103817340/103821295/103826949/103816406/103826673/103817751/103826026/103819385/103822662/103826478/103812362/103816650/103815847/103826388/103817508/103815669/103819102/103815057/103813409/103820348/103813987/103814996/103813832/103824102/103823628/103826623/103822432","infection_protein"
"scan00534","Glycosaminoglycan biosynthesis - heparan sulfate / heparin - Serinus canaria (common canary)",17,0.523090754462225,1.4793038885312026,0.052969502407704656,0.33207803432522537,0.2980874831850586,2856,"tags=53%, list=26%, signal=39%","103821426/103820028/103814231/103817898/103813997/108961891/103816259/103816553/103821398","infection_protein"
"scan01230","Biosynthesis of amino acids - Serinus canaria (common canary)",46,0.3960999688142097,1.4392700292382121,0.05588235294117647,0.337363834422658,0.3028322440087146,2762,"tags=39%, list=25%, signal=29%","103826599/103819001/103820089/103815490/103819925/103815943/103815752/103820272/103818571/103816991/103820786/103812734/103820500/103819060/103820123/103827144/103816611/103827158","infection_protein"
"scan04210","Apoptosis - Serinus canaria (common canary)",103,0.318344874886438,1.3322956764393437,0.06258503401360545,0.3643343051506317,0.3270420950335021,3317,"tags=43%, list=30%, signal=30%","103823305/103826745/103826003/103823354/103824795/103826549/103817882/103812440/103812503/103826521/103819293/103816275/103823471/103824612/103823703/103821648/103813818/103822915/103816060/103818465/103824024/103819332/103824288/103817621/103820781/103817751/103821869/103826026/103819114/103822220/103816650/103821918/103823197/103826388/103818156/103813225/103815057/108964924/103824613/103819783/103824350/103816115/103823387/103824981","infection_protein"
"scan04520","Adherens junction - Serinus canaria (common canary)",66,0.35206270186432687,1.3674512352794743,0.06811594202898551,0.3828585707146427,0.34367027012809387,3985,"tags=53%, list=36%, signal=34%","103814957/103816118/103823044/103817470/103823781/103822693/103821923/103819747/103812996/103827326/103818483/103816222/103813156/103820586/103814884/103817621/103819385/103813289/103827163/103823197/103817763/103816139/103819102/103827018/103818614/103813013/103826969/103815683/103813444/103820764/103823660/103813234/103826606/103818548/103813695","infection_protein"
"scan02010","ABC transporters - Serinus canaria (common canary)",26,0.4387658322376832,1.4131803243345091,0.08157099697885196,0.4185562015503876,0.3757139942880457,2554,"tags=46%, list=23%, signal=36%","103815745/103813507/103825036/103812605/103819966/103824484/103817786/103817900/103822044/103819819/103817458/103819201","infection_protein"
"scan03010","Ribosome - Serinus canaria (common canary)",109,-0.5739101337137602,-2.5083212225777363,1e-10,1.63e-8,1.505263157894737e-8,2482,"tags=62%, list=23%, signal=49%","103819127/103820760/103819445/103822778/103824817/103814342/103818922/103826008/103827329/103812360/103824835/103820308/103818398/103816984/103821953/103822260/103817308/103821578/103816531/103812957/103826235/103827028/103817750/103821868/103815291/103820636/103820396/103813272/103821795/103817571/103814742/103815368/103812879/103815140/103824808/103824076/103814016/103823064/103820931/103817700/103812930/103823504/103812989/103820545/103819178/103821019/103813425/115484503/103824530/103819251/103816764/103821652/103826794/103818138/103818972/103824401/103819825/103824141/103815165/103816243/103816211/103823298/103816293/103824093/103815935/103820125/103815776/103818043","infection_lipid"
"scan04622","RIG-I-like receptor signaling pathway - Serinus canaria (common canary)",39,0.5900531794232207,2.1234848707387757,3.2253703651479834e-5,0.0019592362459017725,0.0018093043794895282,1963,"tags=38%, list=18%, signal=32%","103819976/103821730/103821258/103818641/103814509/103823962/103814507/103816650/103812941/103821035/103814392/103824089/103813947/103814384/103821471","infection_lipid"
"scan05164","Influenza A - Serinus canaria (common canary)",92,0.4508299954012772,1.946289453757849,3.605956280800808e-5,0.0019592362459017725,0.0018093043794895282,1335,"tags=25%, list=12%, signal=22%","103815742/103820351/103819976/103813055/103817583/103821258/103826207/103814184/103815911/103823354/103815595/103823962/103815912/103825669/103814539/103814507/103812440/103819051/103825605/103816650/103812888/103814392/103817251","infection_lipid"
"scan01250","Biosynthesis of nucleotide sugars - Serinus canaria (common canary)",33,0.5820474602439618,2.0133787137346557,2.332978298499558e-4,0.007605509253108559,0.007023492561798671,1926,"tags=48%, list=18%, signal=40%","103821718/103826316/103820680/103816023/103817507/103821219/103821217/103815221/103823189/103824825/103821348/103819551/103817736/103822727/103812604/103824722","infection_lipid"
"scan04512","ECM-receptor interaction - Serinus canaria (common canary)",38,-0.5558862302152227,-2.012780852200911,2.2743798951437616e-4,0.007605509253108559,0.007023492561798671,506,"tags=29%, list=5%, signal=28%","103818867/103813718/103826259/103824015/103820000/103813510/115483849/103818618/103823465/103824037/103818870","infection_lipid"
"scan00670","One carbon pool by folate - Serinus canaria (common canary)",25,0.6055749740459889,1.98005141164871,0.0012311372694595347,0.02508442186523802,0.023164819675357037,2053,"tags=44%, list=19%, signal=36%","103813189/103823837/103814023/103815236/103815752/103817124/103821480/103816061/103821310/103824404/103818585","infection_lipid"
"scan00520","Amino sugar and nucleotide sugar metabolism - Serinus canaria (common canary)",42,0.5047612932680721,1.8525238675299887,0.0012205984365631051,0.02508442186523802,0.023164819675357037,2015,"tags=45%, list=18%, signal=37%","103821718/103826316/103820680/103816023/103817507/103819581/103821219/103821217/103815221/103822106/103823189/103824825/103819481/103821348/103819551/103817736/103822727/103824722/103814822","infection_lipid"
"scan04620","Toll-like receptor signaling pathway - Serinus canaria (common canary)",65,0.4369776441403108,1.7645015008105622,0.0010459617559945994,0.02508442186523802,0.023164819675357037,1391,"tags=23%, list=13%, signal=20%","103813055/103812752/103823970/103826207/103815911/103827138/103818815/103824755/103815912/103814539/103814507/103819051/103819965/115483831/103818417","infection_lipid"
"scan04672","Intestinal immune network for IgA production - Serinus canaria (common canary)",18,0.6347792782083886,1.8677321146349468,0.0025950528726760964,0.04699929091624486,0.04340263868920255,1391,"tags=50%, list=13%, signal=44%","103821712/103813616/103822525/103827138/103812309/103818815/103823355/103814710/103818417","infection_lipid"
"scan00260","Glycine, serine and threonine metabolism - Serinus canaria (common canary)",22,0.5596217831352028,1.7579854357595217,0.007580246977879191,0.12355802573943082,0.11410266503544468,1553,"tags=45%, list=14%, signal=39%","103820477/103823837/103815236/103815752/103817124/103821480/103820089/103819925/103824444/103821310","infection_lipid"
"scan00280","Valine, leucine and isoleucine degradation - Serinus canaria (common canary)",41,0.45637124115469985,1.6657237026862606,0.008917640096093443,0.13214321233302104,0.12203086447285767,2789,"tags=51%, list=25%, signal=38%","103814515/103820318/103821285/103821261/103820500/103819615/103812620/103821480/103824938/103815321/103826531/103823648/103812699/103825293/103818197/103813777/103827296/103817737/103822181/103812905/103824692","infection_lipid"
"scan04060","Cytokine-cytokine receptor interaction - Serinus canaria (common canary)",103,0.3453295222852739,1.5330918429819456,0.01047675697230569,0.14230928220715228,0.13141896903857136,1397,"tags=30%, list=13%, signal=27%","103821712/103813616/103823970/103820948/103822525/103814184/103812320/103821001/103815595/103812980/103812309/103812321/103822011/103813225/103818815/103812364/103812628/103822284/103821034/103817183/103822640/103824053/103812440/108963451/103821099/103813169/103819385/103812985/103819164/103816543/103817300","infection_lipid"
"scan00270","Cysteine and methionine metabolism - Serinus canaria (common canary)",37,0.4544529272190496,1.6261274462582347,0.0161139645364332,0.2020443245722009,0.1865827472639634,2354,"tags=41%, list=21%, signal=32%","103814023/103815236/103815752/103820500/103821490/103824938/103819574/103824444/103821310/103815851/103818660/103821260/103818585/103821392/103826768","infection_lipid"
"scan04148","Efferocytosis - Serinus canaria (common canary)",111,0.30981820764179585,1.3856317453850264,0.018663079531321628,0.21729156882895895,0.20066318593827015,2628,"tags=34%, list=24%, signal=26%","103813932/103813931/103820424/103812509/103826835/103818426/103814555/103826657/103814582/103813832/103825669/103814308/103824164/108962468/103818170/103822392/103824959/103816073/103815253/103816813/103827163/103826860/103813818/103812923/103813937/103817017/103818395/103818852/103814094/103819334/103819717/103818895/103815319/103818074/103826360/103822082/103812660/103821112","infection_lipid"
"scan03082","ATP-dependent chromatin remodeling - Serinus canaria (common canary)",82,-0.34539418124588234,-1.4519639934985122,0.021876567040919125,0.2377253618446545,0.21953326925273228,540,"tags=24%, list=5%, signal=23%","103814968/103824877/103823197/103814483/103819075/103818158/103819774/103821677/103818099/103827154/103817653/115485216/115485577/103817144/103813355/103813338/103825220/103818731/103813361/103813343","infection_lipid"
"scan00330","Arginine and proline metabolism - Serinus canaria (common canary)",33,0.44750292822507187,1.5479714826771018,0.02433733013161299,0.2379309603671053,0.21972313421050085,2675,"tags=48%, list=24%, signal=37%","103820318/103823707/103820986/103813888/103821480/103819913/103826406/103813771/103826354/103815851/103815856/103825293/103818432/103826143/103815769/103814164","infection_lipid"
"scan04142","Lysosome - Serinus canaria (common canary)",110,0.3148863245370996,1.4079907530247517,0.025694754145041937,0.2379309603671053,0.21972313421050085,3013,"tags=43%, list=27%, signal=31%","103824300/103813931/103819936/103826466/103820152/103827207/103817489/103817725/103821694/103818651/103818159/103826204/103826212/103812503/103816743/103818696/103823562/103813171/103827066/103822946/103819543/103819481/103821276/103823430/103814925/103821268/103816813/103816127/103814662/103823730/103826899/103813937/103820271/103815599/103826250/103819935/103816190/103824795/103816007/103817641/103818065/103819201/103813476/103816393/103821935/103817795/103826264","infection_lipid"
"scan04141","Protein processing in endoplasmic reticulum - Serinus canaria (common canary)",133,0.2961806663395478,1.3660839552744968,0.026274584580416534,0.2379309603671053,0.21972313421050085,3351,"tags=38%, list=30%, signal=26%","103815688/103826837/103823354/103815754/103819783/103818465/103819222/103824125/103812945/103815261/103813181/103818612/103818919/103826471/103819368/103826421/103813947/108962580/103819275/103820566/103817022/103821428/103823701/103819327/103814471/103818235/103820061/103820776/103813096/103820853/103821560/103820852/103815593/103813194/103817018/103827137/103818304/103819084/103813288/103817905/103818594/103819092/103823712/103822153/103819215/103818700/103822799/103817370/103821830/103815167","infection_lipid"
"scan00051","Fructose and mannose metabolism - Serinus canaria (common canary)",24,0.4809817519681472,1.5407663990244929,0.02781712389445749,0.23864164183139847,0.22037943029958013,2256,"tags=46%, list=21%, signal=37%","103822944/103820475/103817507/103820474/103815221/103823189/103817736/103819602/103812734/103815490/103820123","infection_lipid"
"scan00250","Alanine, aspartate and glutamate metabolism - Serinus canaria (common canary)",22,0.4879359001093777,1.532792739358505,0.04000042433444023,0.3260034583256879,0.3010558252539449,3234,"tags=64%, list=29%, signal=45%","103819001/103820272/103819428/103820986/103824938/103826193/103822727/103817737/103814164/103824593/103814540/103814219/103820755/103827201","infection_lipid"
"scan04540","Gap junction - Serinus canaria (common canary)",54,-0.3591765944123742,-1.3981708034334774,0.05070993914807302,0.3936057181493287,0.3634847768508493,702,"tags=15%, list=6%, signal=14%","103819309/103824084/103814372/103816769/103823305/103824735/103826578/103824092","infection_lipid"
"scan00860","Porphyrin metabolism - Serinus canaria (common canary)",19,-0.4969469356088881,-1.479616923503365,0.05670379000400989,0.39870107962213225,0.3681902123730379,2611,"tags=79%, list=24%, signal=60%","103814878/103821501/103822126/103819907/103819440/103822821/103813211/103812421/103813894/103814977/103824386/103816422/103819182/103819361/103817760","infection_lipid"
"scan04916","Melanogenesis - Serinus canaria (common canary)",55,-0.3494888292113919,-1.36111014483712,0.058704453441295545,0.39870107962213225,0.3681902123730379,949,"tags=18%, list=9%, signal=17%","103821769/103820790/103819309/103824084/103822722/103824735/103816655/103822470/103812739/103826188","infection_lipid"
