gene_name	description	logFC_infection	logFC_diet	logFC_interaction	FDR_infection	FDR_diet	FDR_interaction	gene	number_DE_contrasts	logCPM	repressed_in_infection	induced_in_infection	higher_in_Protein	higher_in_Lipid	Protein_ixn_bigger_Inf	Lipid_ixn_bigger_Inf	DE_in_infection	DE_in_diet	DE_in_ixn
H4C8	histone H4	0.4751795986667845	NA	NA	0.015931503253490336	NA	NA	103813349	1	1.8863382111854792	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE
CDC14B	cell division cycle 14B	-0.27120168164653563	NA	NA	0.015952683819906298	NA	NA	103822938	1	5.865463099456677	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE
USP28	ubiquitin specific peptidase 28	-0.30136591247015443	NA	NA	0.015952683819906298	NA	NA	103822788	1	2.01548922647608	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE
EFNB1	ephrin B1	-0.5322939562839386	NA	NA	0.016067105665375767	NA	NA	103816426	1	3.2183876463390364	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE
PSME4	proteasome activator subunit 4	-0.19103792756976787	NA	NA	0.01608465209460461	NA	NA	103819256	1	8.861622637514483	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE
LOC127060974	Friend virus susceptibility protein 1-like	-0.255352157202119	NA	NA	0.01608465209460461	NA	NA	127060974	1	9.53953677425567	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE
OGT	O-linked N-acetylglucosamine (GlcNAc) transferase	-0.20153656259621253	NA	NA	0.016316783917943663	NA	NA	103824224	1	8.36277140182328	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE
ZNF821	zinc finger protein 821	-0.13702333039386072	NA	NA	0.01656120340858856	NA	NA	103816778	1	6.023448996361084	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE
LOC103815634	phospholipase A and acyltransferase 1-like	-1.6905157647866205	NA	NA	0.016623665924068713	NA	NA	103815634	1	-0.775796946706239	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE
ARFIP1	ADP ribosylation factor interacting protein 1	0.26541504142677164	NA	NA	0.016742632028908137	NA	NA	103825975	1	2.3873290724764	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE
TSPAN5	tetraspanin 5	-0.6936773283966063	NA	NA	0.01685155930124226	NA	NA	103826036	1	7.602349345315867	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE
FAR1	fatty acyl-CoA reductase 1	0.3380531009417265	NA	NA	0.017003963952547357	NA	NA	103822107	1	4.5018183043534385	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE
PLP1	proteolipid protein 1	-0.8871212521345658	NA	NA	0.017232891421629235	NA	NA	103824235	1	-0.25023247910380897	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE
MRPS25	mitochondrial ribosomal protein S25	-0.28780269702169614	NA	NA	0.017270268217728504	NA	NA	103824148	1	3.605974732210006	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE
TSPAN33	tetraspanin 33	0.6059675482199526	NA	NA	0.017270268217728504	NA	NA	103825129	1	0.6987705034108388	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE
SRGAP3	SLIT-ROBO Rho GTPase activating protein 3	-0.6254283320376487	NA	NA	0.017270268217728504	NA	NA	103824136	1	6.259002123907703	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE
FZD1	frizzled class receptor 1	1.3060831577355132	NA	NA	0.01757070157891772	NA	NA	103813113	1	-1.2364735625057004	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE
EEF2	eukaryotic translation elongation factor 2	-0.35534151381582707	NA	NA	0.017742506097722443	NA	NA	103824534	1	11.505248392073081	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE
TSEN15	tRNA splicing endonuclease subunit 15	-0.32340575187543674	NA	NA	0.017742506097722443	NA	NA	103814814	1	5.384677585522626	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE
RPS6KA5	ribosomal protein S6 kinase A5	0.20356758704626285	NA	NA	0.017801489232005127	NA	NA	103826478	1	4.196018745773739	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE
SNRNP25	small nuclear ribonucleoprotein U11/U12 subunit 25	-0.3145644624335763	NA	NA	0.0178641266009708	NA	NA	103817743	1	4.721025051999647	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE
COMMD9	COMM domain containing 9	-0.3889362060523869	NA	NA	0.0178641266009708	NA	NA	103826726	1	2.7510693063999208	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE
RBFA	ribosome binding factor A	-0.3572448404244632	NA	NA	0.018403516233170752	NA	NA	103819424	1	1.7471944324986814	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE
PPP1CA	protein phosphatase 1 catalytic subunit alpha	-0.2193740965850653	NA	NA	0.018422306796980936	NA	NA	103822255	1	7.0489765629307595	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE
MALL	mal, T cell differentiation protein like	-0.5750654025612779	NA	NA	0.01853308459615849	NA	NA	103819259	1	4.2454068730439865	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE
CEP44	centrosomal protein 44	-0.4353259381943805	NA	NA	0.018561686997009278	NA	NA	103825873	1	4.085149223853428	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE
ABCG1	ATP binding cassette subfamily G member 1	1.0270791669442638	NA	NA	0.01904722943190591	NA	NA	103815745	1	-0.6232721703277544	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE
EIF2B3	eukaryotic translation initiation factor 2B subunit gamma	-0.21835045191560806	NA	NA	0.01952648973722678	NA	NA	103814976	1	5.2840358346910525	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE
PHF5A	PHD finger protein 5A	-0.25782360614628785	NA	NA	0.01952648973722678	NA	NA	103813613	1	5.522531842015902	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE
LOC127060573	atypical chemokine receptor 1-like	-0.6249629711671434	NA	NA	0.019785291624715953	NA	NA	127060573	1	3.039725648863612	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE
LOC127060788	uncharacterized LOC127060788	-0.4291695325602576	NA	NA	0.01978564183471929	NA	NA	127060788	1	3.833880053819631	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE
FAM98A	family with sequence similarity 98 member A	-0.1623021870673034	NA	NA	0.019793324102743183	NA	NA	103817467	1	6.438882462262388	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE
CAND2	cullin-associated NEDD8-dissociated protein 1-like	-0.41385571477867944	NA	NA	0.019793324102743183	NA	NA	103824142	1	2.857431941224014	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE
RGS10	regulator of G protein signaling 10	0.2625405042809853	NA	NA	0.019793324102743183	NA	NA	103814114	1	3.6080296230326505	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE
RAP1GAP2	RAP1 GTPase activating protein 2	-0.3225979381811543	NA	NA	0.019963622937189895	NA	NA	103820356	1	9.32612885040785	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE
IMPDH2	inosine monophosphate dehydrogenase 2	-0.1432646442721925	NA	NA	0.019963622937189895	NA	NA	103817188	1	5.954886835750302	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE
MTERF4	mitochondrial transcription termination factor 4	-0.4494289066071837	NA	NA	0.0202223570695415	NA	NA	103815499	1	0.7824395096267273	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE
ITPRIP	inositol 1,4,5-trisphosphate receptor interacting protein	0.4537610494844527	NA	NA	0.020227719293298533	NA	NA	103813839	1	4.055277384166944	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE
LOC103821091	molybdopterin synthase sulfur carrier subunit-like	-0.38746795440981435	NA	NA	0.020227719293298533	NA	NA	103821091	1	2.3281175677502297	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE
PIGL	phosphatidylinositol glycan anchor biosynthesis class L	-0.2811209270424653	NA	NA	0.020227719293298533	NA	NA	103820311	1	4.466846560083539	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE
NR1D2	nuclear receptor subfamily 1 group D member 2	0.23114305778383565	NA	NA	0.020227719293298533	NA	NA	103812931	1	7.524350355291501	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE
EEF1B2	eukaryotic translation elongation factor 1 beta 2	-0.43238784297747535	NA	NA	0.020227719293298533	NA	NA	103814485	1	9.803555740874893	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE
ANPEP	alanyl aminopeptidase, membrane	1.1228409296033213	NA	NA	0.020227719293298533	NA	NA	103816279	1	-1.3280214396496473	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE
SDR16C5	short chain dehydrogenase/reductase family 16C member 5	-0.42526805391601524	NA	NA	0.020227719293298533	NA	NA	103812390	1	3.634964875599852	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE
GNAS	GNAS complex locus	-0.15188450172098011	NA	NA	0.020227719293298533	NA	NA	103818880	1	6.619275091928608	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE
STT3B	STT3 oligosaccharyltransferase complex catalytic subunit B	0.29892968140594917	NA	NA	0.020227719293298533	NA	NA	103812945	1	3.537066757853643	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE
CTBP1	C-terminal binding protein 1	-0.18369418465029994	NA	NA	0.020227719293298533	NA	NA	103823604	1	8.230104349268792	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE
LOC103822424	glutathione S-transferase 2	-0.2302048252823907	NA	NA	0.020227719293298533	NA	NA	103822424	1	10.292851162021721	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE
LOC103817214	protocadherin-10-like	-0.44403072945890454	NA	NA	0.020227719293298533	NA	NA	103817214	1	2.3847830063850015	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE
MICOS13	mitochondrial contact site and cristae organizing system subunit 13	-0.4904136213569467	NA	NA	0.020650997248896658	NA	NA	MICOS13	1	0.9704164425409852	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE
UBE2Q2	ubiquitin conjugating enzyme E2 Q2	-0.17215250750587	NA	NA	0.020841081209031952	NA	NA	103823202	1	8.778382411373853	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE
NID2	nidogen 2	1.0444635978742043	NA	NA	0.020841081209031952	NA	NA	103826834	1	6.343995784326756	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE
SLC8A1	solute carrier family 8 member A1	0.7721594232925679	NA	NA	0.020841081209031952	NA	NA	103821334	1	1.3213697681613241	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE
MAPK15	mitogen-activated protein kinase 15	-0.5985433061060927	NA	NA	0.020841081209031952	NA	NA	103827118	1	-0.4164693026276962	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE
LOC127059853	uncharacterized LOC127059853	0.5940473439244953	NA	NA	0.020841081209031952	NA	NA	127059853	1	0.317858205775292	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE
PTGER2	prostaglandin E receptor 2	0.4445031856582339	NA	NA	0.020990626716505607	NA	NA	103826835	1	4.339114706057004	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE
RETSAT	retinol saturase	0.6737794183662585	NA	NA	0.020990626716505607	NA	NA	103822711	1	3.0889775968816533	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE
C1D	C1D nuclear receptor corepressor	0.3851906066318752	NA	NA	0.021004092724340732	NA	NA	103821358	1	4.841131106343151	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE
LOC127060934	leucine-rich repeat-containing protein 25-like	0.48276945046034714	NA	NA	0.021009697578787984	NA	NA	127060934	1	2.5961624056791823	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE
SMIM33	small integral membrane protein 33	1.4138777764752601	NA	NA	0.021169382020025735	NA	NA	115484236	1	-1.5171290283050296	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE
REV3L	REV3 like, DNA directed polymerase zeta catalytic subunit	-0.7187914294333663	NA	NA	0.021251113629694104	NA	NA	103822158	1	4.119914509422109	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE
INKA2	inka box actin regulator 2	0.9460996928864981	NA	NA	0.021251113629694104	NA	NA	INKA2	1	-1.3482356561831836	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE
LOC103821046	mesoderm induction early response protein 3-like	-0.28524090197877283	NA	NA	0.021251113629694104	NA	NA	103821046	1	3.9058647995283473	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE
SUMF2	sulfatase modifying factor 2	0.5602165041778017	NA	NA	0.021251113629694104	NA	NA	103820092	1	0.2606771979976568	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE
E2F1	E2F transcription factor 1	-0.31738874429839814	NA	NA	0.021695070575453692	NA	NA	103818778	1	5.02722372166404	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE
LOC103821022	molybdopterin synthase catalytic subunit	-0.34478295972007844	NA	NA	0.02208125031297669	NA	NA	103821022	1	3.28198743321476	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE
PRKAB2	protein kinase AMP-activated non-catalytic subunit beta 2	-0.18842794489685383	NA	NA	0.022264626621061698	NA	NA	103824682	1	3.6300303314434763	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE
GDAP1	ganglioside induced differentiation associated protein 1	-0.720163103328994	NA	NA	0.022268870203000748	NA	NA	103812952	1	-1.1189448853186221	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE
DNAJC15	DnaJ heat shock protein family (Hsp40) member C15	0.43325463502100164	NA	NA	0.022276485816289292	NA	NA	103827429	1	3.215068547652202	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE
PLS1	plastin 1	-0.9679868601535162	NA	NA	0.022276485816289292	NA	NA	103815413	1	-1.58907258341549	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE
LOC108962952	ninein-like protein	-0.4582412133873718	NA	NA	0.022276485816289292	NA	NA	108962952	1	0.8179120850824875	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE
LRPAP1	LDL receptor related protein associated protein 1	0.3172977909467114	NA	NA	0.022276485816289292	NA	NA	103826123	1	4.137128019479106	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE
FKBP3	FKBP prolyl isomerase 3	-0.4479267511327456	NA	NA	0.022512072912800173	NA	NA	103826819	1	5.648283022668164	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE
FGD3	FYVE, RhoGEF and PH domain containing 3	0.2250634235676326	NA	NA	0.022540772735071872	NA	NA	103817103	1	4.290241080062871	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE
ZNF341	zinc finger protein 341	-0.26928773476865436	NA	NA	0.022540772735071872	NA	NA	103818591	1	4.780624233903884	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE
LOC108963219	uncharacterized LOC108963219	-0.650734992570747	NA	NA	0.022597351754146684	NA	NA	108963219	1	0.05273484304222154	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE
MED21	mediator complex subunit 21	-0.21666715339259476	NA	NA	0.022597351754146684	NA	NA	103819688	1	6.486243686322355	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE
CTSA	cathepsin A	0.40837584619571937	NA	NA	0.02284073942728024	NA	NA	103818651	1	6.7257419817194055	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE
XDH	xanthine dehydrogenase	0.7371717734581787	NA	NA	0.02284073942728024	NA	NA	103821303	1	2.8485641611609824	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE
PXMP4	peroxisomal membrane protein 4	-0.16141951249122538	NA	NA	0.022903122922163545	NA	NA	103818592	1	6.948823318369712	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE
RRP9	ribosomal RNA processing 9, U3 small nucleolar RNA binding protein	0.5613813678734749	NA	NA	0.022903122922163545	NA	NA	103824298	1	1.4798245836158197	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE
DAZAP1	DAZ associated protein 1	-0.19045829256645708	NA	NA	0.022903122922163545	NA	NA	108963055	1	7.466554119548539	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE
IGFN1	immunoglobulin like and fibronectin type III domain containing 1	-0.5174138236477859	NA	NA	0.023095568579419315	NA	NA	103822446	1	0.6867263619145995	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE
TTC5	tetratricopeptide repeat domain 5	-0.28027843465262575	NA	NA	0.023095568579419315	NA	NA	108963871	1	2.9218969726416035	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE
CRAT	carnitine O-acetyltransferase	-0.13986828638177154	NA	NA	0.023182372322113638	NA	NA	103819011	1	6.675127099280922	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE
ARHGAP26	Rho GTPase activating protein 26	0.4816485853876056	NA	NA	0.023354223499764258	NA	NA	103817398	1	7.061819785907217	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE
TSPAN8	tetraspanin 8	0.6215703093291511	NA	NA	0.023499962675552575	NA	NA	103813443	1	1.5660932214625447	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE
KLHDC10	kelch domain containing 10	-0.14612095320031535	NA	NA	0.023760485875140687	NA	NA	103822500	1	5.336081946755345	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE
RPS16	ribosomal protein S16	-0.3571479353653691	NA	NA	0.02391689515884239	NA	NA	103813425	1	6.639191727068811	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE
LOC103822899	phospholipid-transporting ATPase ID-like	0.5577552208129478	NA	NA	0.02391689515884239	NA	NA	103822899	1	1.855853148721971	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE
BST1	ADP-ribosyl cyclase/cyclic ADP-ribose hydrolase 2	0.5180964711521411	NA	NA	0.02391689515884239	NA	NA	103824309	1	3.704440288977609	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE
CCNDBP1	cyclin D1 binding protein 1	-0.2839908704996358	NA	NA	0.02428740564513844	NA	NA	103818811	1	6.406608124633532	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE
TOM1	target of myb1 membrane trafficking protein	-0.17842551247352	NA	NA	0.02428740564513844	NA	NA	103813210	1	4.448629716238873	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE
FMNL3	formin like 3	-0.42844204495241067	NA	NA	0.02428740564513844	NA	NA	103824615	1	5.0552009253574814	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE
KCNK1	potassium two pore domain channel subfamily K member 1	0.4232334478616169	NA	NA	0.02428740564513844	NA	NA	103818514	1	0.8565114964311689	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE
MED22	mediator complex subunit 22	-0.19608892288684282	NA	NA	0.024476423212524093	NA	NA	103818973	1	7.055568035056096	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE
LOC115483849	laminin subunit beta-1-like	-0.6398280782109262	NA	NA	0.02450296289871796	NA	NA	115483849	1	2.690736842547511	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE
DISP1	dispatched RND transporter family member 1	-0.3194151847221024	NA	NA	0.02450296289871796	NA	NA	103822196	1	2.6077779248756627	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE
PIP4K2C	phosphatidylinositol-5-phosphate 4-kinase type 2 gamma	-0.16935316744500298	NA	NA	0.02450296289871796	NA	NA	115484805	1	5.488612783040961	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE
CAMKK2	calcium/calmodulin dependent protein kinase kinase 2	0.43595055354858503	NA	NA	0.02450296289871796	NA	NA	103818321	1	3.891489219734894	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE
XKRX	XK related X-linked	-0.3845254992755527	NA	NA	0.02450296289871796	NA	NA	103816585	1	6.464928150468591	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE
NUP214	nucleoporin 214	-0.1791442192277615	NA	NA	0.02450296289871796	NA	NA	103818993	1	4.520016720071944	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE
LOC127061151	EGF-containing fibulin-like extracellular matrix protein 2	-0.3639087609023528	NA	NA	0.02452404147005489	NA	NA	127061151	1	2.297644392420339	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE
SLC5A6	solute carrier family 5 member 6	0.5848474104622922	NA	NA	0.02502813341455735	NA	NA	127059995	1	-0.04107592240687611	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE
KIAA1614	KIAA1614 ortholog	0.3267052213525404	NA	NA	0.02502813341455735	NA	NA	108963345	1	1.2783004814030747	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE
ATP5MF	ATP synthase membrane subunit f	-0.2879013040140937	NA	NA	0.02505726137592628	NA	NA	ATP5MF	1	6.339644388120095	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE
CNOT9	CCR4-NOT transcription complex subunit 9	-0.14422430698340968	NA	NA	0.025108932961756984	NA	NA	103814351	1	4.958233845185267	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE
PGRMC2	progesterone receptor membrane component 2	-0.27661537081342097	NA	NA	0.025127824316869826	NA	NA	103821442	1	4.088144691528667	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE
MAIP1	matrix AAA peptidase interacting protein 1	-0.27579311771364384	NA	NA	0.025311361632464217	NA	NA	MAIP1	1	4.449111035565345	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE
TRRAP	transformation/transcription domain associated protein	-0.2100885559477305	NA	NA	0.025311361632464217	NA	NA	103817653	1	5.4518011191071745	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE
LOC127059481	uncharacterized LOC127059481	-0.48006462799425026	NA	NA	0.025369369924490532	NA	NA	127059481	1	-0.32383218493498633	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE
LOC103824835	60S ribosomal protein L37-like	-0.3518263729276983	NA	NA	0.025369369924490532	NA	NA	103824835	1	6.9784216482120085	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE
VCAN	versican	0.6349948110765646	NA	NA	0.025369369924490532	NA	NA	103823054	1	2.550951104936495	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE
MGAT2	alpha-1,6-mannosyl-glycoprotein 2-beta-N-acetylglucosaminyltransferase	0.2820057730504059	NA	NA	0.025587106898496775	NA	NA	115485398	1	3.2252864941396653	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE
POU6F1	POU class 6 homeobox 1	-0.4866866657181123	NA	NA	0.0263009674401403	NA	NA	103823871	1	2.4769287271801668	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE
SH3TC2	SH3 domain and tetratricopeptide repeats 2	0.6114393941468711	NA	NA	0.0263009674401403	NA	NA	103817525	1	2.2118931332857485	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE
PGS1	phosphatidylglycerophosphate synthase 1	-0.19985867984379665	NA	NA	0.026306423512611567	NA	NA	103819926	1	4.5595968592861	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE
FIBP	FGF1 intracellular binding protein	-0.21779608341509676	NA	NA	0.026306423512611567	NA	NA	127061153	1	4.482675745911147	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE
NT5DC1	5'-nucleotidase domain containing 1	0.45846520846821104	NA	NA	0.026306423512611567	NA	NA	103818484	1	0.6259828226433334	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE
SRSF6	serine and arginine rich splicing factor 6	-0.14734459745397724	NA	NA	0.026306423512611567	NA	NA	103823651	1	9.561903297958755	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE
RPL5	ribosomal protein L5	-0.30787642078776345	NA	NA	0.026306423512611567	NA	NA	103815140	1	8.520481745310475	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE
TPPP3	tubulin polymerization promoting protein family member 3	0.8366876237712585	NA	NA	0.026369543324645875	NA	NA	103816682	1	3.2738665933440663	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE
LOC127059128	histone H2B 5-like	-0.5134065666757809	NA	NA	0.02654527446415817	NA	NA	127059128	1	4.16076985180103	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE
