Sample	Filename	File type	Encoding	Total Sequences	Sequences flagged as poor quality	Sequence length	%GC	total_deduplicated_percentage	avg_sequence_length	basic_statistics	per_base_sequence_quality	per_tile_sequence_quality	per_sequence_quality_scores	per_base_sequence_content	per_sequence_gc_content	per_base_n_content	sequence_length_distribution	sequence_duplication_levels	overrepresented_sequences	adapter_content
ES54_SEM19-74_MG-protein_14_1	ES54_SEM19-74_MG-protein_14_1.gz	Conventional base calls	Sanger / Illumina 1.9	42985934.0	0.0	50.0	53.0	19.108450683192867	50.0	pass	pass	pass	pass	fail	fail	pass	pass	fail	warn	pass
ES54_SEM19-74_MG-protein_14_2	ES54_SEM19-74_MG-protein_14_2.gz	Conventional base calls	Sanger / Illumina 1.9	42985934.0	0.0	50.0	56.0	23.142528628510917	50.0	pass	pass	pass	pass	warn	fail	pass	pass	fail	warn	pass
ES55_SEM19-74_MG-protein_21_1	ES55_SEM19-74_MG-protein_21_1.gz	Conventional base calls	Sanger / Illumina 1.9	38374451.0	0.0	50.0	51.0	20.408628019845963	50.0	pass	pass	pass	pass	fail	fail	pass	pass	fail	fail	pass
ES55_SEM19-74_MG-protein_21_2	ES55_SEM19-74_MG-protein_21_2.gz	Conventional base calls	Sanger / Illumina 1.9	38374451.0	0.0	50.0	56.0	25.07791830658973	50.0	pass	pass	pass	pass	warn	fail	pass	pass	fail	warn	pass
ES56_Blue-050_Control-lipid_21_1	ES56_Blue-050_Control-lipid_21_1.gz	Conventional base calls	Sanger / Illumina 1.9	49008438.0	0.0	50.0	54.0	17.988569453913353	50.0	pass	pass	pass	pass	fail	fail	pass	pass	fail	warn	pass
ES56_Blue-050_Control-lipid_21_2	ES56_Blue-050_Control-lipid_21_2.gz	Conventional base calls	Sanger / Illumina 1.9	49008438.0	0.0	50.0	57.0	22.71749098822561	50.0	pass	pass	pass	pass	warn	fail	pass	pass	fail	fail	pass
ES57_Blue-031_MG-lipid_0_1	ES57_Blue-031_MG-lipid_0_1.gz	Conventional base calls	Sanger / Illumina 1.9	52900129.0	0.0	50.0	54.0	15.716622948151501	50.0	pass	pass	pass	pass	fail	fail	pass	pass	fail	warn	pass
ES57_Blue-031_MG-lipid_0_2	ES57_Blue-031_MG-lipid_0_2.gz	Conventional base calls	Sanger / Illumina 1.9	52900129.0	0.0	50.0	57.0	18.959406614961	50.0	pass	pass	pass	pass	warn	fail	pass	pass	fail	fail	pass
ES58_Blue-032_MG-protein_0_1	ES58_Blue-032_MG-protein_0_1.gz	Conventional base calls	Sanger / Illumina 1.9	50394725.0	0.0	50.0	52.0	18.217743298776135	50.0	pass	pass	pass	pass	fail	fail	pass	pass	fail	fail	pass
ES58_Blue-032_MG-protein_0_2	ES58_Blue-032_MG-protein_0_2.gz	Conventional base calls	Sanger / Illumina 1.9	50394725.0	0.0	50.0	56.0	22.510808816169874	50.0	pass	pass	pass	pass	warn	fail	pass	pass	fail	warn	pass
ES59_Blue-032_MG-protein_14_1	ES59_Blue-032_MG-protein_14_1.gz	Conventional base calls	Sanger / Illumina 1.9	47661017.0	0.0	50.0	52.0	18.897763493217855	50.0	pass	pass	pass	pass	fail	fail	pass	pass	fail	fail	pass
ES59_Blue-032_MG-protein_14_2	ES59_Blue-032_MG-protein_14_2.gz	Conventional base calls	Sanger / Illumina 1.9	47661017.0	0.0	50.0	56.0	23.229318111671347	50.0	pass	pass	pass	pass	warn	fail	pass	pass	fail	warn	pass
ES5_164_Control-protein_14_1	ES5_164_Control-protein_14_1.gz	Conventional base calls	Sanger / Illumina 1.9	42390293.0	0.0	50.0	53.0	20.994722732962924	50.0	pass	pass	pass	pass	fail	fail	pass	pass	fail	warn	pass
ES5_164_Control-protein_14_2	ES5_164_Control-protein_14_2.gz	Conventional base calls	Sanger / Illumina 1.9	42390293.0	0.0	50.0	56.0	25.135858936793788	50.0	pass	pass	pass	pass	warn	fail	pass	pass	fail	warn	pass
ES60_Blue-032_MG-protein_21_1	ES60_Blue-032_MG-protein_21_1.gz	Conventional base calls	Sanger / Illumina 1.9	42841580.0	0.0	50.0	52.0	19.616071116028518	50.0	pass	pass	pass	pass	fail	fail	pass	pass	fail	fail	pass
ES60_Blue-032_MG-protein_21_2	ES60_Blue-032_MG-protein_21_2.gz	Conventional base calls	Sanger / Illumina 1.9	42841580.0	0.0	50.0	56.0	24.43575325871629	50.0	pass	pass	pass	pass	warn	fail	pass	pass	fail	warn	pass
ES61_Blue-035_MG-protein_0_1	ES61_Blue-035_MG-protein_0_1.gz	Conventional base calls	Sanger / Illumina 1.9	39132317.0	0.0	50.0	53.0	22.85072638201934	50.0	pass	pass	pass	pass	fail	fail	pass	pass	fail	warn	pass
ES61_Blue-035_MG-protein_0_2	ES61_Blue-035_MG-protein_0_2.gz	Conventional base calls	Sanger / Illumina 1.9	39132317.0	0.0	50.0	56.0	26.679284357543743	50.0	pass	pass	pass	pass	warn	fail	pass	pass	fail	warn	pass
ES62_Blue-035_MG-protein_14_1	ES62_Blue-035_MG-protein_14_1.gz	Conventional base calls	Sanger / Illumina 1.9	44900450.0	0.0	50.0	53.0	21.273110450765536	50.0	pass	pass	pass	pass	fail	fail	pass	pass	fail	warn	pass
ES62_Blue-035_MG-protein_14_2	ES62_Blue-035_MG-protein_14_2.gz	Conventional base calls	Sanger / Illumina 1.9	44900450.0	0.0	50.0	56.0	26.231397094291758	50.0	pass	pass	pass	pass	warn	fail	pass	pass	fail	warn	pass
ES63_Blue-035_MG-protein_21_1	ES63_Blue-035_MG-protein_21_1.gz	Conventional base calls	Sanger / Illumina 1.9	41264470.0	0.0	50.0	53.0	22.179257957498443	50.0	pass	pass	pass	pass	fail	fail	pass	pass	fail	warn	pass
ES63_Blue-035_MG-protein_21_2	ES63_Blue-035_MG-protein_21_2.gz	Conventional base calls	Sanger / Illumina 1.9	41264470.0	0.0	50.0	57.0	27.067299255027894	50.0	pass	pass	pass	pass	warn	fail	pass	pass	fail	warn	pass
ES64_SEM19-1481_MG-lipid_21_1	ES64_SEM19-1481_MG-lipid_21_1.gz	Conventional base calls	Sanger / Illumina 1.9	46678182.0	0.0	50.0	53.0	19.223186981856337	50.0	pass	pass	pass	pass	fail	fail	pass	pass	fail	warn	pass
ES64_SEM19-1481_MG-lipid_21_2	ES64_SEM19-1481_MG-lipid_21_2.gz	Conventional base calls	Sanger / Illumina 1.9	46678182.0	0.0	50.0	57.0	23.54561763912062	50.0	pass	pass	pass	pass	warn	fail	pass	pass	fail	warn	pass
ES65_106_NA_0_1	ES65_106_NA_0_1.gz	Conventional base calls	Sanger / Illumina 1.9	45915339.0	0.0	50.0	53.0	18.078700210936976	50.0	pass	pass	pass	pass	fail	fail	pass	pass	fail	warn	pass
ES65_106_NA_0_2	ES65_106_NA_0_2.gz	Conventional base calls	Sanger / Illumina 1.9	45915339.0	0.0	50.0	57.0	23.006781213194046	50.0	pass	pass	pass	pass	warn	fail	pass	pass	fail	warn	pass
ES66_617_Control-protein_14_1	ES66_617_Control-protein_14_1.gz	Conventional base calls	Sanger / Illumina 1.9	43389251.0	0.0	50.0	52.0	17.56919341767512	50.0	pass	pass	pass	pass	fail	fail	pass	pass	fail	fail	pass
ES66_617_Control-protein_14_2	ES66_617_Control-protein_14_2.gz	Conventional base calls	Sanger / Illumina 1.9	43389251.0	0.0	50.0	57.0	22.84494013072027	50.0	pass	pass	pass	pass	warn	fail	pass	pass	fail	warn	pass
ES67_Blue-037_MG-protein_0_1	ES67_Blue-037_MG-protein_0_1.gz	Conventional base calls	Sanger / Illumina 1.9	43114045.0	0.0	50.0	51.0	22.590050532439584	50.0	pass	pass	pass	pass	fail	fail	pass	pass	fail	fail	pass
ES67_Blue-037_MG-protein_0_2	ES67_Blue-037_MG-protein_0_2.gz	Conventional base calls	Sanger / Illumina 1.9	43114045.0	0.0	50.0	55.0	26.95825470208955	50.0	pass	pass	pass	pass	warn	fail	pass	pass	fail	fail	pass
ES68_Blue-037_MG-protein_14_1	ES68_Blue-037_MG-protein_14_1.gz	Conventional base calls	Sanger / Illumina 1.9	38873266.0	0.0	50.0	51.0	23.23546553948693	50.0	pass	pass	pass	pass	fail	fail	pass	pass	fail	fail	pass
ES68_Blue-037_MG-protein_14_2	ES68_Blue-037_MG-protein_14_2.gz	Conventional base calls	Sanger / Illumina 1.9	38873266.0	0.0	50.0	56.0	28.338863912675343	50.0	pass	pass	pass	pass	warn	fail	pass	pass	fail	warn	pass
ES69_Blue-037_MG-protein_21_1	ES69_Blue-037_MG-protein_21_1.gz	Conventional base calls	Sanger / Illumina 1.9	41538314.0	0.0	50.0	51.0	23.711580584828745	50.0	pass	pass	pass	pass	fail	fail	pass	pass	fail	fail	pass
ES69_Blue-037_MG-protein_21_2	ES69_Blue-037_MG-protein_21_2.gz	Conventional base calls	Sanger / Illumina 1.9	41538314.0	0.0	50.0	55.0	28.076329650151838	50.0	pass	pass	pass	pass	warn	fail	pass	pass	fail	warn	pass
ES6_164_Control-protein_21_1	ES6_164_Control-protein_21_1.gz	Conventional base calls	Sanger / Illumina 1.9	41554569.0	0.0	50.0	52.0	22.990139608493077	50.0	pass	pass	pass	pass	fail	fail	pass	pass	fail	warn	pass
ES6_164_Control-protein_21_2	ES6_164_Control-protein_21_2.gz	Conventional base calls	Sanger / Illumina 1.9	41554569.0	0.0	50.0	56.0	27.237120319438496	50.0	pass	pass	pass	pass	warn	fail	pass	pass	fail	warn	pass
ES70_Blue-039_Control-lipid_0_1	ES70_Blue-039_Control-lipid_0_1.gz	Conventional base calls	Sanger / Illumina 1.9	55078029.0	0.0	50.0	53.0	17.47915077170368	50.0	pass	pass	pass	pass	fail	fail	pass	pass	fail	warn	pass
ES70_Blue-039_Control-lipid_0_2	ES70_Blue-039_Control-lipid_0_2.gz	Conventional base calls	Sanger / Illumina 1.9	55078029.0	0.0	50.0	57.0	21.30321644596631	50.0	pass	pass	pass	pass	warn	fail	pass	pass	fail	warn	pass
ES71_Blue-039_Control-lipid_14_1	ES71_Blue-039_Control-lipid_14_1.gz	Conventional base calls	Sanger / Illumina 1.9	39092259.0	0.0	50.0	52.0	19.86911240844628	50.0	pass	pass	pass	pass	fail	fail	pass	pass	fail	fail	pass
ES71_Blue-039_Control-lipid_14_2	ES71_Blue-039_Control-lipid_14_2.gz	Conventional base calls	Sanger / Illumina 1.9	39092259.0	0.0	50.0	56.0	23.800002670739797	50.0	pass	pass	pass	pass	warn	fail	pass	pass	fail	warn	pass
ES72_Blue-039_Control-lipid_21_1	ES72_Blue-039_Control-lipid_21_1.gz	Conventional base calls	Sanger / Illumina 1.9	43565736.0	0.0	50.0	52.0	18.61019418226842	50.0	pass	pass	pass	pass	fail	fail	pass	pass	fail	fail	pass
ES72_Blue-039_Control-lipid_21_2	ES72_Blue-039_Control-lipid_21_2.gz	Conventional base calls	Sanger / Illumina 1.9	43565736.0	0.0	50.0	56.0	24.081675541353754	50.0	pass	pass	pass	pass	warn	fail	pass	pass	fail	warn	pass
ES73_Blue-042_MG-protein_0_1	ES73_Blue-042_MG-protein_0_1.gz	Conventional base calls	Sanger / Illumina 1.9	54067108.0	0.0	50.0	53.0	16.61519881089166	50.0	pass	pass	pass	pass	fail	fail	pass	pass	fail	warn	pass
ES73_Blue-042_MG-protein_0_2	ES73_Blue-042_MG-protein_0_2.gz	Conventional base calls	Sanger / Illumina 1.9	54067108.0	0.0	50.0	57.0	21.38624500109032	50.0	pass	pass	pass	pass	warn	fail	pass	pass	fail	warn	pass
ES74_Blue-042_MG-protein_14_1	ES74_Blue-042_MG-protein_14_1.gz	Conventional base calls	Sanger / Illumina 1.9	50856622.0	0.0	50.0	52.0	18.49855275329394	50.0	pass	pass	pass	pass	fail	fail	pass	pass	fail	fail	pass
ES74_Blue-042_MG-protein_14_2	ES74_Blue-042_MG-protein_14_2.gz	Conventional base calls	Sanger / Illumina 1.9	50856622.0	0.0	50.0	56.0	23.93115145530203	50.0	pass	pass	pass	pass	warn	fail	pass	pass	fail	warn	pass
ES75_Blue-042_MG-protein_21_1	ES75_Blue-042_MG-protein_21_1.gz	Conventional base calls	Sanger / Illumina 1.9	48752999.0	0.0	50.0	53.0	17.225125517606987	50.0	pass	pass	pass	pass	fail	fail	pass	pass	fail	fail	pass
ES75_Blue-042_MG-protein_21_2	ES75_Blue-042_MG-protein_21_2.gz	Conventional base calls	Sanger / Illumina 1.9	48752999.0	0.0	50.0	57.0	21.108294632980062	50.0	pass	pass	pass	pass	warn	fail	pass	pass	fail	warn	pass
ES76_Blue-043_MG-lipid_0_1	ES76_Blue-043_MG-lipid_0_1.gz	Conventional base calls	Sanger / Illumina 1.9	41698955.0	0.0	50.0	52.0	21.90835214918976	50.0	pass	pass	pass	pass	fail	fail	pass	pass	fail	fail	pass
ES76_Blue-043_MG-lipid_0_2	ES76_Blue-043_MG-lipid_0_2.gz	Conventional base calls	Sanger / Illumina 1.9	41698955.0	0.0	50.0	56.0	25.69322878174496	50.0	pass	pass	pass	pass	warn	fail	pass	pass	fail	warn	pass
ES77_Blue-043_MG-lipid_14_1	ES77_Blue-043_MG-lipid_14_1.gz	Conventional base calls	Sanger / Illumina 1.9	46808497.0	0.0	50.0	53.0	22.82684969879451	50.0	pass	pass	pass	pass	fail	fail	pass	pass	fail	warn	pass
ES77_Blue-043_MG-lipid_14_2	ES77_Blue-043_MG-lipid_14_2.gz	Conventional base calls	Sanger / Illumina 1.9	46808497.0	0.0	50.0	56.0	26.063894377828056	50.0	pass	pass	pass	pass	warn	fail	pass	pass	fail	warn	pass
ES78_Blue-043_MG-lipid_21_1	ES78_Blue-043_MG-lipid_21_1.gz	Conventional base calls	Sanger / Illumina 1.9	50869044.0	0.0	50.0	52.0	22.334924534828975	50.0	pass	pass	pass	pass	fail	fail	pass	pass	fail	warn	pass
ES78_Blue-043_MG-lipid_21_2	ES78_Blue-043_MG-lipid_21_2.gz	Conventional base calls	Sanger / Illumina 1.9	50869044.0	0.0	50.0	56.0	25.41762038537001	50.0	pass	pass	pass	pass	fail	fail	pass	pass	fail	warn	pass
ES79_Blue-050_Control-lipid_0_1	ES79_Blue-050_Control-lipid_0_1.gz	Conventional base calls	Sanger / Illumina 1.9	39723303.0	0.0	50.0	52.0	21.432541800661593	50.0	pass	pass	pass	pass	fail	fail	pass	pass	fail	fail	pass
ES79_Blue-050_Control-lipid_0_2	ES79_Blue-050_Control-lipid_0_2.gz	Conventional base calls	Sanger / Illumina 1.9	39723303.0	0.0	50.0	56.0	26.390289634303187	50.0	pass	pass	pass	pass	warn	fail	pass	pass	fail	fail	pass
ES7_SEM19-1354_Control-protein_14_1	ES7_SEM19-1354_Control-protein_14_1.gz	Conventional base calls	Sanger / Illumina 1.9	43586968.0	0.0	50.0	53.0	20.199920398971457	50.0	pass	pass	pass	pass	fail	fail	pass	pass	fail	warn	pass
ES7_SEM19-1354_Control-protein_14_2	ES7_SEM19-1354_Control-protein_14_2.gz	Conventional base calls	Sanger / Illumina 1.9	43586968.0	0.0	50.0	56.0	23.38072798743921	50.0	pass	pass	pass	pass	warn	fail	pass	pass	fail	warn	pass
ES80_Blue-050_Control-lipid_14_1	ES80_Blue-050_Control-lipid_14_1.gz	Conventional base calls	Sanger / Illumina 1.9	42584696.0	0.0	50.0	53.0	18.788976110466013	50.0	pass	pass	pass	pass	fail	fail	pass	pass	fail	fail	pass
ES80_Blue-050_Control-lipid_14_2	ES80_Blue-050_Control-lipid_14_2.gz	Conventional base calls	Sanger / Illumina 1.9	42584696.0	0.0	50.0	57.0	23.899046780197153	50.0	pass	pass	pass	pass	warn	fail	pass	pass	fail	fail	pass
ES81_Blue-047_Control-lipid_0_1	ES81_Blue-047_Control-lipid_0_1.gz	Conventional base calls	Sanger / Illumina 1.9	45744603.0	0.0	50.0	53.0	17.784038325234537	50.0	pass	pass	pass	pass	fail	fail	pass	pass	fail	warn	pass
ES81_Blue-047_Control-lipid_0_2	ES81_Blue-047_Control-lipid_0_2.gz	Conventional base calls	Sanger / Illumina 1.9	45744603.0	0.0	50.0	57.0	22.85352323912087	50.0	pass	pass	pass	pass	warn	fail	pass	pass	fail	warn	pass
ES82_Blue-047_Control-lipid_14_1	ES82_Blue-047_Control-lipid_14_1.gz	Conventional base calls	Sanger / Illumina 1.9	30270088.0	0.0	50.0	57.0	18.08693731603016	50.0	pass	pass	pass	pass	fail	fail	pass	pass	fail	warn	pass
ES82_Blue-047_Control-lipid_14_2	ES82_Blue-047_Control-lipid_14_2.gz	Conventional base calls	Sanger / Illumina 1.9	30270088.0	0.0	50.0	60.0	23.89127640508572	50.0	pass	pass	pass	pass	warn	fail	pass	pass	fail	fail	pass
ES83_SEM19-1481_MG-lipid_0_1	ES83_SEM19-1481_MG-lipid_0_1.gz	Conventional base calls	Sanger / Illumina 1.9	47362824.0	0.0	50.0	53.0	19.245829156807282	50.0	pass	pass	pass	pass	fail	fail	pass	pass	fail	warn	pass
ES83_SEM19-1481_MG-lipid_0_2	ES83_SEM19-1481_MG-lipid_0_2.gz	Conventional base calls	Sanger / Illumina 1.9	47362824.0	0.0	50.0	57.0	23.34561572940401	50.0	pass	pass	pass	pass	warn	fail	pass	pass	fail	warn	pass
ES84_LD19-239_MG-lipid_0_1	ES84_LD19-239_MG-lipid_0_1.gz	Conventional base calls	Sanger / Illumina 1.9	46804558.0	0.0	50.0	52.0	20.15282502433999	50.0	pass	pass	pass	pass	fail	fail	pass	pass	fail	fail	pass
ES84_LD19-239_MG-lipid_0_2	ES84_LD19-239_MG-lipid_0_2.gz	Conventional base calls	Sanger / Illumina 1.9	46804558.0	0.0	50.0	56.0	24.515633363181465	50.0	pass	pass	pass	pass	warn	fail	pass	pass	fail	warn	pass
ES85_orange-24_Control-protein_0_1	ES85_orange-24_Control-protein_0_1.gz	Conventional base calls	Sanger / Illumina 1.9	45239225.0	0.0	50.0	54.0	20.215585119223515	50.0	pass	pass	pass	pass	fail	fail	pass	pass	fail	warn	pass
ES85_orange-24_Control-protein_0_2	ES85_orange-24_Control-protein_0_2.gz	Conventional base calls	Sanger / Illumina 1.9	45239225.0	0.0	50.0	57.0	23.3185178907968	50.0	pass	pass	pass	pass	warn	fail	pass	pass	fail	warn	pass
ES86_orange-24_Control-protein_14_1	ES86_orange-24_Control-protein_14_1.gz	Conventional base calls	Sanger / Illumina 1.9	35737652.0	0.0	50.0	53.0	20.443078256536676	50.0	pass	pass	pass	pass	fail	fail	pass	pass	fail	warn	pass
ES86_orange-24_Control-protein_14_2	ES86_orange-24_Control-protein_14_2.gz	Conventional base calls	Sanger / Illumina 1.9	35737652.0	0.0	50.0	57.0	23.675142422317094	50.0	pass	pass	pass	pass	warn	fail	pass	pass	fail	warn	pass
ES87_orange-24_Control-protein_21_1	ES87_orange-24_Control-protein_21_1.gz	Conventional base calls	Sanger / Illumina 1.9	44212800.0	0.0	50.0	54.0	19.45055130299825	50.0	pass	pass	pass	pass	fail	fail	pass	pass	fail	warn	pass
ES87_orange-24_Control-protein_21_2	ES87_orange-24_Control-protein_21_2.gz	Conventional base calls	Sanger / Illumina 1.9	44212800.0	0.0	50.0	57.0	23.10971591235168	50.0	pass	pass	pass	pass	warn	fail	pass	pass	fail	warn	pass
ES88_610_MG-protein_0_1	ES88_610_MG-protein_0_1.gz	Conventional base calls	Sanger / Illumina 1.9	49105301.0	0.0	50.0	53.0	18.449383829794414	50.0	pass	pass	pass	pass	fail	fail	pass	pass	fail	warn	pass
ES88_610_MG-protein_0_2	ES88_610_MG-protein_0_2.gz	Conventional base calls	Sanger / Illumina 1.9	49105301.0	0.0	50.0	57.0	21.414691636551325	50.0	pass	pass	pass	pass	warn	fail	pass	pass	fail	warn	pass
ES89_Blue-049_Control-protein_0_1	ES89_Blue-049_Control-protein_0_1.gz	Conventional base calls	Sanger / Illumina 1.9	300810.0	0.0	50.0	48.0	15.003158139689504	50.0	pass	pass	warn	pass	fail	fail	pass	pass	fail	fail	pass
ES89_Blue-049_Control-protein_0_2	ES89_Blue-049_Control-protein_0_2.gz	Conventional base calls	Sanger / Illumina 1.9	300810.0	0.0	50.0	56.0	60.44907626369845	50.0	pass	fail	warn	pass	fail	fail	pass	pass	warn	fail	pass
ES8_SEM19-1354_Control-protein_21_1	ES8_SEM19-1354_Control-protein_21_1.gz	Conventional base calls	Sanger / Illumina 1.9	46215514.0	0.0	50.0	53.0	20.367229950139127	50.0	pass	pass	pass	pass	fail	fail	pass	pass	fail	warn	pass
ES8_SEM19-1354_Control-protein_21_2	ES8_SEM19-1354_Control-protein_21_2.gz	Conventional base calls	Sanger / Illumina 1.9	46215514.0	0.0	50.0	56.0	24.32302541042992	50.0	pass	pass	pass	pass	warn	fail	pass	pass	fail	warn	pass
ES90_Blue-049_Control-protein_14_1	ES90_Blue-049_Control-protein_14_1.gz	Conventional base calls	Sanger / Illumina 1.9	45021520.0	0.0	50.0	53.0	18.16046487857433	50.0	pass	pass	pass	pass	fail	fail	pass	pass	fail	fail	pass
ES90_Blue-049_Control-protein_14_2	ES90_Blue-049_Control-protein_14_2.gz	Conventional base calls	Sanger / Illumina 1.9	45021520.0	0.0	50.0	57.0	23.17629261690043	50.0	pass	pass	pass	pass	warn	fail	pass	pass	fail	warn	pass
ES91_Blue-049_Control-protein_21_1	ES91_Blue-049_Control-protein_21_1.gz	Conventional base calls	Sanger / Illumina 1.9	42838386.0	0.0	50.0	52.0	18.380562568530777	50.0	pass	pass	pass	pass	fail	fail	pass	pass	fail	fail	pass
ES91_Blue-049_Control-protein_21_2	ES91_Blue-049_Control-protein_21_2.gz	Conventional base calls	Sanger / Illumina 1.9	42838386.0	0.0	50.0	57.0	22.92553037641461	50.0	pass	pass	pass	pass	warn	fail	pass	pass	fail	warn	pass
ES92_SEM19-76_MG-lipid_0_1	ES92_SEM19-76_MG-lipid_0_1.gz	Conventional base calls	Sanger / Illumina 1.9	50014098.0	0.0	50.0	53.0	16.691302859422073	50.0	pass	pass	pass	pass	fail	fail	pass	pass	fail	warn	pass
ES92_SEM19-76_MG-lipid_0_2	ES92_SEM19-76_MG-lipid_0_2.gz	Conventional base calls	Sanger / Illumina 1.9	50014098.0	0.0	50.0	57.0	21.870784410259244	50.0	pass	pass	pass	pass	warn	fail	pass	pass	fail	fail	pass
ES93_SEM19-76_MG-lipid_14_1	ES93_SEM19-76_MG-lipid_14_1.gz	Conventional base calls	Sanger / Illumina 1.9	48222631.0	0.0	50.0	53.0	18.803760768853493	50.0	pass	pass	pass	pass	fail	fail	pass	pass	fail	warn	pass
ES93_SEM19-76_MG-lipid_14_2	ES93_SEM19-76_MG-lipid_14_2.gz	Conventional base calls	Sanger / Illumina 1.9	48222631.0	0.0	50.0	57.0	23.068987392532073	50.0	pass	pass	pass	pass	warn	fail	pass	pass	fail	warn	pass
ES94_SEM19-76_MG-lipid_21_1	ES94_SEM19-76_MG-lipid_21_1.gz	Conventional base calls	Sanger / Illumina 1.9	49787416.0	0.0	50.0	52.0	17.795699726520166	50.0	pass	pass	pass	pass	fail	fail	pass	pass	fail	fail	pass
ES94_SEM19-76_MG-lipid_21_2	ES94_SEM19-76_MG-lipid_21_2.gz	Conventional base calls	Sanger / Illumina 1.9	49787416.0	0.0	50.0	56.0	22.061923330033213	50.0	pass	pass	pass	pass	warn	fail	pass	pass	fail	fail	pass
ES95_610_MG-protein_14_1	ES95_610_MG-protein_14_1.gz	Conventional base calls	Sanger / Illumina 1.9	50223799.0	0.0	50.0	53.0	19.524639700848752	50.0	pass	pass	pass	pass	fail	fail	pass	pass	fail	warn	pass
ES95_610_MG-protein_14_2	ES95_610_MG-protein_14_2.gz	Conventional base calls	Sanger / Illumina 1.9	50223799.0	0.0	50.0	57.0	24.264021884583165	50.0	pass	pass	pass	pass	warn	fail	pass	pass	fail	warn	pass
ES96_610_MG-protein_21_1	ES96_610_MG-protein_21_1.gz	Conventional base calls	Sanger / Illumina 1.9	48710026.0	0.0	50.0	52.0	21.035113885235134	50.0	pass	pass	pass	pass	fail	fail	pass	pass	fail	warn	pass
ES96_610_MG-protein_21_2	ES96_610_MG-protein_21_2.gz	Conventional base calls	Sanger / Illumina 1.9	48710026.0	0.0	50.0	55.0	25.99445805327213	50.0	pass	pass	pass	pass	fail	fail	pass	pass	fail	warn	pass
ES97_SEM19-107_MG-protein_0_1	ES97_SEM19-107_MG-protein_0_1.gz	Conventional base calls	Sanger / Illumina 1.9	47762041.0	0.0	50.0	51.0	21.24161247134491	50.0	pass	pass	pass	pass	fail	fail	pass	pass	fail	fail	pass
ES97_SEM19-107_MG-protein_0_2	ES97_SEM19-107_MG-protein_0_2.gz	Conventional base calls	Sanger / Illumina 1.9	47762041.0	0.0	50.0	55.0	23.70497646452675	50.0	pass	pass	pass	pass	warn	fail	pass	pass	fail	warn	pass
ES98_SEM19-107_MG-protein_14_1	ES98_SEM19-107_MG-protein_14_1.gz	Conventional base calls	Sanger / Illumina 1.9	56505354.0	0.0	50.0	52.0	22.219368312276043	50.0	pass	pass	pass	pass	fail	fail	pass	pass	fail	warn	pass
ES98_SEM19-107_MG-protein_14_2	ES98_SEM19-107_MG-protein_14_2.gz	Conventional base calls	Sanger / Illumina 1.9	56505354.0	0.0	50.0	56.0	24.257229660684583	50.0	pass	pass	pass	pass	fail	fail	pass	pass	fail	warn	pass
ES99_SEM19-107_MG-protein_21_1	ES99_SEM19-107_MG-protein_21_1.gz	Conventional base calls	Sanger / Illumina 1.9	46852208.0	0.0	50.0	51.0	22.34793923858282	50.0	pass	pass	pass	pass	fail	fail	pass	pass	fail	fail	pass
ES99_SEM19-107_MG-protein_21_2	ES99_SEM19-107_MG-protein_21_2.gz	Conventional base calls	Sanger / Illumina 1.9	46852208.0	0.0	50.0	55.0	25.045836343485096	50.0	pass	pass	pass	pass	warn	fail	pass	pass	fail	warn	pass
ES9_172_Control-protein_0_1	ES9_172_Control-protein_0_1.gz	Conventional base calls	Sanger / Illumina 1.9	45596036.0	0.0	50.0	53.0	19.595300531862268	50.0	pass	pass	pass	pass	fail	fail	pass	pass	fail	warn	pass
ES9_172_Control-protein_0_2	ES9_172_Control-protein_0_2.gz	Conventional base calls	Sanger / Illumina 1.9	45596036.0	0.0	50.0	56.0	23.21831894605819	50.0	pass	pass	pass	pass	fail	fail	pass	pass	fail	warn	pass
