Module	Section	Sample Name	Source
Rsem	all_sections	ES44_Blue-015_MG-lipid_0	/scrfs/storage/clstacy/rnaseq/canary/nf/work_serCan/40/6fb893f12f356939165ae3fc1cf663/rsem/ES44_Blue-015_MG-lipid_0.stat/ES44_Blue-015_MG-lipid_0.cnt
Rsem	all_sections	ES84_LD19-239_MG-lipid_0	/scrfs/storage/clstacy/rnaseq/canary/nf/work_serCan/40/6fb893f12f356939165ae3fc1cf663/rsem/ES84_LD19-239_MG-lipid_0.stat/ES84_LD19-239_MG-lipid_0.cnt
Rsem	all_sections	ES39_LD19-239_MG-lipid_14	/scrfs/storage/clstacy/rnaseq/canary/nf/work_serCan/40/6fb893f12f356939165ae3fc1cf663/rsem/ES39_LD19-239_MG-lipid_14.stat/ES39_LD19-239_MG-lipid_14.cnt
Rsem	all_sections	ES94_SEM19-76_MG-lipid_21	/scrfs/storage/clstacy/rnaseq/canary/nf/work_serCan/40/6fb893f12f356939165ae3fc1cf663/rsem/ES94_SEM19-76_MG-lipid_21.stat/ES94_SEM19-76_MG-lipid_21.cnt
Rsem	all_sections	ES105_625_Control-lipid_21	/scrfs/storage/clstacy/rnaseq/canary/nf/work_serCan/40/6fb893f12f356939165ae3fc1cf663/rsem/ES105_625_Control-lipid_21.stat/ES105_625_Control-lipid_21.cnt
Rsem	all_sections	ES3_48_Control-lipid_21	/scrfs/storage/clstacy/rnaseq/canary/nf/work_serCan/40/6fb893f12f356939165ae3fc1cf663/rsem/ES3_48_Control-lipid_21.stat/ES3_48_Control-lipid_21.cnt
Rsem	all_sections	ES57_Blue-031_MG-lipid_0	/scrfs/storage/clstacy/rnaseq/canary/nf/work_serCan/40/6fb893f12f356939165ae3fc1cf663/rsem/ES57_Blue-031_MG-lipid_0.stat/ES57_Blue-031_MG-lipid_0.cnt
Rsem	all_sections	ES34_101-LS_MG-lipid_14	/scrfs/storage/clstacy/rnaseq/canary/nf/work_serCan/40/6fb893f12f356939165ae3fc1cf663/rsem/ES34_101-LS_MG-lipid_14.stat/ES34_101-LS_MG-lipid_14.cnt
Rsem	all_sections	ES18_615_Control-protein_14	/scrfs/storage/clstacy/rnaseq/canary/nf/work_serCan/40/6fb893f12f356939165ae3fc1cf663/rsem/ES18_615_Control-protein_14.stat/ES18_615_Control-protein_14.cnt
Rsem	all_sections	ES101_SEM19-140_Control-lipid_14	/scrfs/storage/clstacy/rnaseq/canary/nf/work_serCan/40/6fb893f12f356939165ae3fc1cf663/rsem/ES101_SEM19-140_Control-lipid_14.stat/ES101_SEM19-140_Control-lipid_14.cnt
Rsem	all_sections	ES1_48_Control-lipid_0	/scrfs/storage/clstacy/rnaseq/canary/nf/work_serCan/40/6fb893f12f356939165ae3fc1cf663/rsem/ES1_48_Control-lipid_0.stat/ES1_48_Control-lipid_0.cnt
Rsem	all_sections	ES43_Blue-013_Control-protein_21	/scrfs/storage/clstacy/rnaseq/canary/nf/work_serCan/40/6fb893f12f356939165ae3fc1cf663/rsem/ES43_Blue-013_Control-protein_21.stat/ES43_Blue-013_Control-protein_21.cnt
Rsem	all_sections	ES75_Blue-042_MG-protein_21	/scrfs/storage/clstacy/rnaseq/canary/nf/work_serCan/40/6fb893f12f356939165ae3fc1cf663/rsem/ES75_Blue-042_MG-protein_21.stat/ES75_Blue-042_MG-protein_21.cnt
Rsem	all_sections	ES47_Blue-45_MG-protein_0	/scrfs/storage/clstacy/rnaseq/canary/nf/work_serCan/40/6fb893f12f356939165ae3fc1cf663/rsem/ES47_Blue-45_MG-protein_0.stat/ES47_Blue-45_MG-protein_0.cnt
Rsem	all_sections	ES52_SEM19-1481_MG-lipid_14	/scrfs/storage/clstacy/rnaseq/canary/nf/work_serCan/40/6fb893f12f356939165ae3fc1cf663/rsem/ES52_SEM19-1481_MG-lipid_14.stat/ES52_SEM19-1481_MG-lipid_14.cnt
Rsem	all_sections	ES24_Blue-010_Control-lipid_21	/scrfs/storage/clstacy/rnaseq/canary/nf/work_serCan/40/6fb893f12f356939165ae3fc1cf663/rsem/ES24_Blue-010_Control-lipid_21.stat/ES24_Blue-010_Control-lipid_21.cnt
Rsem	all_sections	ES23_Blue-010_Control-lipid_0	/scrfs/storage/clstacy/rnaseq/canary/nf/work_serCan/40/6fb893f12f356939165ae3fc1cf663/rsem/ES23_Blue-010_Control-lipid_0.stat/ES23_Blue-010_Control-lipid_0.cnt
Rsem	all_sections	ES66_617_Control-protein_14	/scrfs/storage/clstacy/rnaseq/canary/nf/work_serCan/40/6fb893f12f356939165ae3fc1cf663/rsem/ES66_617_Control-protein_14.stat/ES66_617_Control-protein_14.cnt
Rsem	all_sections	ES83_SEM19-1481_MG-lipid_0	/scrfs/storage/clstacy/rnaseq/canary/nf/work_serCan/40/6fb893f12f356939165ae3fc1cf663/rsem/ES83_SEM19-1481_MG-lipid_0.stat/ES83_SEM19-1481_MG-lipid_0.cnt
Rsem	all_sections	ES21_618_Control-lipid_14	/scrfs/storage/clstacy/rnaseq/canary/nf/work_serCan/40/6fb893f12f356939165ae3fc1cf663/rsem/ES21_618_Control-lipid_14.stat/ES21_618_Control-lipid_14.cnt
Rsem	all_sections	ES58_Blue-032_MG-protein_0	/scrfs/storage/clstacy/rnaseq/canary/nf/work_serCan/40/6fb893f12f356939165ae3fc1cf663/rsem/ES58_Blue-032_MG-protein_0.stat/ES58_Blue-032_MG-protein_0.cnt
Rsem	all_sections	ES15_601_Control-protein_14	/scrfs/storage/clstacy/rnaseq/canary/nf/work_serCan/40/6fb893f12f356939165ae3fc1cf663/rsem/ES15_601_Control-protein_14.stat/ES15_601_Control-protein_14.cnt
Rsem	all_sections	ES89_Blue-049_Control-protein_0	/scrfs/storage/clstacy/rnaseq/canary/nf/work_serCan/40/6fb893f12f356939165ae3fc1cf663/rsem/ES89_Blue-049_Control-protein_0.stat/ES89_Blue-049_Control-protein_0.cnt
Rsem	all_sections	ES37_AR17-21_MG-lipid_14	/scrfs/storage/clstacy/rnaseq/canary/nf/work_serCan/40/6fb893f12f356939165ae3fc1cf663/rsem/ES37_AR17-21_MG-lipid_14.stat/ES37_AR17-21_MG-lipid_14.cnt
Rsem	all_sections	ES45_Blue-015_MG-lipid_14	/scrfs/storage/clstacy/rnaseq/canary/nf/work_serCan/40/6fb893f12f356939165ae3fc1cf663/rsem/ES45_Blue-015_MG-lipid_14.stat/ES45_Blue-015_MG-lipid_14.cnt
Rsem	all_sections	ES9_172_Control-protein_0	/scrfs/storage/clstacy/rnaseq/canary/nf/work_serCan/40/6fb893f12f356939165ae3fc1cf663/rsem/ES9_172_Control-protein_0.stat/ES9_172_Control-protein_0.cnt
Rsem	all_sections	ES99_SEM19-107_MG-protein_21	/scrfs/storage/clstacy/rnaseq/canary/nf/work_serCan/40/6fb893f12f356939165ae3fc1cf663/rsem/ES99_SEM19-107_MG-protein_21.stat/ES99_SEM19-107_MG-protein_21.cnt
Rsem	all_sections	ES30_Blue-098_Control-lipid_21	/scrfs/storage/clstacy/rnaseq/canary/nf/work_serCan/40/6fb893f12f356939165ae3fc1cf663/rsem/ES30_Blue-098_Control-lipid_21.stat/ES30_Blue-098_Control-lipid_21.cnt
Rsem	all_sections	ES14_209_MG-lipid_21	/scrfs/storage/clstacy/rnaseq/canary/nf/work_serCan/40/6fb893f12f356939165ae3fc1cf663/rsem/ES14_209_MG-lipid_21.stat/ES14_209_MG-lipid_21.cnt
Rsem	all_sections	ES41_Blue-013_Control-protein_0	/scrfs/storage/clstacy/rnaseq/canary/nf/work_serCan/40/6fb893f12f356939165ae3fc1cf663/rsem/ES41_Blue-013_Control-protein_0.stat/ES41_Blue-013_Control-protein_0.cnt
Rsem	all_sections	ES32_Blue-055_NA_14	/scrfs/storage/clstacy/rnaseq/canary/nf/work_serCan/40/6fb893f12f356939165ae3fc1cf663/rsem/ES32_Blue-055_NA_14.stat/ES32_Blue-055_NA_14.cnt
Rsem	all_sections	ES74_Blue-042_MG-protein_14	/scrfs/storage/clstacy/rnaseq/canary/nf/work_serCan/40/6fb893f12f356939165ae3fc1cf663/rsem/ES74_Blue-042_MG-protein_14.stat/ES74_Blue-042_MG-protein_14.cnt
Rsem	all_sections	ES35_101-LS_MG-lipid_21	/scrfs/storage/clstacy/rnaseq/canary/nf/work_serCan/40/6fb893f12f356939165ae3fc1cf663/rsem/ES35_101-LS_MG-lipid_21.stat/ES35_101-LS_MG-lipid_21.cnt
RSeQC	read_distribution	ES52_SEM19-1481_MG-lipid_14	/scrfs/storage/clstacy/rnaseq/canary/nf/work_serCan/40/6fb893f12f356939165ae3fc1cf663/rseqc/read_distribution/ES52_SEM19-1481_MG-lipid_14.read_distribution.txt
RSeQC	read_distribution	ES95_610_MG-protein_14	/scrfs/storage/clstacy/rnaseq/canary/nf/work_serCan/40/6fb893f12f356939165ae3fc1cf663/rseqc/read_distribution/ES95_610_MG-protein_14.read_distribution.txt
RSeQC	read_distribution	ES81_Blue-047_Control-lipid_0	/scrfs/storage/clstacy/rnaseq/canary/nf/work_serCan/40/6fb893f12f356939165ae3fc1cf663/rseqc/read_distribution/ES81_Blue-047_Control-lipid_0.read_distribution.txt
RSeQC	read_distribution	ES100_SEM19-140_Control-lipid_0	/scrfs/storage/clstacy/rnaseq/canary/nf/work_serCan/40/6fb893f12f356939165ae3fc1cf663/rseqc/read_distribution/ES100_SEM19-140_Control-lipid_0.read_distribution.txt
RSeQC	read_distribution	ES91_Blue-049_Control-protein_21	/scrfs/storage/clstacy/rnaseq/canary/nf/work_serCan/40/6fb893f12f356939165ae3fc1cf663/rseqc/read_distribution/ES91_Blue-049_Control-protein_21.read_distribution.txt
RSeQC	read_distribution	ES97_SEM19-107_MG-protein_0	/scrfs/storage/clstacy/rnaseq/canary/nf/work_serCan/40/6fb893f12f356939165ae3fc1cf663/rseqc/read_distribution/ES97_SEM19-107_MG-protein_0.read_distribution.txt
RSeQC	read_distribution	ES46_Blue-015_MG-lipid_21	/scrfs/storage/clstacy/rnaseq/canary/nf/work_serCan/40/6fb893f12f356939165ae3fc1cf663/rseqc/read_distribution/ES46_Blue-015_MG-lipid_21.read_distribution.txt
RSeQC	read_distribution	ES18_615_Control-protein_14	/scrfs/storage/clstacy/rnaseq/canary/nf/work_serCan/40/6fb893f12f356939165ae3fc1cf663/rseqc/read_distribution/ES18_615_Control-protein_14.read_distribution.txt
RSeQC	read_distribution	ES59_Blue-032_MG-protein_14	/scrfs/storage/clstacy/rnaseq/canary/nf/work_serCan/40/6fb893f12f356939165ae3fc1cf663/rseqc/read_distribution/ES59_Blue-032_MG-protein_14.read_distribution.txt
RSeQC	read_distribution	ES35_101-LS_MG-lipid_21	/scrfs/storage/clstacy/rnaseq/canary/nf/work_serCan/40/6fb893f12f356939165ae3fc1cf663/rseqc/read_distribution/ES35_101-LS_MG-lipid_21.read_distribution.txt
RSeQC	read_distribution	ES104_625_Control-lipid_14	/scrfs/storage/clstacy/rnaseq/canary/nf/work_serCan/40/6fb893f12f356939165ae3fc1cf663/rseqc/read_distribution/ES104_625_Control-lipid_14.read_distribution.txt
RSeQC	read_distribution	ES93_SEM19-76_MG-lipid_14	/scrfs/storage/clstacy/rnaseq/canary/nf/work_serCan/40/6fb893f12f356939165ae3fc1cf663/rseqc/read_distribution/ES93_SEM19-76_MG-lipid_14.read_distribution.txt
RSeQC	read_distribution	ES3_48_Control-lipid_21	/scrfs/storage/clstacy/rnaseq/canary/nf/work_serCan/40/6fb893f12f356939165ae3fc1cf663/rseqc/read_distribution/ES3_48_Control-lipid_21.read_distribution.txt
RSeQC	read_distribution	ES71_Blue-039_Control-lipid_14	/scrfs/storage/clstacy/rnaseq/canary/nf/work_serCan/40/6fb893f12f356939165ae3fc1cf663/rseqc/read_distribution/ES71_Blue-039_Control-lipid_14.read_distribution.txt
RSeQC	read_distribution	ES36_AR17-21_MG-lipid_0	/scrfs/storage/clstacy/rnaseq/canary/nf/work_serCan/40/6fb893f12f356939165ae3fc1cf663/rseqc/read_distribution/ES36_AR17-21_MG-lipid_0.read_distribution.txt
RSeQC	read_distribution	ES66_617_Control-protein_14	/scrfs/storage/clstacy/rnaseq/canary/nf/work_serCan/40/6fb893f12f356939165ae3fc1cf663/rseqc/read_distribution/ES66_617_Control-protein_14.read_distribution.txt
RSeQC	read_distribution	ES78_Blue-043_MG-lipid_21	/scrfs/storage/clstacy/rnaseq/canary/nf/work_serCan/40/6fb893f12f356939165ae3fc1cf663/rseqc/read_distribution/ES78_Blue-043_MG-lipid_21.read_distribution.txt
RSeQC	read_distribution	ES21_618_Control-lipid_14	/scrfs/storage/clstacy/rnaseq/canary/nf/work_serCan/40/6fb893f12f356939165ae3fc1cf663/rseqc/read_distribution/ES21_618_Control-lipid_14.read_distribution.txt
RSeQC	read_distribution	ES34_101-LS_MG-lipid_14	/scrfs/storage/clstacy/rnaseq/canary/nf/work_serCan/40/6fb893f12f356939165ae3fc1cf663/rseqc/read_distribution/ES34_101-LS_MG-lipid_14.read_distribution.txt
RSeQC	read_distribution	ES82_Blue-047_Control-lipid_14	/scrfs/storage/clstacy/rnaseq/canary/nf/work_serCan/40/6fb893f12f356939165ae3fc1cf663/rseqc/read_distribution/ES82_Blue-047_Control-lipid_14.read_distribution.txt
RSeQC	read_distribution	ES84_LD19-239_MG-lipid_0	/scrfs/storage/clstacy/rnaseq/canary/nf/work_serCan/40/6fb893f12f356939165ae3fc1cf663/rseqc/read_distribution/ES84_LD19-239_MG-lipid_0.read_distribution.txt
RSeQC	read_distribution	ES41_Blue-013_Control-protein_0	/scrfs/storage/clstacy/rnaseq/canary/nf/work_serCan/40/6fb893f12f356939165ae3fc1cf663/rseqc/read_distribution/ES41_Blue-013_Control-protein_0.read_distribution.txt
RSeQC	read_distribution	ES74_Blue-042_MG-protein_14	/scrfs/storage/clstacy/rnaseq/canary/nf/work_serCan/40/6fb893f12f356939165ae3fc1cf663/rseqc/read_distribution/ES74_Blue-042_MG-protein_14.read_distribution.txt
RSeQC	read_distribution	ES13_209_MG-lipid_14	/scrfs/storage/clstacy/rnaseq/canary/nf/work_serCan/40/6fb893f12f356939165ae3fc1cf663/rseqc/read_distribution/ES13_209_MG-lipid_14.read_distribution.txt
RSeQC	read_distribution	ES83_SEM19-1481_MG-lipid_0	/scrfs/storage/clstacy/rnaseq/canary/nf/work_serCan/40/6fb893f12f356939165ae3fc1cf663/rseqc/read_distribution/ES83_SEM19-1481_MG-lipid_0.read_distribution.txt
RSeQC	read_distribution	ES53_SEM19-74_MG-protein_0	/scrfs/storage/clstacy/rnaseq/canary/nf/work_serCan/40/6fb893f12f356939165ae3fc1cf663/rseqc/read_distribution/ES53_SEM19-74_MG-protein_0.read_distribution.txt
RSeQC	read_distribution	ES25_619_MG-lipid_0	/scrfs/storage/clstacy/rnaseq/canary/nf/work_serCan/40/6fb893f12f356939165ae3fc1cf663/rseqc/read_distribution/ES25_619_MG-lipid_0.read_distribution.txt
RSeQC	read_distribution	ES57_Blue-031_MG-lipid_0	/scrfs/storage/clstacy/rnaseq/canary/nf/work_serCan/40/6fb893f12f356939165ae3fc1cf663/rseqc/read_distribution/ES57_Blue-031_MG-lipid_0.read_distribution.txt
RSeQC	read_distribution	ES92_SEM19-76_MG-lipid_0	/scrfs/storage/clstacy/rnaseq/canary/nf/work_serCan/40/6fb893f12f356939165ae3fc1cf663/rseqc/read_distribution/ES92_SEM19-76_MG-lipid_0.read_distribution.txt
RSeQC	read_distribution	ES68_Blue-037_MG-protein_14	/scrfs/storage/clstacy/rnaseq/canary/nf/work_serCan/40/6fb893f12f356939165ae3fc1cf663/rseqc/read_distribution/ES68_Blue-037_MG-protein_14.read_distribution.txt
RSeQC	read_distribution	ES31_Blue-055_NA_0	/scrfs/storage/clstacy/rnaseq/canary/nf/work_serCan/40/6fb893f12f356939165ae3fc1cf663/rseqc/read_distribution/ES31_Blue-055_NA_0.read_distribution.txt
RSeQC	read_distribution	ES87_orange-24_Control-protein_21	/scrfs/storage/clstacy/rnaseq/canary/nf/work_serCan/40/6fb893f12f356939165ae3fc1cf663/rseqc/read_distribution/ES87_orange-24_Control-protein_21.read_distribution.txt
RSeQC	read_distribution	ES6_164_Control-protein_21	/scrfs/storage/clstacy/rnaseq/canary/nf/work_serCan/40/6fb893f12f356939165ae3fc1cf663/rseqc/read_distribution/ES6_164_Control-protein_21.read_distribution.txt
RSeQC	read_distribution	ES76_Blue-043_MG-lipid_0	/scrfs/storage/clstacy/rnaseq/canary/nf/work_serCan/40/6fb893f12f356939165ae3fc1cf663/rseqc/read_distribution/ES76_Blue-043_MG-lipid_0.read_distribution.txt
RSeQC	read_distribution	ES62_Blue-035_MG-protein_14	/scrfs/storage/clstacy/rnaseq/canary/nf/work_serCan/40/6fb893f12f356939165ae3fc1cf663/rseqc/read_distribution/ES62_Blue-035_MG-protein_14.read_distribution.txt
RSeQC	read_distribution	ES61_Blue-035_MG-protein_0	/scrfs/storage/clstacy/rnaseq/canary/nf/work_serCan/40/6fb893f12f356939165ae3fc1cf663/rseqc/read_distribution/ES61_Blue-035_MG-protein_0.read_distribution.txt
RSeQC	read_distribution	ES33_101-LS_MG-lipid_0	/scrfs/storage/clstacy/rnaseq/canary/nf/work_serCan/40/6fb893f12f356939165ae3fc1cf663/rseqc/read_distribution/ES33_101-LS_MG-lipid_0.read_distribution.txt
RSeQC	read_distribution	ES37_AR17-21_MG-lipid_14	/scrfs/storage/clstacy/rnaseq/canary/nf/work_serCan/40/6fb893f12f356939165ae3fc1cf663/rseqc/read_distribution/ES37_AR17-21_MG-lipid_14.read_distribution.txt
RSeQC	read_distribution	ES20_618_Control-lipid_0	/scrfs/storage/clstacy/rnaseq/canary/nf/work_serCan/40/6fb893f12f356939165ae3fc1cf663/rseqc/read_distribution/ES20_618_Control-lipid_0.read_distribution.txt
RSeQC	read_distribution	ES2_48_Control-lipid_14	/scrfs/storage/clstacy/rnaseq/canary/nf/work_serCan/40/6fb893f12f356939165ae3fc1cf663/rseqc/read_distribution/ES2_48_Control-lipid_14.read_distribution.txt
RSeQC	read_distribution	ES47_Blue-45_MG-protein_0	/scrfs/storage/clstacy/rnaseq/canary/nf/work_serCan/40/6fb893f12f356939165ae3fc1cf663/rseqc/read_distribution/ES47_Blue-45_MG-protein_0.read_distribution.txt
RSeQC	read_distribution	ES85_orange-24_Control-protein_0	/scrfs/storage/clstacy/rnaseq/canary/nf/work_serCan/40/6fb893f12f356939165ae3fc1cf663/rseqc/read_distribution/ES85_orange-24_Control-protein_0.read_distribution.txt
RSeQC	read_distribution	ES103_625_Control-lipid_0	/scrfs/storage/clstacy/rnaseq/canary/nf/work_serCan/40/6fb893f12f356939165ae3fc1cf663/rseqc/read_distribution/ES103_625_Control-lipid_0.read_distribution.txt
RSeQC	read_distribution	ES15_601_Control-protein_14	/scrfs/storage/clstacy/rnaseq/canary/nf/work_serCan/40/6fb893f12f356939165ae3fc1cf663/rseqc/read_distribution/ES15_601_Control-protein_14.read_distribution.txt
RSeQC	read_distribution	ES32_Blue-055_NA_14	/scrfs/storage/clstacy/rnaseq/canary/nf/work_serCan/40/6fb893f12f356939165ae3fc1cf663/rseqc/read_distribution/ES32_Blue-055_NA_14.read_distribution.txt
RSeQC	read_distribution	ES98_SEM19-107_MG-protein_14	/scrfs/storage/clstacy/rnaseq/canary/nf/work_serCan/40/6fb893f12f356939165ae3fc1cf663/rseqc/read_distribution/ES98_SEM19-107_MG-protein_14.read_distribution.txt
RSeQC	read_distribution	ES29_Blue-098_Control-lipid_14	/scrfs/storage/clstacy/rnaseq/canary/nf/work_serCan/40/6fb893f12f356939165ae3fc1cf663/rseqc/read_distribution/ES29_Blue-098_Control-lipid_14.read_distribution.txt
RSeQC	read_distribution	ES45_Blue-015_MG-lipid_14	/scrfs/storage/clstacy/rnaseq/canary/nf/work_serCan/40/6fb893f12f356939165ae3fc1cf663/rseqc/read_distribution/ES45_Blue-015_MG-lipid_14.read_distribution.txt
RSeQC	read_distribution	ES73_Blue-042_MG-protein_0	/scrfs/storage/clstacy/rnaseq/canary/nf/work_serCan/40/6fb893f12f356939165ae3fc1cf663/rseqc/read_distribution/ES73_Blue-042_MG-protein_0.read_distribution.txt
RSeQC	read_distribution	ES23_Blue-010_Control-lipid_0	/scrfs/storage/clstacy/rnaseq/canary/nf/work_serCan/40/6fb893f12f356939165ae3fc1cf663/rseqc/read_distribution/ES23_Blue-010_Control-lipid_0.read_distribution.txt
RSeQC	read_distribution	ES94_SEM19-76_MG-lipid_21	/scrfs/storage/clstacy/rnaseq/canary/nf/work_serCan/40/6fb893f12f356939165ae3fc1cf663/rseqc/read_distribution/ES94_SEM19-76_MG-lipid_21.read_distribution.txt
RSeQC	read_distribution	ES79_Blue-050_Control-lipid_0	/scrfs/storage/clstacy/rnaseq/canary/nf/work_serCan/40/6fb893f12f356939165ae3fc1cf663/rseqc/read_distribution/ES79_Blue-050_Control-lipid_0.read_distribution.txt
RSeQC	read_distribution	ES7_SEM19-1354_Control-protein_14	/scrfs/storage/clstacy/rnaseq/canary/nf/work_serCan/40/6fb893f12f356939165ae3fc1cf663/rseqc/read_distribution/ES7_SEM19-1354_Control-protein_14.read_distribution.txt
RSeQC	read_distribution	ES39_LD19-239_MG-lipid_14	/scrfs/storage/clstacy/rnaseq/canary/nf/work_serCan/40/6fb893f12f356939165ae3fc1cf663/rseqc/read_distribution/ES39_LD19-239_MG-lipid_14.read_distribution.txt
RSeQC	read_distribution	ES49_Blue-024_Control-protein_0	/scrfs/storage/clstacy/rnaseq/canary/nf/work_serCan/40/6fb893f12f356939165ae3fc1cf663/rseqc/read_distribution/ES49_Blue-024_Control-protein_0.read_distribution.txt
RSeQC	read_distribution	ES4_164_Control-protein_0	/scrfs/storage/clstacy/rnaseq/canary/nf/work_serCan/40/6fb893f12f356939165ae3fc1cf663/rseqc/read_distribution/ES4_164_Control-protein_0.read_distribution.txt
RSeQC	read_distribution	ES55_SEM19-74_MG-protein_21	/scrfs/storage/clstacy/rnaseq/canary/nf/work_serCan/40/6fb893f12f356939165ae3fc1cf663/rseqc/read_distribution/ES55_SEM19-74_MG-protein_21.read_distribution.txt
RSeQC	read_distribution	ES14_209_MG-lipid_21	/scrfs/storage/clstacy/rnaseq/canary/nf/work_serCan/40/6fb893f12f356939165ae3fc1cf663/rseqc/read_distribution/ES14_209_MG-lipid_21.read_distribution.txt
RSeQC	read_distribution	ES96_610_MG-protein_21	/scrfs/storage/clstacy/rnaseq/canary/nf/work_serCan/40/6fb893f12f356939165ae3fc1cf663/rseqc/read_distribution/ES96_610_MG-protein_21.read_distribution.txt
RSeQC	read_distribution	ES54_SEM19-74_MG-protein_14	/scrfs/storage/clstacy/rnaseq/canary/nf/work_serCan/40/6fb893f12f356939165ae3fc1cf663/rseqc/read_distribution/ES54_SEM19-74_MG-protein_14.read_distribution.txt
RSeQC	read_distribution	ES19_615_Control-protein_21	/scrfs/storage/clstacy/rnaseq/canary/nf/work_serCan/40/6fb893f12f356939165ae3fc1cf663/rseqc/read_distribution/ES19_615_Control-protein_21.read_distribution.txt
RSeQC	read_distribution	ES22_618_Control-lipid_21	/scrfs/storage/clstacy/rnaseq/canary/nf/work_serCan/40/6fb893f12f356939165ae3fc1cf663/rseqc/read_distribution/ES22_618_Control-lipid_21.read_distribution.txt
RSeQC	read_distribution	ES26_619_MG-lipid_14	/scrfs/storage/clstacy/rnaseq/canary/nf/work_serCan/40/6fb893f12f356939165ae3fc1cf663/rseqc/read_distribution/ES26_619_MG-lipid_14.read_distribution.txt
RSeQC	read_distribution	ES58_Blue-032_MG-protein_0	/scrfs/storage/clstacy/rnaseq/canary/nf/work_serCan/40/6fb893f12f356939165ae3fc1cf663/rseqc/read_distribution/ES58_Blue-032_MG-protein_0.read_distribution.txt
RSeQC	read_distribution	ES30_Blue-098_Control-lipid_21	/scrfs/storage/clstacy/rnaseq/canary/nf/work_serCan/40/6fb893f12f356939165ae3fc1cf663/rseqc/read_distribution/ES30_Blue-098_Control-lipid_21.read_distribution.txt
RSeQC	read_distribution	ES10_172_Control-protein_14	/scrfs/storage/clstacy/rnaseq/canary/nf/work_serCan/40/6fb893f12f356939165ae3fc1cf663/rseqc/read_distribution/ES10_172_Control-protein_14.read_distribution.txt
RSeQC	read_distribution	ES5_164_Control-protein_14	/scrfs/storage/clstacy/rnaseq/canary/nf/work_serCan/40/6fb893f12f356939165ae3fc1cf663/rseqc/read_distribution/ES5_164_Control-protein_14.read_distribution.txt
RSeQC	read_distribution	ES65_106_NA_0	/scrfs/storage/clstacy/rnaseq/canary/nf/work_serCan/40/6fb893f12f356939165ae3fc1cf663/rseqc/read_distribution/ES65_106_NA_0.read_distribution.txt
RSeQC	read_distribution	ES77_Blue-043_MG-lipid_14	/scrfs/storage/clstacy/rnaseq/canary/nf/work_serCan/40/6fb893f12f356939165ae3fc1cf663/rseqc/read_distribution/ES77_Blue-043_MG-lipid_14.read_distribution.txt
RSeQC	read_distribution	ES70_Blue-039_Control-lipid_0	/scrfs/storage/clstacy/rnaseq/canary/nf/work_serCan/40/6fb893f12f356939165ae3fc1cf663/rseqc/read_distribution/ES70_Blue-039_Control-lipid_0.read_distribution.txt
RSeQC	read_distribution	ES40_LD19-239_MG-lipid_21	/scrfs/storage/clstacy/rnaseq/canary/nf/work_serCan/40/6fb893f12f356939165ae3fc1cf663/rseqc/read_distribution/ES40_LD19-239_MG-lipid_21.read_distribution.txt
RSeQC	read_distribution	ES105_625_Control-lipid_21	/scrfs/storage/clstacy/rnaseq/canary/nf/work_serCan/40/6fb893f12f356939165ae3fc1cf663/rseqc/read_distribution/ES105_625_Control-lipid_21.read_distribution.txt
RSeQC	read_distribution	ES99_SEM19-107_MG-protein_21	/scrfs/storage/clstacy/rnaseq/canary/nf/work_serCan/40/6fb893f12f356939165ae3fc1cf663/rseqc/read_distribution/ES99_SEM19-107_MG-protein_21.read_distribution.txt
RSeQC	read_distribution	ES11_172_Control-protein_21	/scrfs/storage/clstacy/rnaseq/canary/nf/work_serCan/40/6fb893f12f356939165ae3fc1cf663/rseqc/read_distribution/ES11_172_Control-protein_21.read_distribution.txt
RSeQC	read_distribution	ES64_SEM19-1481_MG-lipid_21	/scrfs/storage/clstacy/rnaseq/canary/nf/work_serCan/40/6fb893f12f356939165ae3fc1cf663/rseqc/read_distribution/ES64_SEM19-1481_MG-lipid_21.read_distribution.txt
RSeQC	read_distribution	ES43_Blue-013_Control-protein_21	/scrfs/storage/clstacy/rnaseq/canary/nf/work_serCan/40/6fb893f12f356939165ae3fc1cf663/rseqc/read_distribution/ES43_Blue-013_Control-protein_21.read_distribution.txt
RSeQC	read_distribution	ES75_Blue-042_MG-protein_21	/scrfs/storage/clstacy/rnaseq/canary/nf/work_serCan/40/6fb893f12f356939165ae3fc1cf663/rseqc/read_distribution/ES75_Blue-042_MG-protein_21.read_distribution.txt
RSeQC	read_distribution	ES102_SEM19-140_Control-lipid_21	/scrfs/storage/clstacy/rnaseq/canary/nf/work_serCan/40/6fb893f12f356939165ae3fc1cf663/rseqc/read_distribution/ES102_SEM19-140_Control-lipid_21.read_distribution.txt
RSeQC	read_distribution	ES8_SEM19-1354_Control-protein_21	/scrfs/storage/clstacy/rnaseq/canary/nf/work_serCan/40/6fb893f12f356939165ae3fc1cf663/rseqc/read_distribution/ES8_SEM19-1354_Control-protein_21.read_distribution.txt
RSeQC	read_distribution	ES67_Blue-037_MG-protein_0	/scrfs/storage/clstacy/rnaseq/canary/nf/work_serCan/40/6fb893f12f356939165ae3fc1cf663/rseqc/read_distribution/ES67_Blue-037_MG-protein_0.read_distribution.txt
