"gene","gene_name","logFC","logCPM","F","PValue","FDR","description"
"115484325","LOC115484325",-0.41604792859782763,1.127261338127077,15.082783308529804,1.8325614341969162e-4,0.010503995418033759,"zinc finger protein 239-like"
"103814116","PRDX3",-0.24612567292739596,5.813187936175515,15.081755645389892,1.833429680844666e-4,0.010503995418033759,"peroxiredoxin 3"
"103818745","RAB22A",-0.29444200093031725,3.931146708716497,15.062695607180913,1.84960974604545e-4,0.010503995418033759,"RAB22A, member RAS oncogene family"
"103823257","LOC103823257",-0.3360285332441856,3.851757195351999,15.059349331824613,1.8524654801121602e-4,0.010503995418033759,"transportin-1-like"
"103813231","C1QTNF6",-1.1559532716742993,-0.4079163439907426,15.053467570147628,1.857495982848191e-4,0.010503995418033759,"C1q and TNF related 6"
"103818082",NA,0.42511127451045344,3.7564979961953746,15.019053919930126,1.887211188862338e-4,0.010590809016311487,NA
"103824185","NNT",0.2920220153896914,2.3341084538686894,15.006125276443269,1.8985003381427948e-4,0.010590809016311487,"nicotinamide nucleotide transhydrogenase"
"103815164","B4GALT2",-0.24493867196727204,7.0770925092797015,14.99717960984634,1.9063521287070555e-4,0.010590809016311487,"beta-1,4-galactosyltransferase 2"
"103817058","NDUFAF3",-0.4082401890680617,4.370527114639535,14.991149863781544,1.9116633463563888e-4,0.010590809016311487,"NADH:ubiquinone oxidoreductase complex assembly factor 3"
"C3H1orf115","C3H1orf115",-0.9598390299270873,0.9405096830723993,14.97477507639252,1.9261635750041916e-4,0.010617247099795833,"chromosome 3 C1orf115 homolog"
"103824738","CGN",-0.6276565063875779,0.2944121373840052,14.93283232263087,1.9638217086322582e-4,0.01076518555107368,"cingulin"
"115484982","LOC115484982",-0.5866506865042125,0.3347330133593663,14.923031585146767,1.9727296226999596e-4,0.01076518555107368,"nuclear receptor coactivator 1-like"
"103820432","LEMD3",0.29495671431619513,4.391835720288542,14.863758061112321,2.027494231663243e-4,0.010984093011416429,"LEM domain containing 3"
"103823067","SSBP2",-0.33355254491539615,5.6536058708046415,14.857918780458737,2.0329730514074754e-4,0.010984093011416429,"single stranded DNA binding protein 2"
"103823534","FAM76A",-0.18131426829244277,7.1411509982431225,14.843798939107891,2.0462841343826254e-4,0.01100154928209457,"family with sequence similarity 76 member A"
"103813811","ABLIM1",1.1945992461874129,-0.5358352566569071,14.818341120544867,2.0705101939376565e-4,0.011077229537566463,"actin binding LIM protein 1"
"103813387","CDK17",-0.2717497587845726,5.927266045484098,14.78783856080137,2.0999248813217866e-4,0.011179795197437063,"cyclin dependent kinase 17"
"103826067","AFF1",-0.23466259550136276,7.998013911845196,14.772812536720966,2.1145722991361407e-4,0.011203127219792155,"ALF transcription elongation factor 1"
"103823307","TSPO2",-0.4012385083413138,8.696610028446992,14.756685518305682,2.1304096488219737e-4,0.011232507684658465,"translocator protein 2"
"127060138","LOC127060138",0.5542757347910877,3.0984930879561747,14.738148014915874,2.1487646336228576e-4,0.011234710183538757,"uncharacterized LOC127060138"
"103826204","ASAH1",0.3833043115113867,5.268568511201227,14.735484636397924,2.1514150892061574e-4,0.011234710183538757,"N-acylsphingosine amidohydrolase 1"
"103824300","HYAL3",0.8870854585902385,3.3960102218015775,14.710484771735938,2.1764577807099954e-4,0.011271567846475488,"hyaluronidase 3"
"103814391","PHACTR1",-0.5600381308856963,4.0004619976134155,14.706013907598408,2.1809677374395674e-4,0.011271567846475488,"phosphatase and actin regulator 1"
"127059046","P2RY1",-1.0822158994481719,1.1065853060896436,14.697624798408196,2.1894560962550886e-4,0.011271567846475488,"purinergic receptor P2Y1"
"103814579","FN1",0.9625854772457969,6.902129878065393,14.65901479137344,2.2289621432728095e-4,0.011401593112345019,"fibronectin 1"
"103818005","KLHL22",-0.22418837617634346,5.48792065699367,14.642677553285212,2.2458980742435614e-4,0.011401593112345019,"kelch like family member 22"
"103820914","MFSD2B",-0.26411711045054614,6.641164680064336,14.642528446374406,2.246053251927963e-4,0.011401593112345019,"MFSD2 lysolipid transporter B, sphingolipid"
"103818779","NECAB3",-0.4549435586135373,3.590219723249627,14.574223879520625,2.3183086812829997e-4,0.011695515121577784,"N-terminal EF-hand calcium binding protein 3"
"103822940","LOC103822940",0.3131566577405076,5.326998424239582,14.567650949827406,2.3253864590272853e-4,0.011695515121577784,"DNA excision repair protein ERCC-6-like 2"
"103822805","KBTBD11",0.4711536048573655,3.4210458703087006,14.52944312622257,2.366970329723224e-4,0.01185005237550425,"kelch repeat and BTB domain containing 11"
"103814773","NDUFA10",-0.2694829575981562,6.457011316177407,14.498171811291058,2.401572314764155e-4,0.011911777082240305,"NADH:ubiquinone oxidoreductase subunit A10"
"103813196","POLR3B",-0.27968216431111453,3.9971085903432333,14.494548186459358,2.405615312134148e-4,0.011911777082240305,"RNA polymerase III subunit B"
"103820497","PYROXD1",-0.539120446781339,1.0912002742719455,14.472264672938469,2.4306317936139465e-4,0.011911777082240305,"pyridine nucleotide-disulphide oxidoreductase domain 1"
"103823029","FDXACB1",-1.425388372686827,-0.5510979912021106,14.469581383552478,2.433662134142738e-4,0.011911777082240305,"ferredoxin-fold anticodon binding domain containing 1"
"103820204","CLUH",-0.28451990807671546,6.36719415100101,14.466555990873635,2.4370834757858864e-4,0.011911777082240305,"clustered mitochondria homolog"
"103822624","PTAFR",0.23448214910665582,5.647971090345229,14.459761905216249,2.4447847410865204e-4,0.011911777082240305,"platelet activating factor receptor"
"103822337","STK38",-0.22411583415513167,8.439207845210271,14.443035890410025,2.463850710458664e-4,0.011932390445021916,"serine/threonine kinase 38"
"108962911","PDCD2L",-0.28842387128911046,2.644752482056299,14.436901351044037,2.470881657114672e-4,0.011932390445021916,"programmed cell death 2 like"
"127061026","LOC127061026",-0.35685998527410945,4.163103102453454,14.402219579828843,2.5110204302660844e-4,0.012057351535813197,"translation initiation factor IF-2-like"
"103820823","NOL9",-0.28430392966963663,5.87741027942919,14.395518269296378,2.5188529871407445e-4,0.012057351535813197,"nucleolar protein 9"
"103815002","CMPK1",-0.49309424447707656,4.909419492003558,14.31762185984435,2.61176071010272e-4,0.01239175842019211,"cytidine/uridine monophosphate kinase 1"
"103822266","VWCE",-0.5261799057576639,2.249612561036556,14.313194831699565,2.6171453308749545e-4,0.01239175842019211,"von Willebrand factor C and EGF domains"
"103818936","PDCL",-0.24565585580544327,4.669969290353486,14.304435620433749,2.627832814549612e-4,0.01239175842019211,"phosducin like"
"103820165","GDPD1",0.5701825890348668,1.324891595881784,14.299292840940934,2.6341285994910843e-4,0.01239175842019211,"glycerophosphodiester phosphodiesterase domain containing 1"
"103821965","UHRF1",-0.39012889911130116,2.020084993773053,14.268373614382387,2.6723076422408373e-4,0.012517410131938411,"ubiquitin like with PHD and ring finger domains 1"
"103824084","HRAS",-0.364104992273079,5.60166333145901,14.175537545363191,2.790391039292706e-4,0.012991845642710526,"HRas proto-oncogene, GTPase"
"103819330","ORC3",0.5258689641625314,1.3155875912612363,14.170153669414896,2.7974012516373224e-4,0.012991845642710526,"origin recognition complex subunit 3"
"103813738","CACNA2D1",1.0183284594312727,-0.05707998504146945,14.15889085754362,2.812124812516432e-4,0.013004885679578112,"calcium voltage-gated channel auxiliary subunit alpha2delta 1"
"103823958","SHC1",-0.4927535260806288,4.991822858485107,14.084191095557133,2.91181271537122e-4,0.01338843746128543,"SHC adaptor protein 1"
"103826828","ABHD12B",0.5689101956472282,-0.6411639665390585,14.078469016977138,2.919596954174393e-4,0.01338843746128543,"abhydrolase domain containing 12B"
"103813868","DPCD",-0.5479901773128054,1.3693286925624994,14.042369335115124,2.969201532920875e-4,0.013558939552426121,"deleted in primary ciliary dyskinesia homolog (mouse)"
"C2H8orf76","C2H8orf76",-0.27659307279256606,5.618171212632797,14.014702718901876,3.0078033679720325e-4,0.013677985815852818,"chromosome 2 C8orf76 homolog"
"103813642","NTN4",-0.5549724987526764,0.35380905424046727,14.001930000022222,3.02579797810943e-4,0.013702721631986025,"netrin 4"
"103819430","MBOAT1",0.4807064501151301,3.9822000144235847,13.975654634722037,3.063163935042655e-4,0.013814616192998156,"membrane bound O-acyltransferase domain containing 1"
"127060349","LOC127060349",0.3919658950317888,5.378784272426011,13.956819139743857,3.090240999213089e-4,0.013835717916778298,"uncharacterized LOC127060349"
"103818612","RPN2",0.20576781051137777,5.385681446405829,13.953111045863773,3.095600476158312e-4,0.013835717916778298,"ribophorin II"
"103818036","POP5",-0.41885964831562084,1.9984762353432772,13.946021428701776,3.1058740055073144e-4,0.013835717916778298,"POP5 homolog, ribonuclease P/MRP subunit"
"103817978","IQCD",1.762223810156063,1.5288877328949537,13.921585253105523,3.141553416364709e-4,0.013937769913091234,"IQ motif containing D"
"103826757","CD81",0.22058549807456068,7.279426526747189,13.874078021160878,3.2121284176938746e-4,0.014104032769421801,"CD81 molecule"
"127060424","ATP5MG",-0.3478268607236129,6.307119088753962,13.8726355453252,3.214296594949507e-4,0.014104032769421801,"ATP synthase membrane subunit g"
"103824736","PSMB4",-0.32941128992424634,5.348150010580913,13.860728920952436,3.2322508709507595e-4,0.014104032769421801,"proteasome 20S subunit beta 4"
"103819858","TRIM47",0.5675305315621431,4.864274177748055,13.856081891440123,3.239286144638736e-4,0.014104032769421801,"tripartite motif containing 47"
"103816311","ENOX2",-0.14783585119041526,6.0359737497323085,13.853209084768512,3.2436432335760236e-4,0.014104032769421801,"ecto-NOX disulfide-thiol exchanger 2"
"103818814","CDH22",-1.03489614110814,2.1184825620187118,13.832279721189552,3.2755682655352626e-4,0.014186330178592006,"cadherin 22"
"103820298","RNASEH1",-0.2815248100533507,3.1148115554045996,13.823459109545796,3.289119443696303e-4,0.014188715260277252,"ribonuclease H1"
"103815598","TTC14",-0.19982968717504399,5.5810204313924094,13.814129725226058,3.303514910095962e-4,0.014194709342042255,"tetratricopeptide repeat domain 14"
"103826316","GNPNAT1",0.42998467528706896,0.8104372968168968,13.774449578102978,3.3654688366988505e-4,0.01439172273011905,"glucosamine-phosphate N-acetyltransferase 1"
"127060478","LOC127060478",-0.3923988425543374,4.730684277668513,13.767944613901138,3.3757385183346865e-4,0.01439172273011905,"uncharacterized LOC127060478"
"103814418","PPIG",-0.21024669421941306,4.589210367781465,13.741420418148358,3.417947734505485e-4,0.01451497337525014,"peptidylprolyl isomerase G"
"103818123","FAM222A",-1.6189668174515812,1.1039536919150528,13.703852249236787,3.47866123501628e-4,0.014644129933071175,"family with sequence similarity 222 member A"
"103814968","DMAP1",-0.1571205115186367,6.7696884934112624,13.69691740440594,3.489989099056469e-4,0.014644129933071175,"DNA methyltransferase 1 associated protein 1"
"103823000","LOC103823000",-0.24989236388151143,6.566029186618442,13.680911015467109,3.516279919730337e-4,0.014644129933071175,"TLC domain-containing protein 5-like"
"103819361","BLVRA",-0.38644062337194957,6.725010003347651,13.666811968169728,3.53960636221118e-4,0.014644129933071175,"biliverdin reductase A"
"103815579","RSRC1",-0.2579614289984605,3.064775453527646,13.663761242310011,3.544674574484532e-4,0.014644129933071175,"arginine and serine rich coiled-coil 1"
"103820133","NUFIP2",-0.1620756660213726,6.172170925497059,13.663618772116173,3.5449114442260996e-4,0.014644129933071175,"nuclear FMR1 interacting protein 2"
"108963113","LOC108963113",1.193280456826223,-0.8081012997780216,13.655199447335724,3.5589382477092135e-4,0.014644129933071175,"uncharacterized LOC108963113"
"103818961","WDR5",-0.26886383768604455,3.871672060042542,13.650689783942536,3.566474888944352e-4,0.014644129933071175,"WD repeat domain 5"
"103820070","PRKRIP1",-0.20653761973339596,6.330727242165221,13.649108817551603,3.569120910937266e-4,0.014644129933071175,"PRKR interacting protein 1"
"127060986","LOC127060986",-0.3905096484688766,7.43124189004538,13.636682413610135,3.5899889875277573e-4,0.014674584198456159,"uncharacterized LOC127060986"
"103823791","MZB1",1.1664267599228502,3.1391297530400837,13.628354385549875,3.6040446204156466e-4,0.014677068278812077,"marginal zone B and B1 cell specific protein"
"103813004","SACM1L",-0.1727988643155469,5.214610468946918,13.600335970820986,3.6517490518471463e-4,0.014773102211404689,"SAC1 like phosphatidylinositide phosphatase"
"103819581","CYB5R3",0.2462587396530264,6.531703633616741,13.598616204783474,3.654698183140247e-4,0.014773102211404689,"NADH-cytochrome b5 reductase 3"
"103813760","PTPRE",0.49737408528833393,1.6335861405784664,13.572952380069,3.698999434546257e-4,0.014848621787372632,"protein tyrosine phosphatase receptor type E"
"DDH36_mgp01",NA,-0.3801512325258912,5.723276475900742,13.56086611424894,3.720053589596516e-4,0.014848621787372632,NA
"103821905","BTBD2",-0.24374034275592227,4.307188361209469,13.55530748684137,3.729777946840477e-4,0.014848621787372632,"BTB domain containing 2"
"103817161","COL7A1",-0.8778385739749346,-0.2597786080484179,13.549454623017512,3.740045268254639e-4,0.014848621787372632,"collagen type VII alpha 1 chain"
"103820937","TAS1R1",-0.6270427176391772,0.535372188778321,13.5486799277764,3.7414064426676507e-4,0.014848621787372632,"taste 1 receptor member 1"
"103813843","SLK",0.2009380726915989,5.048897497934191,13.491171446203756,3.8438857458428753e-4,0.015200061242800413,"STE20 like kinase"
"103826645","CAPN3",0.6405607070379645,0.25198439356672914,13.465012289395558,3.8914507763212894e-4,0.015332597029881066,"calpain 3"
"103824325","UAP1",-0.2751245335816984,5.852904762240818,13.449200368238106,3.92049425611886e-4,0.01539146557959757,"UDP-N-acetylglucosamine pyrophosphorylase 1"
"103822788","USP28",-0.30220794784983923,2.0155053723820497,13.418557710690537,3.9774145309080924e-4,0.015482762201911587,"ubiquitin specific peptidase 28"
"103824224","OGT",-0.2026644679779643,8.362799728800585,13.416391625773032,3.981470128783529e-4,0.015482762201911587,"O-linked N-acetylglucosamine (GlcNAc) transferase"
"103822938","CDC14B",-0.27217339564013115,5.865649723178651,13.400289270475033,4.011752321898537e-4,0.015482762201911587,"cell division cycle 14B"
"103819256","PSME4",-0.19204715968628275,8.861741237785743,13.398938273808639,4.014303748958963e-4,0.015482762201911587,"proteasome activator subunit 4"
"103826392","LOC103826392",1.1514108485476489,-0.755283356222427,13.398739144844729,4.01467995523271e-4,0.015482762201911587,"1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase gamma-1-like"
"103816778","ZNF821",-0.13800006670080428,6.023499482961264,13.39102411535203,4.029283567053272e-4,0.0154843664967674,"zinc finger protein 821"
"103826312","TXNDC16",0.8154087148677167,1.0428499363630488,13.360070340153213,4.088426157599055e-4,0.01565652038036354,"thioredoxin domain containing 16"
"127060974","LOC127060974",-0.256252532972681,9.539734889522201,13.344185036548819,4.1191233455141674e-4,0.015718920347182384,"Friend virus susceptibility protein 1-like"
"103816426","EFNB1",-0.5331350334048359,3.2188857815441083,13.322902364261065,4.160622086907603e-4,0.015821961483104382,"ephrin B1"
"103813349","LOC103813349",0.47402550743813077,1.8861338898169382,13.296000348273724,4.213693236105511e-4,0.015968141659324843,"histone H4"
"103815634","LOC103815634",-1.6909033295937095,-0.7760253728348501,13.257105265402025,4.291656344138152e-4,0.01620731395845114,"phospholipase A and acyltransferase 1-like"
"103826036","TSPAN5",-0.6945730847888838,7.602654869860401,13.183229272896511,4.443843550450575e-4,0.016724175348143994,"tetraspanin 5"
"103824235","PLP1",-0.8879977350363152,-0.2500015076145647,13.14702598212804,4.5204373614105974e-4,0.016953970227640985,"proteolipid protein 1"
"103824148","MRPS25",-0.2888947983922576,3.606215259341755,13.138143155341549,4.5394367918449635e-4,0.016966922310341075,"mitochondrial ribosomal protein S25"
"103825975","ARFIP1",0.26455240557071685,2.387236593053278,13.126475127950808,4.564518222389128e-4,0.0169886120095004,"ADP ribosylation factor interacting protein 1"
"103824136","SRGAP3",-0.6268171070029493,6.259493186178378,13.114796117695429,4.589765881072413e-4,0.0169886120095004,"SLIT-ROBO Rho GTPase activating protein 3"
"103813113","FZD1",1.3053402696032343,-1.236390114707125,13.113794678527173,4.5919374590458294e-4,0.0169886120095004,"frizzled class receptor 1"
"103822107","FAR1",0.3372438660788294,4.501621944548474,13.095613959954342,0.00046315456634765027,0.01707725992269681,"fatty acyl-CoA reductase 1"
"103825129","TSPAN33",0.6052857277730103,0.698703567064778,13.065089640883436,4.698836743274716e-4,0.017222129503787844,"tetraspanin 33"
"103814814","TSEN15",-0.32431155897392683,5.384727947863053,13.063487801300779,4.702395631417242e-4,0.017222129503787844,"tRNA splicing endonuclease subunit 15"
"103824534","EEF2",-0.35632351666598894,11.505546323071023,13.032835864553201,4.7710328168639214e-4,0.01741506761312804,"eukaryotic translation elongation factor 2"
"127060513","LOC127060513",-0.7240532700769969,6.416452532236265,13.02392580320403,4.7911771313935637e-4,0.017430302404009786,"ferritin heavy chain A-like"
"108962801","UBE2R2",-0.20309511362472193,7.351354390829287,13.014257679528841,4.813134210811056e-4,0.017438536709532805,"ubiquitin conjugating enzyme E2 R2"
"103826726","COMMD9",-0.39027744692983646,2.751319975971601,13.008877924015245,4.8253968171879294e-4,0.017438536709532805,"COMM domain containing 9"
"103817743","SNRNP25",-0.31570979421195866,4.7213224414975254,12.993702429995766,4.8601611301631655e-4,0.017486661934317,"small nuclear ribonucleoprotein U11/U12 subunit 25"
"103816456","SYTL4",-0.9000973224857634,-0.0318939046652107,12.989098829159047,4.870757951284925e-4,0.017486661934317,"synaptotagmin like 4"
"103819424","RBFA",-0.35822550397566183,1.7472768821593831,12.924614645675014,5.021712138114955e-4,0.01796949713947102,"ribosome binding factor A"
"103822255","PPP1CA",-0.22024252615258127,7.049159498326571,12.908414961998764,5.060384989762757e-4,0.018044058550254392,"protein phosphatase 1 catalytic subunit alpha"
"103820938","ZBTB48",-0.281338208818037,4.429679091300463,12.902070241670362,5.075614783698093e-4,0.018044058550254392,"zinc finger and BTB domain containing 48"
"103825873","CEP44",-0.4363952581797244,4.085408372986312,12.864456798038496,5.166874271022164e-4,0.018262395144728577,"centrosomal protein 44"
"103819259","MALL",-0.5758645264704846,4.245562385841765,12.86168101228294,5.173675477195958e-4,0.018262395144728577,"mal, T cell differentiation protein like"
"103826478","RPS6KA5",0.20265942109928237,4.196003973664555,12.856160276074373,5.18722970026192e-4,0.018262395144728577,"ribosomal protein S6 kinase A5"
"103817188","IMPDH2",-0.1441962709703846,5.954889955268532,12.79506100294567,5.339697602052244e-4,0.018729406010115284,"inosine monophosphate dehydrogenase 2"
"103815745","ABCG1",1.025873721441783,-0.6234155356771389,12.789342754872397,5.354200728565116e-4,0.018729406010115284,"ATP binding cassette subfamily G member 1"
"103813613","PHF5A",-0.25870181149038063,5.522614573300622,12.774079546261811,5.393111241289001e-4,0.018794248253603835,"PHD finger protein 5A"
"103814976","EIF2B3",-0.21924191473616542,5.284192807597125,12.763697076001336,5.419745287823873e-4,0.018794248253603835,"eukaryotic translation initiation factor 2B subunit gamma"
"103817467","FAM98A",-0.16324679187524277,6.438972462519667,12.761888661267198,5.424398204036292e-4,0.018794248253603835,"family with sequence similarity 98 member A"
"127060788","LOC127060788",-0.43008235731328065,3.833835033885678,12.71887869185572,5.536278198510517e-4,0.019121183626121453,"uncharacterized LOC127060788"
"127060573","LOC127060573",-0.625974399382848,3.039725381666048,12.706077229999712,5.570034123585504e-4,0.019159114694475753,"atypical chemokine receptor 1-like"
"103824142","LOC103824142",-0.41529841357012653,2.857803920262885,12.701418959254427,5.582369866999531e-4,0.019159114694475753,"cullin-associated NEDD8-dissociated protein 1-like"
"103823604","CTBP1",-0.1846828037444466,8.230053134729774,12.669645122258316,5.66726392889148e-4,0.019383333824000194,"C-terminal binding protein 1"
"103820356","RAP1GAP2",-0.3235193345781491,9.32630803080411,12.663727622262924,5.6832204724941e-4,0.019383333824000194,"RAP1 GTPase activating protein 2"
"103818880","GNAS",-0.1528518881865052,6.619323728669049,12.642636535869487,5.740469262046693e-4,0.01951759549095876,"GNAS complex locus"
"103815499","MTERF4",-0.4507944082290424,0.7826726848446764,12.628058074324997,5.780386692798407e-4,0.0195922796165223,"mitochondrial transcription termination factor 4"
"103823467","ANKRD17",-0.2020271923849086,9.29681742401029,12.60471644590771,5.844893853820305e-4,0.019749588706066506,"ankyrin repeat domain 17"
"103821091","LOC103821091",-0.3885186432804547,2.3283846772472203,12.583994210688086,5.902782140447446e-4,0.019828256202756,"molybdopterin synthase sulfur carrier subunit-like"
"103816279","ANPEP",1.1220496579990502,-1.3279921139462172,12.583378562416941,5.904510963804012e-4,0.019828256202756,"alanyl aminopeptidase, membrane"
"103820311","PIGL",-0.2819109191725339,4.467064880915549,12.566505390211999,5.952096315342844e-4,0.019845767988032482,"phosphatidylinositol glycan anchor biosynthesis class L"
"103822424","LOC103822424",-0.2310870918005183,10.29293175525252,12.565812870084944,5.954057747974081e-4,0.019845767988032482,"glutathione S-transferase 2"
"103814114","RGS10",0.26169563374944005,3.6079868228677197,12.562208569936796,5.964276983759075e-4,0.019845767988032482,"regulator of G protein signaling 10"
"103814485","EEF1B2",-0.4333760668842115,9.803971584358832,12.546041628722673,6.010337284214235e-4,0.019938243501493664,"eukaryotic translation elongation factor 1 beta 2"
"TEDC1","TEDC1",-0.4987507773384959,1.2117392230168043,12.53304870764955,6.047619656889577e-4,0.019951457658392565,"tubulin epsilon and delta complex 1"
"103812390","SDR16C5",-0.4259970986819157,3.6350869779135317,12.530770756739512,6.054180553176503e-4,0.019951457658392565,"short chain dehydrogenase/reductase family 16C member 5"
"103813839","ITPRIP",0.4529721960742276,4.0550674776885,12.525578511778194,6.069162490916558e-4,0.019951457658392565,"inositol 1,4,5-trisphosphate receptor interacting protein"
"103817214","LOC103817214",-0.44475326364747014,2.3849922456211927,12.50853149326919,6.118619310908229e-4,0.020053636984760485,"protocadherin-10-like"
"103824839","LOC103824839",-0.2463859284143852,5.101044032157097,12.500812920097196,6.141148547843391e-4,0.020067214147054726,"E3 ubiquitin-protein ligase KCMF1-like"
"MICOS13","MICOS13",-0.4915302765931908,0.9706109509409782,12.478002570266133,6.208228002843205e-4,0.02022585087254649,"mitochondrial contact site and cristae organizing system subunit 13"
"103823202","UBE2Q2",-0.1730940529516447,8.778544663063432,12.453215920848582,6.281973946620433e-4,0.020362394857574687,"ubiquitin conjugating enzyme E2 Q2"
"103812945","STT3B",0.2982303011990807,3.53696541357713,12.45007549649689,6.291381507296201e-4,0.020362394857574687,"STT3 oligosaccharyltransferase complex catalytic subunit B"
"103827118","MAPK15",-0.5993954255188045,-0.41659296268006213,12.445168220403191,6.306110923456335e-4,0.020362394857574687,"mitogen-activated protein kinase 15"
"103812931","NR1D2",0.23016846858656856,7.524289054662104,12.429701465103664,6.35276754229614e-4,0.02045253833528616,"nuclear receptor subfamily 1 group D member 2"
"INKA2","INKA2",0.9461937810536344,-1.3481152217315553,12.412731189139523,6.404368235347875e-4,0.02055802203546668,"inka box actin regulator 2"
"103821334","SLC8A1",0.771653371513546,1.3211324802903974,12.374721698079595,6.521511519091339e-4,0.020846752533030345,"solute carrier family 8 member A1"
"103826834","NID2",1.043322194951371,6.343327744437279,12.365070501740332,6.551605291279485e-4,0.020846752533030345,"nidogen 2"
"115484236","SMIM33",1.4121174561504584,-1.5168835044391562,12.365066367150197,6.551618214063962e-4,0.020846752533030345,"small integral membrane protein 33"
"103822711","RETSAT",0.6731481238703051,3.0886418356342724,12.338822062792588,6.634176067913895e-4,0.02097882959172631,"retinol saturase"
"103821046","LOC103821046",-0.2863456731893525,3.906116492350369,12.337220930796938,6.639247314480486e-4,0.02097882959172631,"mesoderm induction early response protein 3-like"
"127059853","LOC127059853",0.5932546328790649,0.31791088355039904,12.331922914031514,6.656056099909261e-4,0.02097882959172631,"uncharacterized LOC127059853"
"103822158","REV3L",-0.720017164094052,4.120395137426398,12.327533754189293,6.670014539425537e-4,0.02097882959172631,"REV3 like, DNA directed polymerase zeta catalytic subunit"
"127060934","LOC127060934",0.4821246415383073,2.5960223872624,12.315698752896633,6.707802524906607e-4,0.020995682834634856,"leucine-rich repeat-containing protein 25-like"
"103821358","C1D",0.38421469726357943,4.840777779734802,12.309936692822633,6.726279834082645e-4,0.020995682834634856,"C1D nuclear receptor corepressor"
"103826835","PTGER2",0.4433137507512628,4.3388015115994465,12.307818628771525,6.733085021185816e-4,0.020995682834634856,"prostaglandin E receptor 2"
"103818778","E2F1",-0.3183753256024681,5.027327492627779,12.301550369229458,6.753266003321421e-4,0.020998616854772077,"E2F transcription factor 1"
"103824682","PRKAB2",-0.18948851785010024,3.6301044453973352,12.285820365339289,6.80418395409886e-4,0.02106922186387749,"protein kinase AMP-activated non-catalytic subunit beta 2"
"103815413","PLS1",-0.9693160106008294,-1.589142034891366,12.282622854276767,6.814582479337323e-4,0.02106922186387749,"plastin 1"
"103812952","GDAP1",-0.7204204899170805,-1.1190015850852137,12.272774880357629,6.846711573234547e-4,0.021108759918158713,"ganglioside induced differentiation associated protein 1"
"103820092","SUMF2",0.5595018101995823,0.2607526229570212,12.255497315424911,6.903456732375741e-4,0.021223754021732065,"sulfatase modifying factor 2"
"103821022","LOC103821022",-0.3457271245014643,3.282209558540477,12.226283495867497,7.000507336691301e-4,0.02141418148333448,"molybdopterin synthase catalytic subunit"
"103819059","ARRDC1",-0.6727254452680292,2.156816915981361,12.225049118137091,7.004638802959877e-4,0.02141418148333448,"arrestin domain containing 1"
"108962952","LOC108962952",-0.45942777761810094,0.8180792074360975,12.173429462554209,7.179674520110647e-4,0.021838690884037365,"ninein-like protein"
"103818591","ZNF341",-0.27034415221236596,4.780740831683105,12.171519078648748,7.186238059618845e-4,0.021838690884037365,"zinc finger protein 341"
"103819688","MED21",-0.2177665292532203,6.486379571384403,12.166495709757505,7.203526404850148e-4,0.021838690884037365,"mediator complex subunit 21"
"103826819","FKBP3",-0.44914712258222017,5.648586730396774,12.151232300466674,7.25631966814534e-4,0.02193780411582777,"FKBP prolyl isomerase 3"
"103818592","PXMP4",-0.16231138315627022,6.948912827085681,12.124930332765596,7.348228998965637e-4,0.022130068381415582,"peroxisomal membrane protein 4"
"103819011","CRAT",-0.14087989561915362,6.6752037250026595,12.117159358214494,7.375612350395042e-4,0.022130068381415582,"carnitine O-acetyltransferase"
"108963219","LOC108963219",-0.6522103906914685,0.05286939919206354,12.115706146758724,7.380744814765688e-4,0.022130068381415582,"uncharacterized LOC108963219"
"103827429","DNAJC15",0.43206871517741063,3.214749309863268,12.097567624842359,7.445116598246345e-4,0.02226191850774263,"DnaJ heat shock protein family (Hsp40) member C15"
"108963055","DAZAP1",-0.19131691404662685,7.466703116996694,12.079934785904923,7.508247472769663e-4,0.022377945746770073,"DAZ associated protein 1"
"103826123","LRPAP1",0.31654823674691646,4.137099587325798,12.071210201751764,7.539687506744585e-4,0.022377945746770073,"LDL receptor related protein associated protein 1"
"103822500","KLHDC10",-0.1470603040331479,5.336112483028052,12.069620268122636,7.545431587695974e-4,0.022377945746770073,"kelch domain containing 10"
"108963871","TTC5",-0.2812486870285745,2.92204195222055,12.053615383308514,7.603505093182608e-4,0.02248906628373848,"tetratricopeptide repeat domain 5"
"103821303","XDH",0.7366898203941662,2.84827659023587,12.03418696807591,7.674619208881316e-4,0.022616044481397146,"xanthine dehydrogenase"
"103817103","FGD3",0.224220852251357,4.290122964098512,12.030584540536607,7.687880247936907e-4,0.022616044481397146,"FYVE, RhoGEF and PH domain containing 3"
"103822446","IGFN1",-0.5183825781485891,0.6869905825543781,12.020153778386337,7.726410449232302e-4,0.022616840935227565,"immunoglobulin like and fibronectin type III domain containing 1"
"103818651","CTSA",0.40765778805128444,6.725474872264098,12.019293646538305,7.729596544658129e-4,0.022616840935227565,"cathepsin A"
"103824298","RRP9",0.5604089892997577,1.4794656696603545,11.993794815529686,7.824665742633281e-4,0.022833797303502577,"ribosomal RNA processing 9, U3 small nucleolar RNA binding protein"
"103817944","WDR90",-0.4131955832766807,2.9467923309855686,11.943792887171147,8.014600058658009e-4,0.02332569201071827,"WD repeat domain 90"
